directory_name,name_ja,image_order,is_main,image_url
omegamon_merciful,オメガモン：マーシフルモード,1,True,https://digimon.net/cimages/digimon/omegamon_merciful.jpg
donedevimon,ダンデビモン,1,True,https://digimon.net/cimages/digimon/donedevimon.jpg
waregarurumon_sagittarius,ワーガルルモン：サジタリウスモード,1,True,https://digimon.net/cimages/digimon/waregarurumon_sagittarius.jpg
imperialdramon_dragon_black,インペリアルドラモン：ドラゴンモード(黒),1,True,https://digimon.net/cimages/digimon/imperialdramon_dragon_black.jpg
manticoremon,マンティコアモン,1,True,https://digimon.net/cimages/digimon/manticoremon.jpg
mimicmon,ミミックモン,1,True,https://digimon.net/cimages/digimon/mimicmon.jpg
baluchimon,バルキモン,1,True,https://digimon.net/cimages/digimon/baluchimon.jpg
darkmaildramon,ダークメイルドラモン,1,True,https://digimon.net/cimages/digimon/darkmaildramon.jpg
metalgreymon_alter,メタルグレイモン：アルタラウスモード,1,True,https://digimon.net/cimages/digimon/metalgreymon_alter.jpg
rebellimon,リベリモン,1,True,https://digimon.net/cimages/digimon/rebellimon.jpg
machmon,マッハモン,1,True,https://digimon.net/cimages/digimon/machmon.jpg
junkmon,ジャンクモン,1,True,https://digimon.net/cimages/digimon/junkmon.jpg
heavyleomon,ヘヴィーレオモン,1,True,https://digimon.net/cimages/digimon/heavyleomon.jpg
hopmon,ホップモン,1,True,https://digimon.net/cimages/digimon/hopmon.jpg
ketomon,ケトモン,1,True,https://digimon.net/cimages/digimon/ketomon.jpg
nidhoggmon,ニーズヘッグモン,1,True,https://digimon.net/cimages/digimon/nidhoggmon.jpg
entmon,エントモン,1,True,https://digimon.net/cimages/digimon/entmon.jpg
parasaurmon,パラサウモン,1,True,https://digimon.net/cimages/digimon/parasaurmon.jpg
toropiamon,トロピアモン,1,True,https://digimon.net/cimages/digimon/toropiamon.jpg
pomumon,ポームモン,1,True,https://digimon.net/cimages/digimon/pomumon.jpg
eyesmon_scatter,アイズモン：スキャッターモード,1,True,https://digimon.net/cimages/digimon/eyesmon_scatter.jpg
eyesmon,アイズモン,1,True,https://digimon.net/cimages/digimon/eyesmon.jpg
betamon_x,ベタモン（X抗体）,1,True,https://digimon.net/cimages/digimon/betamon_x.jpg
gazimon_x,ガジモン（X抗体）,1,True,https://digimon.net/cimages/digimon/gazimon_x.jpg
algomon_lv1,アルゴモン,1,True,https://digimon.net/cimages/digimon/algomon_lv1.jpg
ghostmon,ゴースモン,1,True,https://digimon.net/cimages/digimon/ghostmon.jpg
regalecusmon,レガレクスモン,1,True,https://digimon.net/cimages/digimon/regalecusmon.jpg
piranimon,ピラニモン,1,True,https://digimon.net/cimages/digimon/piranimon.jpg
gusokumon,グソクモン,1,True,https://digimon.net/cimages/digimon/gusokumon.jpg
marinchimairamon,マリンキメラモン,1,True,https://digimon.net/cimages/digimon/marinchimairamon.jpg
tobiumon,トビウモン,1,True,https://digimon.net/cimages/digimon/tobiumon.jpg
sangomon,サンゴモン,1,True,https://digimon.net/cimages/digimon/sangomon.jpg
gogmamon,ゴグマモン,1,True,https://digimon.net/cimages/digimon/gogmamon.jpg
baboongamon,バブンガモン,1,True,https://digimon.net/cimages/digimon/baboongamon.jpg
sunarizamon,スナリザモン,1,True,https://digimon.net/cimages/digimon/sunarizamon.jpg
jewelbeemon,ジュエルビーモン,1,True,https://digimon.net/cimages/digimon/jewelbeemon.jpg
hudiemon,フーディエモン,1,True,https://digimon.net/cimages/digimon/hudiemon.jpg
arresterdramon_superior,アレスタードラモン：スペリオルモード,1,True,https://digimon.net/cimages/digimon/arresterdramon_superior.jpg
arresterdramon_superior,アレスタードラモン：スペリオルモード,2,False,https://digimon.net/cimages/digimon/arresterdramon_superior_2.jpg
garurumon_x,ガルルモン（X抗体）,1,True,https://digimon.net/cimages/digimon/garurumon_x.jpg
greymon_x,グレイモン（X抗体）,1,True,https://digimon.net/cimages/digimon/greymon_x.jpg
algomon_lv4,アルゴモン,1,True,https://digimon.net/cimages/digimon/algomon_lv4.jpg
algomon_lv3,アルゴモン,1,True,https://digimon.net/cimages/digimon/algomon_lv3.jpg
algomon_lv2,アルゴモン,1,True,https://digimon.net/cimages/digimon/algomon_lv2.jpg
spadamon,スパーダモン,1,True,https://digimon.net/cimages/digimon/spadamon.jpg
morphomon,モルフォモン,1,True,https://digimon.net/cimages/digimon/morphomon.jpg
eosmon_lv6,エオスモン,1,True,https://digimon.net/cimages/digimon/eosmon_lv6.jpg
gabumon_kizuna,ガブモン -友情の絆-,1,True,https://digimon.net/cimages/digimon/gabumon_kizuna.jpg
agumon_kizuna,アグモン -勇気の絆-,1,True,https://digimon.net/cimages/digimon/agumon_kizuna.jpg
eosmon_lv5,エオスモン,1,True,https://digimon.net/cimages/digimon/eosmon_lv5.jpg
eosmon_lv4,エオスモン,1,True,https://digimon.net/cimages/digimon/eosmon_lv4.jpg
tonosamamamemon,トノサママメモン,1,True,https://digimon.net/cimages/digimon/tonosamamamemon.jpg
omegamon_zwart,オメガモン ズワルト,1,True,https://digimon.net/cimages/digimon/omegamon_zwart.jpg
terriermon_assistant,テリアモン助手,1,True,https://digimon.net/cimages/digimon/terriermon_assistant.jpg
cryspaledramon,クリスペイルドラモン,1,True,https://digimon.net/cimages/digimon/cryspaledramon.jpg
metallicdramon,メタリックドラモン,1,True,https://digimon.net/cimages/digimon/metallicdramon.jpg
jazarichmon,ジャザリッヒモン,1,True,https://digimon.net/cimages/digimon/jazarichmon.jpg
jazardmon,ジャザードモン,1,True,https://digimon.net/cimages/digimon/jazardmon.jpg
jazamon,ジャザモン,1,True,https://digimon.net/cimages/digimon/jazamon.jpg
hexeblaumon,ヘクセブラウモン,1,True,https://digimon.net/cimages/digimon/hexeblaumon.jpg
paledramon,ペイルドラモン,1,True,https://digimon.net/cimages/digimon/paledramon.jpg
noblepumpmon,ノーブルパンプモン,1,True,https://digimon.net/cimages/digimon/noblepumpmon.jpg
ogudomon_x,オグドモン（X抗体）,1,True,https://digimon.net/cimages/digimon/ogudomon_x.jpg
jesmongx,ジエスモンGX,1,True,https://digimon.net/cimages/digimon/jesmongx.jpg
keramon_x,ケラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/keramon_x.jpg
omegashoutmon_x,オメガシャウトモン（X抗体）,1,True,https://digimon.net/cimages/digimon/omegashoutmon_x.jpg
meramon_x,メラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/meramon_x.jpg
pegasmon_x,ペガスモン（X抗体）,1,True,https://digimon.net/cimages/digimon/pegasmon_x.jpg
rapidmon_x,ラピッドモン（X抗体）,1,True,https://digimon.net/cimages/digimon/rapidmon_x.jpg
monzaemon_x,もんざえモン（X抗体）,1,True,https://digimon.net/cimages/digimon/monzaemon_x.jpg
gankoomon_x,ガンクゥモン（X抗体）,1,True,https://digimon.net/cimages/digimon/gankoomon_x.jpg
examon_x,エグザモン（X抗体）,1,True,https://digimon.net/cimages/digimon/examon_x.jpg
cyberdramon_x,サイバードラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/cyberdramon_x.jpg
rizegreymon_x,ライズグレイモン（X抗体）,1,True,https://digimon.net/cimages/digimon/rizegreymon_x.jpg
hououmon_x,ホウオウモン（X抗体）,1,True,https://digimon.net/cimages/digimon/hououmon_x.jpg
justimon_x,ジャスティモン（X抗体）,1,True,https://digimon.net/cimages/digimon/justimon_x.jpg
wizarmon_x,ウィザーモン（X抗体）,1,True,https://digimon.net/cimages/digimon/wizarmon_x.jpg
siesamon_x,シーサモン（X抗体）,1,True,https://digimon.net/cimages/digimon/siesamon_x.jpg
cherubimon_x,ケルビモン（善）（X抗体）,1,True,https://digimon.net/cimages/digimon/cherubimon_x.jpg
ofanimon_x,オファニモン（X抗体）,1,True,https://digimon.net/cimages/digimon/ofanimon_x.jpg
angewomon_x,エンジェウーモン（X抗体）,1,True,https://digimon.net/cimages/digimon/angewomon_x.jpg
diablomon_x,ディアボロモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/diablomon_x.jpg
dynasmon_x,デュナスモン（X抗体）,1,True,https://digimon.net/cimages/digimon/dynasmon_x.jpg
duftmon_x,ドゥフトモン（X抗体）,1,True,https://digimon.net/cimages/digimon/duftmon_x.jpg
holydramon_x,ホーリードラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/holydramon_x.jpg
plesiomon_x,プレシオモン（X抗体）,1,True,https://digimon.net/cimages/digimon/plesiomon_x.jpg
goddramon_x,ゴッドドラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/goddramon_x.jpg
garudamon_x,ガルダモン（X抗体）,1,True,https://digimon.net/cimages/digimon/garudamon_x.jpg
tailmon_x,テイルモン（X抗体）,1,True,https://digimon.net/cimages/digimon/tailmon_x.jpg
togemon_x,トゲモン（X抗体）,1,True,https://digimon.net/cimages/digimon/togemon_x.jpg
tylomon_x,ティロモン（X抗体）,1,True,https://digimon.net/cimages/digimon/tylomon_x.jpg
lopmon_x,ロップモン（X抗体）,1,True,https://digimon.net/cimages/digimon/lopmon_x.jpg
shakomon_x,シャコモン（X抗体）,1,True,https://digimon.net/cimages/digimon/shakomon_x.jpg
terriermon_x,テリアモン（X抗体）,1,True,https://digimon.net/cimages/digimon/terriermon_x.jpg
palmon_x,パルモン（X抗体）,1,True,https://digimon.net/cimages/digimon/palmon_x.jpg
pteranomon_x,プテラノモン（X抗体）,1,True,https://digimon.net/cimages/digimon/pteranomon_x.jpg
mamemon_x,マメモン（X抗体）,1,True,https://digimon.net/cimages/digimon/mamemon_x.jpg
ebemon_x,イーバモン（X抗体）,1,True,https://digimon.net/cimages/digimon/ebemon_x.jpg
sleipmon_x,スレイプモン（X抗体）,1,True,https://digimon.net/cimages/digimon/sleipmon_x.jpg
craniummon_x,クレニアムモン（X抗体）,1,True,https://digimon.net/cimages/digimon/craniummon_x.jpg
ulforcevdramon_x,アルフォースブイドラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/ulforcevdramon_x.jpg
magnamon_x,マグナモン（X抗体）,1,True,https://digimon.net/cimages/digimon/magnamon_x.jpg
megaseadramon_x,メガシードラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/megaseadramon_x.jpg
triceramon_x,トリケラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/triceramon_x.jpg
okuwamon_x,オオクワモン（X抗体）,1,True,https://digimon.net/cimages/digimon/okuwamon_x.jpg
mantaraymon_x,マンタレイモン（X抗体）,1,True,https://digimon.net/cimages/digimon/mantaraymon_x.jpg
nefertimon_x,ネフェルティモン（X抗体）,1,True,https://digimon.net/cimages/digimon/nefertimon_x.jpg
seadramon_x,シードラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/seadramon_x.jpg
kuwagamon_x,クワガーモン（X抗体）,1,True,https://digimon.net/cimages/digimon/kuwagamon_x.jpg
allomon_x,アロモン（X抗体）,1,True,https://digimon.net/cimages/digimon/allomon_x.jpg
gomamon_x,ゴマモン（X抗体）,1,True,https://digimon.net/cimages/digimon/gomamon_x.jpg
kokuwamon_x,コクワモン（X抗体）,1,True,https://digimon.net/cimages/digimon/kokuwamon_x.jpg
blackwargreymon_x,ブラックウォーグレイモン（X抗体）,1,True,https://digimon.net/cimages/digimon/blackwargreymon_x.jpg
ladydevimon_x,レディーデビモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/ladydevimon_x.jpg
metalgreymon_vi_x,メタルグレイモン（ウィルス種）（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/metalgreymon_vi_x.jpg
orgemon_x,オーガモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/orgemon_x.jpg
agumon_b_x,アグモン（黒）（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/agumon_b_x.jpg
rasenmon,ラセンモン,1,True,https://digimon.net/cimages/digimon/rasenmon.jpg
rasenmon_f,ラセンモン：激昂モード,1,True,https://digimon.net/cimages/digimon/rasenmon_f.jpg
stiffilmon,スティフィルモン,1,True,https://digimon.net/cimages/digimon/stiffilmon.jpg
filmon,フィルモン,1,True,https://digimon.net/cimages/digimon/filmon.jpg
rosemon_x,ロゼモン（X抗体）,1,True,https://digimon.net/cimages/digimon/rosemon_x.jpg
princemamemon_x,プリンスマメモン（X抗体）,1,True,https://digimon.net/cimages/digimon/princemamemon_x.jpg
skullmammon_x,スカルマンモン（X抗体）,1,True,https://digimon.net/cimages/digimon/skullmammon_x.jpg
mammon_x,マンモン（X抗体）,1,True,https://digimon.net/cimages/digimon/mammon_x.jpg
mephismon_x,メフィスモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/mephismon_x.jpg
vamdemon_x,ヴァンデモン（X抗体）,1,True,https://digimon.net/cimages/digimon/vamdemon_x.jpg
plotmon_x,プロットモン（X抗体）,1,True,https://digimon.net/cimages/digimon/plotmon_x.jpg
otamamon_x,オタマモン（X抗体）,1,True,https://digimon.net/cimages/digimon/otamamon_x.jpg
yarmon,ヤーモン,1,True,https://digimon.net/cimages/digimon/yarmon.jpg
keemon,キーモン,1,True,https://digimon.net/cimages/digimon/keemon.jpg
impmon_x,インプモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/impmon_x.jpg
darktyranomon_x,ダークティラノモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/darktyranomon_x.jpg
numemon_x,ヌメモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/numemon_x.jpg
lucemon_x,ルーチェモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/lucemon_x.jpg
lilithmon_x,リリスモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/lilithmon_x.jpg
leviamon_x,リヴァイアモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/leviamon_x.jpg
belphemon_x,ベルフェモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/belphemon_x.jpg
barbamon_x,バルバモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/barbamon_x.jpg
demon_x,デーモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/demon_x.jpg
darkknightmon_x,ダークナイトモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/darkknightmon_x.jpg
cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/cherubimondark_x.jpg
ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/ofanimonfdm_x.jpg
ultimatechaosmon,アルティメットカオスモン,1,True,https://digimon.net/cimages/digimon/ultimatechaosmon.jpg
pusurimon,プスリモン,1,True,https://digimon.net/cimages/digimon/pusurimon.jpg
pusumon,プスモン,1,True,https://digimon.net/cimages/digimon/pusumon.jpg
surfimon,サーフィモン,1,True,https://digimon.net/cimages/digimon/surfimon.jpg
bulucomon,ブルコモン,1,True,https://digimon.net/cimages/digimon/bulucomon.jpg
herissmon,エリスモン,1,True,https://digimon.net/cimages/digimon/herissmon.jpg
metalgarurumon_black,メタルガルルモン（黒）,1,True,https://digimon.net/cimages/digimon/metalgarurumon_black.jpg
weregarurumon_black,ワーガルルモン（黒）,1,True,https://digimon.net/cimages/digimon/weregarurumon_black.jpg
garurumon_black,ガルルモン（黒）,1,True,https://digimon.net/cimages/digimon/garurumon_black.jpg
justimon_blitzarm,ジャスティモン：ブリッツアーム,1,True,https://digimon.net/cimages/digimon/justimon_blitzarm.jpg
ginkakumon_promote,ギンカクモンプロモート,1,True,https://digimon.net/cimages/digimon/ginkakumon_promote.jpg
icedevimon,アイスデビモン,1,True,https://digimon.net/cimages/digimon/icedevimon.jpg
kuzuhamon_miko,クズハモン：巫女モード,1,True,https://digimon.net/cimages/digimon/kuzuhamon_miko.jpg
megalograwmon_orange,メガログラウモン（橙）,1,True,https://digimon.net/cimages/digimon/megalograwmon_orange.jpg
greymon_blue,グレイモン（青）,1,True,https://digimon.net/cimages/digimon/greymon_blue.jpg
shoutmon_king,シャウトモン（キングVer.）,1,True,https://digimon.net/cimages/digimon/shoutmon_king.jpg
wargreymon_x,ウォーグレイモン（X抗体）,1,True,https://digimon.net/cimages/digimon/wargreymon_x.jpg
metalgarurumon_x,メタルガルルモン（X抗体）,1,True,https://digimon.net/cimages/digimon/metalgarurumon_x.jpg
megidramon_x,メギドラモン（X抗体）,1,True,https://digimon.net/cimages/digimon/megidramon_x.jpg
weregarurumon_x,ワーガルルモン（X抗体）,1,True,https://digimon.net/cimages/digimon/weregarurumon_x.jpg
lilimon_x,リリモン（X抗体）,1,True,https://digimon.net/cimages/digimon/lilimon_x.jpg
sakuyamon_x,サクヤモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/sakuyamon_x.jpg
beelzebumon_x,ベルゼブモン（X抗体）,1,True,https://digimon.net/cimages/digimon/beelzebumon_x.jpg
megalogrowmon_x,メガログラウモン（X抗体）,1,True,https://digimon.net/cimages/digimon/megalogrowmon_x.jpg
rhinomon_x,ライノモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/rhinomon_x.jpg
renamon_x,レナモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/renamon_x.jpg
tokomon_x,トコモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/tokomon_x.jpg
beelstarmon_x,ベルスターモン（Ｘ抗体）,1,True,https://digimon.net/cimages/digimon/beelstarmon_x.jpg
dukemon_x,デュークモン（X抗体）,1,True,https://digimon.net/cimages/digimon/dukemon_x.jpg
cerberumon_x,ケルベロモン（X抗体）,1,True,https://digimon.net/cimages/digimon/cerberumon_x.jpg
tyranomon_x,ティラノモン（X抗体）,1,True,https://digimon.net/cimages/digimon/tyranomon_x.jpg
dracomon_x,ドラコモン（X抗体）,1,True,https://digimon.net/cimages/digimon/dracomon_x.jpg
gabumon_x,ガブモン（X抗体）,1,True,https://digimon.net/cimages/digimon/gabumon_x.jpg
minervamon_x,ミネルヴァモン（X抗体）,1,True,https://digimon.net/cimages/digimon/minervamon_x.jpg
lordknightmon_x,ロードナイトモン（X抗体）,1,True,https://digimon.net/cimages/digimon/lordknightmon_x.jpg
sistermon_ciel,シスタモン シエル,1,True,https://digimon.net/cimages/digimon/sistermon_ciel.jpg
metaltyranomon_x,メタルティラノモン（X抗体）,1,True,https://digimon.net/cimages/digimon/metaltyranomon_x.jpg
leomon_x,レオモン（X抗体）,1,True,https://digimon.net/cimages/digimon/leomon_x.jpg
agumon_x,アグモン（X抗体）,1,True,https://digimon.net/cimages/digimon/agumon_x.jpg
jesmon_x,ジエスモン（X抗体）,1,True,https://digimon.net/cimages/digimon/jesmon_x.jpg
ragnaloardmon,ラグナロードモン,1,True,https://digimon.net/cimages/digimon/ragnaloardmon.jpg
rafflesimon,ラフレシモン,1,True,https://digimon.net/cimages/digimon/rafflesimon.jpg
ordinemon,オルディネモン,1,True,https://digimon.net/cimages/digimon/ordinemon.jpg
raptorsparrowmon,ラプタースパロウモン,1,True,https://digimon.net/cimages/digimon/raptorsparrowmon.jpg
banchogolemon,バンチョーゴーレモン,1,True,https://digimon.net/cimages/digimon/banchogolemon.jpg
cerberumon_werewolfmode,ケルベロモン：人狼モード,1,True,https://digimon.net/cimages/digimon/cerberumon_werewolfmode.jpg
growmon_orange,グラウモン（橙）,1,True,https://digimon.net/cimages/digimon/growmon_orange.jpg
toyagumon_black,トイアグモン（黒）,1,True,https://digimon.net/cimages/digimon/toyagumon_black.jpg
shootingstarmon,シューティングスターモン,1,True,https://digimon.net/cimages/digimon/shootingstarmon.jpg
justimon_criticalarm,ジャスティモン：クリティカルアーム,1,True,https://digimon.net/cimages/digimon/justimon_criticalarm.jpg
yatagaramon_axcel,ヤタガラモン,1,True,https://digimon.net/cimages/digimon/yatagaramon_axcel.jpg
dinohumon,ディノヒューモン,1,True,https://digimon.net/cimages/digimon/dinohumon.jpg
rapidmon_gold,ラピッドモン,1,True,https://digimon.net/cimages/digimon/rapidmon_gold.jpg
yaegerdorurumon,イェーガードルルモン,1,True,https://digimon.net/cimages/digimon/yaegerdorurumon.jpg
gundramon,ガンドラモン,1,True,https://digimon.net/cimages/digimon/gundramon.jpg
aegiochusmon_holly,アイギオテュースモン：ホーリー,1,True,https://digimon.net/cimages/digimon/aegiochusmon_holly.jpg
gabumon_black,ガブモン（黒）,1,True,https://digimon.net/cimages/digimon/gabumon_black.jpg
pipimon,ピピモン,1,True,https://digimon.net/cimages/digimon/pipimon.jpg
raguelmon,ラグエルモン,1,True,https://digimon.net/cimages/digimon/raguelmon.jpg
bryweludramon,ブリウエルドラモン,1,True,https://digimon.net/cimages/digimon/bryweludramon.jpg
volcanicdramon,ヴォルケニックドラモン,1,True,https://digimon.net/cimages/digimon/volcanicdramon.jpg
lavogaritamon,ラヴォガリータモン,1,True,https://digimon.net/cimages/digimon/lavogaritamon.jpg
meicrackmon_v,メイクラックモン：ヴィシャスモード,1,True,https://digimon.net/cimages/digimon/meicrackmon_v.jpg
mastemon,マスティモン,1,True,https://digimon.net/cimages/digimon/mastemon.jpg
voltobautamon,ボルトバウタモン,1,True,https://digimon.net/cimages/digimon/voltobautamon.jpg
raijiludomon,ライジルドモン,1,True,https://digimon.net/cimages/digimon/raijiludomon.jpg
tialudomon,ティアルドモン,1,True,https://digimon.net/cimages/digimon/tialudomon.jpg
lavorvomon,ラヴォーボモン,1,True,https://digimon.net/cimages/digimon/lavorvomon.jpg
bushiagumon,ブシアグモン,1,True,https://digimon.net/cimages/digimon/bushiagumon.jpg
ludomon,ルドモン,1,True,https://digimon.net/cimages/digimon/ludomon.jpg
kakkinmon,カッキンモン,1,True,https://digimon.net/cimages/digimon/kakkinmon.jpg
cotsucomon,コツコモン,1,True,https://digimon.net/cimages/digimon/cotsucomon.jpg
andiramon_2,アンティラモン,1,True,https://digimon.net/cimages/digimon/andiramon_2.jpg
meicoomon,メイクーモン,1,True,https://digimon.net/cimages/digimon/meicoomon.jpg
whamon_2,ホエーモン（成熟期）,1,True,https://digimon.net/cimages/digimon/whamon_2.jpg
gekomon,ゲコモン,1,True,https://digimon.net/cimages/digimon/gekomon.jpg
vorvomon,ヴォーボモン,1,True,https://digimon.net/cimages/digimon/vorvomon.jpg
atlurballistamon,アトラーバリスタモン,1,True,https://digimon.net/cimages/digimon/atlurballistamon.jpg
omegamon_alter-b,オメガモン Alter-B,1,True,https://digimon.net/cimages/digimon/omegamon_alter-b.jpg
blackmachgaogamon,ブラックマッハガオガモン,1,True,https://digimon.net/cimages/digimon/blackmachgaogamon.jpg
blackgaogamon,ブラックガオガモン,1,True,https://digimon.net/cimages/digimon/blackgaogamon.jpg
falcomon-2006,ファルコモン（２００６アニメ版）,1,True,https://digimon.net/cimages/digimon/falcomon-2006.jpg
kudamon-2006,クダモン（２００６アニメ版）,1,True,https://digimon.net/cimages/digimon/kudamon-2006.jpg
neo,ネオ,1,True,https://digimon.net/cimages/digimon/neo.jpg
yakiimon,ヤキイモン,1,True,https://digimon.net/cimages/digimon/yakiimon.jpg
monimon,モニモン,1,True,https://digimon.net/cimages/digimon/monimon.jpg
monitamon,モニタモン,1,True,https://digimon.net/cimages/digimon/monitamon.jpg
mervamon,メルヴァモン,1,True,https://digimon.net/cimages/digimon/mervamon.jpg
metalgreymon_cyberlauncher,メタルグレイモン＋サイバーランチャー,1,True,https://digimon.net/cimages/digimon/metalgreymon_cyberlauncher.jpg
metalgreymon,メタルグレイモン（2010アニメ版）,1,True,https://digimon.net/cimages/digimon/metalgreymon.jpg
mailbirdramon,メイルバードラモン,1,True,https://digimon.net/cimages/digimon/mailbirdramon.jpg
musoknightmon,ムソーナイトモン,1,True,https://digimon.net/cimages/digimon/musoknightmon.jpg
madleomon:armedmode,マッドレオモン：アームドモード,1,True,https://digimon.net/cimages/digimon/madleomon:armedmode.jpg
madleomon,マッドレオモン,1,True,https://digimon.net/cimages/digimon/madleomon.jpg
bombmon-xwars,ボムモン（2010アニメ版）,1,True,https://digimon.net/cimages/digimon/bombmon-xwars.jpg
beelzebumon-xwars,ベルゼブモン（2010アニメ版）,1,True,https://digimon.net/cimages/digimon/beelzebumon-xwars.jpg
blastmon,ブラストモン,1,True,https://digimon.net/cimages/digimon/blastmon.jpg
footmon,フットモン,1,True,https://digimon.net/cimages/digimon/footmon.jpg
pillomon,ピロモン,1,True,https://digimon.net/cimages/digimon/pillomon.jpg
pickmon,ピックモン,1,True,https://digimon.net/cimages/digimon/pickmon.jpg
baristamon,バリスタモン,1,True,https://digimon.net/cimages/digimon/baristamon.jpg
bacomon,バコモン,1,True,https://digimon.net/cimages/digimon/bacomon.jpg
bagramon,バグラモン,1,True,https://digimon.net/cimages/digimon/bagramon.jpg
hi-visionmonitamon,ハイビジョンモニタモン,1,True,https://digimon.net/cimages/digimon/hi-visionmonitamon.jpg
baalmon,バアルモン,1,True,https://digimon.net/cimages/digimon/baalmon.jpg
neovamdemon,ネオヴァンデモン,1,True,https://digimon.net/cimages/digimon/neovamdemon.jpg
dondokomon,ドンドコモン,1,True,https://digimon.net/cimages/digimon/dondokomon.jpg
donshoutmon,ドンシャウトモン,1,True,https://digimon.net/cimages/digimon/donshoutmon.jpg
dorulumon,ドルルモン,1,True,https://digimon.net/cimages/digimon/dorulumon.jpg
dorbickmon,ドルビックモン,1,True,https://digimon.net/cimages/digimon/dorbickmon.jpg
troopmon,トループモン,1,True,https://digimon.net/cimages/digimon/troopmon.jpg
deadlyaxemon,デッドリーアックスモン,1,True,https://digimon.net/cimages/digimon/deadlyaxemon.jpg
deckerdramon,デッカードラモン,1,True,https://digimon.net/cimages/digimon/deckerdramon.jpg
deckergreymon,デッカーグレイモン,1,True,https://digimon.net/cimages/digimon/deckergreymon.jpg
tuwarmon,ツワーモン,1,True,https://digimon.net/cimages/digimon/tuwarmon.jpg
tyutyumon,チューチューモン,1,True,https://digimon.net/cimages/digimon/tyutyumon.jpg
chibickmon,チビックモン,1,True,https://digimon.net/cimages/digimon/chibickmon.jpg
chikurimon,チクリモン,1,True,https://digimon.net/cimages/digimon/chikurimon.jpg
damemon,ダメモン,1,True,https://digimon.net/cimages/digimon/damemon.jpg
tactimon,タクティモン,1,True,https://digimon.net/cimages/digimon/tactimon.jpg
darknessbagramon,ダークネスバグラモン,1,True,https://digimon.net/cimages/digimon/darknessbagramon.jpg
darkknightmon,ダークナイトモン,1,True,https://digimon.net/cimages/digimon/darkknightmon.jpg
zenimon,ゼニモン,1,True,https://digimon.net/cimages/digimon/zenimon.jpg
splashmon,スプラッシュモン,1,True,https://digimon.net/cimages/digimon/splashmon.jpg
splashmon,スプラッシュモン,2,False,https://digimon.net/cimages/digimon/splashmon_2.jpg
sparrowmon,スパロウモン,1,True,https://digimon.net/cimages/digimon/sparrowmon.jpg
starmons,スターモンズ,1,True,https://digimon.net/cimages/digimon/starmons.jpg
skullknightmonbigaxemode,スカルナイトモン：ビッグアックスモード,1,True,https://digimon.net/cimages/digimon/skullknightmonbigaxemode.jpg
skullknightmoncavaliermode,スカルナイトモン：騎馬モード,1,True,https://digimon.net/cimages/digimon/skullknightmoncavaliermode.jpg
skullknightmon,スカルナイトモン,1,True,https://digimon.net/cimages/digimon/skullknightmon.jpg
jokermon,ジョーカーモン,1,True,https://digimon.net/cimages/digimon/jokermon.jpg
shonitamon,シャニタモン,1,True,https://digimon.net/cimages/digimon/shonitamon.jpg
dorulucannon,シャウトモン＋ドルルキャノン,1,True,https://digimon.net/cimages/digimon/dorulucannon.jpg
starsword,シャウトモン＋スターソード,1,True,https://digimon.net/cimages/digimon/starsword.jpg
jetsparrow,シャウトモン＋ジェットスパロウ,1,True,https://digimon.net/cimages/digimon/jetsparrow.jpg
shoutmonx7,シャウトモンX7,1,True,https://digimon.net/cimages/digimon/shoutmonx7.jpg
shoutmonx5b,シャウトモンX5B,1,True,https://digimon.net/cimages/digimon/shoutmonx5b.jpg
