directory_name,detail_url,name_ja,name_roman,level_raw,level_normalized,type_raw,type_normalized,attribute_raw,attribute_normalized,special_moves_raw,main_image_url,has_additional_illustrations,additional_illustration_count,listing_level,listing_level_2,listing_level_order,is_x_antibody,icon_new,icon_20th,profile_ja_available_on_official_page,profile_ja_char_count,profile_ja_sha256,profile_ja_omitted_from_bundle
ukkomon,https://digimon.net/reference/detail.php?directory_name=ukkomon,ウッコモン,UKKOMON,成長期,成長期,古代妖精型,古代妖精型,フリー,フリー,"・ワールプールスピン
・ライアードリーム",https://digimon.net/cimages/digimon/ukkomon.jpg,False,0,成長期,,3,False,False,False,True,218,f3a9f149aafbae3561dd683a6df48594f19d91e0d30c9fd8df5b528aecb8fc18,True
dijiangmon,https://digimon.net/reference/detail.php?directory_name=dijiangmon,ディージャンモン,DIJIANGMON,究極体,究極体,突然変異型,突然変異型,ウィルス,ウィルス,"・凶旋壊（きょうせんかい）
・咒煉衝刻（じゅれんしょうこく）
・渾沌亜空虚（こんとんあくうきょ）",https://digimon.net/cimages/digimon/dijiangmon.jpg,False,0,究極体,,6,False,False,False,True,376,facd6305590f0617ef6c99d3783ed7c2eff03090413d690fd79d1950be7ed4ff,True
xingtianmon,https://digimon.net/reference/detail.php?directory_name=xingtianmon,シンテンモン,XINGTIANMON,完全体,完全体,鬼人型,鬼人型,ウィルス,ウィルス,"・斧乗炎怒（ふじょうえんど）
・盾射轟哀（じゅんせきごうあい）
・雷鬧（らいどう)",https://digimon.net/cimages/digimon/xingtianmon.jpg,False,0,完全体,,5,False,False,False,True,279,36d0852691537da090a956dfe2581cbe494b383668f103566dc9689e951f4774,True
lianpumon,https://digimon.net/reference/detail.php?directory_name=lianpumon,リェンフーモン,LIANPUMON,成熟期,成熟期,突然変異型,突然変異型,データ,データ,"・鉄壁相（てっぺきのそう）
・献身相（けんしんのそう）
・九種九面撃（きゅうしゅきゅうめんげき）",https://digimon.net/cimages/digimon/lianpumon.jpg,False,0,成熟期,,4,False,False,False,True,433,b2cca804b9a3ae2e11a696509cd09bab9cd8eca72601edb6ee17d911e1551c53,True
dominimon,https://digimon.net/reference/detail.php?directory_name=dominimon,ドミニモン,DOMINIMON,究極体,究極体,主天使型,主天使型,ワクチン,ワクチン,"・ファイナルエクスキャリバー
・ゼロヘブンズ
・ディヴォーションフィールド",https://digimon.net/cimages/digimon/dominimon.jpg,False,0,究極体,,6,False,False,False,True,338,4336f802455da2e2b4222d14bc361824dca5114dd5b6e6185d15383262517755,True
arkhaiangemon,https://digimon.net/reference/detail.php?directory_name=arkhaiangemon,アルケーエンジェモン,ARKHAIANGEMON,完全体,完全体,権天使型,権天使型,ワクチン,ワクチン,"・セイントレギオン
・ヘブンズフレイム
・ブレイブオーラ",https://digimon.net/cimages/digimon/arkhaiangemon.jpg,False,0,完全体,,5,False,False,False,True,398,1c642558ff43641de24220fb29a3ae6d3b661d3739f1d3486869c8cdd36be95a,True
luxmon,https://digimon.net/reference/detail.php?directory_name=luxmon,ルクスモン,LUXMON,成長期,成長期,天使型,天使型,ワクチン,ワクチン,"・ピコナックル
・クラウドバリア",https://digimon.net/cimages/digimon/luxmon.jpg,False,0,成長期,,3,False,False,False,True,248,17ce5e645ee698dc168f7615dc89a100837690ea37e18d38fb63a29450b2dadc,True
huanglongmon_ruin,https://digimon.net/reference/detail.php?directory_name=huanglongmon_ruin,ファンロンモン：ルインモード,HUANGLONGMON: RUIN MODE,究極体,究極体,神獣型,神獣型,NO DATA,NO DATA,"・無極
・晦冥葬",https://digimon.net/cimages/digimon/huanglongmon_ruin.jpg,False,0,究極体,,6,False,False,False,True,196,7f077c8fba6286e13230bc6ca84c9c96eb7e6a4d7e06bc1e6a0635d3c0936754,True
moonmon,https://digimon.net/reference/detail.php?directory_name=moonmon,ムンモン,MOONMON,幼年期Ⅱ,幼年期Ⅱ,レッサー型,レッサー型,,,・ムーンライトバブル,https://digimon.net/cimages/digimon/moonmon.jpg,False,0,幼年期Ⅱ,,2,False,False,False,True,134,42bfbbce1bded345b00ea6b29b4714f8846708fb81b13b7860374c305766e103,True
sunmon,https://digimon.net/reference/detail.php?directory_name=sunmon,サンモン,SUNMON,幼年期Ⅱ,幼年期Ⅱ,レッサー型,レッサー型,,,・サンライトバブル,https://digimon.net/cimages/digimon/sunmon.jpg,False,0,幼年期Ⅱ,,2,False,False,False,True,127,4cc7d07dfd137e13f8a5b26ac681a2b2f825c1a5021465e65cfa30cd8eb5b068,True
brigadramon,https://digimon.net/reference/detail.php?directory_name=brigadramon,ブリガードラモン,BRIGADRAMON,究極体,究極体,サイボーグ型,サイボーグ型,ウィルス,ウィルス,"・ジェノサイドレイン
・エクサデストロイヤー",https://digimon.net/cimages/digimon/brigadramon.jpg,False,0,究極体,,6,False,False,False,True,521,c21b8f47bad2a7305007767639b0deb4b76f489983b1a696bde9ad7229114842,True
hi-commandramon,https://digimon.net/reference/detail.php?directory_name=hi-commandramon,ハイコマンドラモン,HI-COMMANDRAMON,成熟期,成熟期,サイボーグ型,サイボーグ型,ウィルス,ウィルス,"・DCDグレネード
・デストロイチャージ",https://digimon.net/cimages/digimon/hi-commandramon.jpg,False,0,成熟期,,4,False,False,False,True,318,728d96992a520cdc652be2a3c14fe934acba0ef3a59bad4cf521dafb0ab29147,True
fenriloogamon,https://digimon.net/reference/detail.php?directory_name=fenriloogamon,フェンリルガモン,FENRILOOGAMON,究極体,究極体,魔獣型,魔獣型,ウィルス,ウィルス,"・ラグナロクハウリング
・ヨトゥンヘイムゲイル
・フローズヴィトニル",https://digimon.net/cimages/digimon/fenriloogamon.jpg,False,0,究極体,,6,True,False,False,True,395,cb303a7fa3755f52125769cecd962e179400a9ed4b4948c3637c5248dc0e8846,True
helloogarmon,https://digimon.net/reference/detail.php?directory_name=helloogarmon,ヘルガルモン,HELLOOGARMON,完全体,完全体,魔獣型,魔獣型,ウィルス,ウィルス,"・ハウリングバースト
・インフェルノクロー
・ハティエンブレイス",https://digimon.net/cimages/digimon/helloogarmon.jpg,False,0,完全体,,5,True,False,False,True,331,56fe60a606184c7610386a9d2f7a12fd45231c62ae8eac0b4dc1f178ca51e5b8,True
soloogarmon,https://digimon.net/reference/detail.php?directory_name=soloogarmon,ソルガルモン,SOLOOGARMON,完全体,完全体,魔獣型,魔獣型,ウィルス,ウィルス,"・プロミネンスレーザー
・イラプションハウリング
・スコルレイジ",https://digimon.net/cimages/digimon/soloogarmon.jpg,False,0,完全体,,5,True,False,False,True,439,1b349efe8e09147da5934b38a9920ba5640feeb29c4423f638b51b266f8e0abf,True
cargodramon,https://digimon.net/reference/detail.php?directory_name=cargodramon,カーゴドラモン,CARGODRAMON,完全体,完全体,マシーン型,マシーン型,ウィルス,ウィルス,"・サプレッションストライク
・スローターブレード",https://digimon.net/cimages/digimon/cargodramon.jpg,False,0,完全体,,5,False,False,False,True,402,dfee46930408f99c0c4f693b59177748fe5d22aacc3b7c23bd6e4c171c956bd4,True
loogarmon,https://digimon.net/reference/detail.php?directory_name=loogarmon,ルガルモン,LOOGARMON,成熟期,成熟期,魔獣型,魔獣型,ウィルス,ウィルス,"・ハウリングバーナー
・フレイムブロウ",https://digimon.net/cimages/digimon/loogarmon.jpg,False,0,成熟期,,4,True,False,False,True,252,b27a1194e732b34cc1696957765f614b1d70d00ec28546908df9d495e75050f8,True
bowmon,https://digimon.net/reference/detail.php?directory_name=bowmon,バウモン,BOWMON,幼年期Ⅱ,幼年期Ⅱ,レッサー型,レッサー型,,,・パピースパーク,https://digimon.net/cimages/digimon/bowmon.jpg,False,0,幼年期Ⅱ,,2,True,False,False,True,188,c3224dd64a15dcb3283c9802ae52424efc0496719e550b3f294ce3663175ee74,True
fusamon,https://digimon.net/reference/detail.php?directory_name=fusamon,フサモン,FUSAMON,幼年期Ⅰ,幼年期Ⅰ,スライム型,スライム型,,,・パピーノイズ,https://digimon.net/cimages/digimon/fusamon.jpg,False,0,幼年期Ⅰ,,1,True,False,False,True,110,33ddcb479410eab6d083de848a526350bc4d9b76b8ff5280b17cc4443708f10f,True
quantumon,https://digimon.net/reference/detail.php?directory_name=quantumon,クオンタモン,QUANTUMON,究極体,究極体,妖精型,妖精型,データ,データ,"・アンリミテッドジャーニー
・ヘイジータイム",https://digimon.net/cimages/digimon/quantumon.jpg,False,0,究極体,,6,False,False,False,True,325,e92076a87152be831ab417cec5c5980f3e8fa7a668c8751947406fdd3cfb61cc,True
loogamon,https://digimon.net/reference/detail.php?directory_name=loogamon,ルガモン,LOOGAMON,成長期,成長期,魔獣型,魔獣型,ウィルス,ウィルス,"・ハウリングファイア
・スパイラルバイト",https://digimon.net/cimages/digimon/loogamon.jpg,False,0,成長期,,3,True,False,False,True,312,fbc59d39305dca282ebe4ba61a4f7c2281d5c6b54f5430eb9930e0bb58a73f96,True
proximamon,https://digimon.net/reference/detail.php?directory_name=proximamon,プロキシマモン,PROXIMAMON,究極体,究極体,特異型,特異型,ウィルス,ウィルス,"・エクスティンクションクラウド
・ライトオブリクリエイション",https://digimon.net/cimages/digimon/proximamon.jpg,False,0,究極体,,6,False,False,False,True,434,ca6e0f8276872691363f28209bc4b8560824f5791699d31c2189864d633c01bb,True
arcturusmon,https://digimon.net/reference/detail.php?directory_name=arcturusmon,アルクトゥルスモン,ARCTURUSMON,究極体,究極体,竜人型,竜人型,ウィルス,ウィルス,"・ブラックデス
・ブラックコンフェッション",https://digimon.net/cimages/digimon/arcturusmon.jpg,False,0,究極体,,6,False,False,False,True,457,607b090d38e89360f8bbd6b50f010314aa0d78dcd0457b73fd9658cf3661ea55,True
greyknightsmon,https://digimon.net/reference/detail.php?directory_name=greyknightsmon,グレイナイツモン,GREYKNIGHTSMON,"究極体
(クロスウォーズ)","究極体
(クロスウォーズ)",暗黒騎士型,暗黒騎士型,ウィルス,ウィルス,"・ギガーススパイラル
・ヘルインシネレート
・デスデストロイヤー",https://digimon.net/cimages/digimon/greyknightsmon.jpg,False,0,究極体,クロスウォーズ,6,False,False,False,True,186,9527fb2ca12ce3f479b14fed8fd2f17cb75a92cf2a71ecfb1d1740ffe2a21883,True
zanmetsumon,https://digimon.net/reference/detail.php?directory_name=zanmetsumon,ザンメツモン,ZANMETSUMON,完全体,完全体,獣竜型,獣竜型,ウィルス,ウィルス,"・伍連断霊斬（ごれんだんれいざん）
・伍重螺旋断（ごじゅうらせんだち）
・獄門縛（ごくもんしばり）",https://digimon.net/cimages/digimon/zanmetsumon.jpg,False,0,完全体,,5,False,False,False,True,275,f9cf7ab7982de2402a862596067e8bb60fe0a393bef4e5ad296f6a3782efb60f,True
bombermon,https://digimon.net/reference/detail.php?directory_name=bombermon,ボマーモン,BOMBERMON,完全体,完全体,突然変異型,突然変異型,ウィルス,ウィルス,"・コンボブラスト
・リミットエクスプロージョン",https://digimon.net/cimages/digimon/bombermon.jpg,False,0,完全体,,5,False,False,False,True,343,3c265a68ec759a2f7e688ca96f08ebf694180a834655a354d8836e2d50a9c806,True
ghilliedhumon,https://digimon.net/reference/detail.php?directory_name=ghilliedhumon,ギリードゥモン,GHILLIEDHUMON,完全体,完全体,妖精型,妖精型,データ,データ,"・トゥルーアイズ
・コアシュート",https://digimon.net/cimages/digimon/ghilliedhumon.jpg,False,0,完全体,,5,False,False,False,True,311,66d825dacb9b2667e1520aceed8eaff54aed740e6833de955df41aedeaf52554,True
fumamon,https://digimon.net/reference/detail.php?directory_name=fumamon,フウマモン,FUMAMON,完全体,完全体,サイボーグ型,サイボーグ型,データ,データ,"・燕（つばくろ）
・舎利弗（しゃりほつ）
・黄泉戻（よみもどし）",https://digimon.net/cimages/digimon/fumamon.jpg,False,0,完全体,,5,False,False,False,True,356,18943597f81b2fd4065ace1f118779844ef86c95579013dd6ae991299a1c028c,True
cthyllamon,https://digimon.net/reference/detail.php?directory_name=cthyllamon,クティーラモン,CTHYLLAMON,究極体,究極体,妖精型,妖精型,ウィルス,ウィルス,"・バッカルラッシュ
・オーシャンヘル
・アクアグラインダー",https://digimon.net/cimages/digimon/cthyllamon.jpg,False,0,究極体,,6,False,False,False,True,361,c9d07938798fccbbfc85145cd20ee77a1c8806a263b0f72771f7f02c8e231f19,True
regulusmon,https://digimon.net/reference/detail.php?directory_name=regulusmon,レグルスモン,REGULUSMON,完全体,完全体,邪竜型,邪竜型,ウィルス,ウィルス,"・カリプバイト
・ゲニアス
・デッドエンドスパイク
・グラントレース",https://digimon.net/cimages/digimon/regulusmon.jpg,False,0,完全体,,5,False,False,False,True,352,ee711a99cde565cdf9c331a1260c2983b5f7d67b0330ea26f7bba66470049c24,True
ragnamon,https://digimon.net/reference/detail.php?directory_name=ragnamon,ラグナモン,RAGNAMON,究極体,究極体,不明,不明,不明,不明,"・ラグナロク・キャノン
・ギムレットガン
・スペイザー
・シャトルシザーズ
・サテライトバスター
・フュージョナイズ",https://digimon.net/cimages/digimon/ragnamon.jpg,False,0,究極体,,6,False,False,False,True,293,5bc4b073cd63a40f1f41c2be21ab85f3d935e33c1dc0ea66206a3af3b9918cb3,True
destromon,https://digimon.net/reference/detail.php?directory_name=destromon,デストロモン,DESTROMON,完全体,完全体,不明,不明,不明,不明,"・3連装砲
・ジャガーノートブラスト
・ロングレンジバスターキャノン
・フュージョナイズ",https://digimon.net/cimages/digimon/destromon.jpg,False,0,完全体,,5,False,False,False,True,165,aad58b227fd40d4152d2df88b6daa718b302c029d8026810a247856805e31f0f,True
snatchmon,https://digimon.net/reference/detail.php?directory_name=snatchmon,スナッチモン,SNATCHMON,成熟期,成熟期,不明,不明,不明,不明,"・ルインレーザー
・トゥースピア
・フュージョナイズ",https://digimon.net/cimages/digimon/snatchmon.jpg,False,0,成熟期,,4,False,False,False,True,186,196195df1301a1f86003e5dee59c41ae9ea1d147a14c28af67aa09871f6d81d3,True
bemmon,https://digimon.net/reference/detail.php?directory_name=bemmon,ベムモン,VEMMON,成長期,成長期,不明,不明,不明,不明,"・メッサークロー
・フュージョナイズ",https://digimon.net/cimages/digimon/bemmon.jpg,False,0,成長期,,3,False,False,False,True,97,97af220343cf0a425266a20c701cd5a90606ff83eb83871ef5f1166150b53ae7,True
baalmon_x,https://digimon.net/reference/detail.php?directory_name=baalmon_x,バアルモン（X抗体）,BAALMON_X,完全体,完全体,魔人型,魔人型,フリー,フリー,"・トゥーリブラスト
・ザイカミウチ
・アブソマーク",https://digimon.net/cimages/digimon/baalmon_x.jpg,False,0,完全体,,5,True,False,False,True,574,79ac7b544432ad3e49c17b5b5b6acac6edc4bdd4cead7fa7ac70e7f4075a1442,True
amphimon,https://digimon.net/reference/detail.php?directory_name=amphimon,アンフィモン,AMPHIMON,究極体,究極体,サイボーグ型,サイボーグ型,データ,データ,"・クリスタルフリーザー
・アクアザンバー
・ライバーンブレイク
・アンブレディフェンダー",https://digimon.net/cimages/digimon/amphimon.jpg,False,0,究極体,,6,False,False,False,True,358,3d9735695852cf665b8f1a316592f93129b51c0eaa1d15b3bda7c521987f5f3d,True
diarbbitmon,https://digimon.net/reference/detail.php?directory_name=diarbbitmon,ディルビットモン,DIARBBITMON,究極体,究極体,獣騎士型,獣騎士型,ワクチン,ワクチン,"・トラスゲイン
・ボルジャーグ
・バックストラッシュ",https://digimon.net/cimages/digimon/diarbbitmon.jpg,False,0,究極体,,6,False,False,False,True,288,9988abe04b0be9deacf7586b75aeaa5f8d8dd77ccf50af58272762741ac284af,True
siriusmon,https://digimon.net/reference/detail.php?directory_name=siriusmon,シリウスモン,SIRIUSMON,究極体,究極体,光竜型,光竜型,ワクチン,ワクチン,"・フォトンブラスター
・コスモブレード
・ブレイクエーサー
・プラネイトナックル",https://digimon.net/cimages/digimon/siriusmon.jpg,False,0,究極体,,6,False,False,False,True,364,2282a03c503d356cae23de02a34c0c643d4e81f13240eb392b757473f3fbbcce,True
shinegreymon_ruin,https://digimon.net/reference/detail.php?directory_name=shinegreymon_ruin,シャイングレイモン： ルインモード,SHINEGREYMON： RUINMODE,究極体,究極体,光竜型,光竜型,ワクチン,ワクチン,"・コロナブレイズソード
・ファイナルシャイニングバースト
・トリッドヴァイス",https://digimon.net/cimages/digimon/shinegreymon_ruin.jpg,False,0,究極体,,6,False,False,False,True,175,1fc21290d8dcd8020a2fe7dc5db6bccf4441adb48f04ad290d0e070869cae547,True
chamblemon,https://digimon.net/reference/detail.php?directory_name=chamblemon,シャンブルモン,CHAMBLEMON,成熟期,成熟期,植物型,植物型,ウィルス,ウィルス,"・スイーポア
・シャンピオン・ボム",https://digimon.net/cimages/digimon/chamblemon.jpg,False,0,成熟期,,4,False,False,False,True,205,37d530b882d93cac5a1fb3cb09194a8f403cf51b091443e47b0a90968ccac289,True
publimon,https://digimon.net/reference/detail.php?directory_name=publimon,パブリモン,PUBLIMON,成熟期,成熟期,突然変異型,突然変異型,データ,データ,"・デュアルプレッサー
・ジュークラック",https://digimon.net/cimages/digimon/publimon.jpg,False,0,成熟期,,4,False,False,False,True,249,0b9589bc245f47e1dd3ee895a0a1683da0ca49d71264a052295a7c5ab4c85286,True
oleamon,https://digimon.net/reference/detail.php?directory_name=oleamon,オウリアモン,OLEAMON,完全体,完全体,食虫植物型,食虫植物型,ウィルス,ウィルス,"・ジャミール
・リーフレッド",https://digimon.net/cimages/digimon/oleamon.jpg,False,0,完全体,,5,False,False,False,True,233,2347d21bc157a791c1a7aba2edd422a9aa402698274e218188d4e7d70403f58e,True
huankunmon,https://digimon.net/reference/detail.php?directory_name=huankunmon,ファンクンモン,HUANKUNMON,完全体,完全体,水棲型,水棲型,ワクチン,ワクチン,"・孤籠泡（ころうほう）
・冰乱結突（ひょうらんけっとつ）
・潮流旋禍（ちょうりゅうせんか）",https://digimon.net/cimages/digimon/huankunmon.jpg,False,0,完全体,,5,False,False,False,True,370,5dc9298b737760fcb4a7cd99f224bbdd2b85dc6295bc8939ca4f25c88c581a69,True
xiangpengmon,https://digimon.net/reference/detail.php?directory_name=xiangpengmon,シャンポンモン,XIANGPENGMON,究極体,究極体,聖鳥型,聖鳥型,ワクチン,ワクチン,"・雷煌鞭（らいこうべん）
・神碎牙（しんさいが）
・天星壊海（てんせいかいかい）",https://digimon.net/cimages/digimon/xiangpengmon.jpg,False,0,究極体,,6,False,False,False,True,432,97ed496778217946585209f153fac32690d76d36b1014595dd2641377fd26ece,True
xiquemon,https://digimon.net/reference/detail.php?directory_name=xiquemon,シーチューモン,XIQUEMON,成熟期,成熟期,鳥型,鳥型,ワクチン,ワクチン,"・瀑閃（ばくせん）
・魚流炮（ぎょりゅうほう）
・冰凍爪（ひょうとうそう）",https://digimon.net/cimages/digimon/xiquemon.jpg,False,0,成熟期,,4,False,False,False,True,464,6a9610ff39ace529d2a1d050f8b91164686b03bc84021fb821da159a158f2ed3,True
imperialdramonfightermode_vi,https://digimon.net/reference/detail.php?directory_name=imperialdramonfightermode_vi,インペリアルドラモン：ファイターモード（黒）,IMPERIALDRAMON： FIGHTERMODE（BLACK）,究極体,究極体,古代竜人型,古代竜人型,ウィルス,ウィルス,"・ポジトロンレーザー
・ギガデス
・ポジトロンレーザーランス",https://digimon.net/cimages/digimon/imperialdramonfightermode_vi.jpg,False,0,究極体,,6,False,False,False,True,261,42537307c3f42742d26f1e8df583cf366a91f073ab98938270c821e78d798e7b,True
greymon_blue_x,https://digimon.net/reference/detail.php?directory_name=greymon_blue_x,グレイモン（青）（X抗体）,GREYMON_BLUE_X,成熟期,成熟期,恐竜型,恐竜型,ウィルス,ウィルス,"・メガバースト
・ブレイダーテイル",https://digimon.net/cimages/digimon/greymon_blue_x.jpg,False,0,成熟期,,4,True,False,False,True,275,ce29d913fcb6dbde0863be94e9fa29446d0269dbd992472baebd542e7a2793e9,True
oboromon,https://digimon.net/reference/detail.php?directory_name=oboromon,オボロモン,OBOROMON,完全体,完全体,アンデッド型,アンデッド型,ウィルス,ウィルス,"・千万ノ太刀（ちよろずのたち）
・羅焼門（らしょうもん）
・幽玄（ゆうげん）",https://digimon.net/cimages/digimon/oboromon.jpg,False,0,完全体,,5,False,False,False,True,370,688abba7b99157231046c496c63bef73d3a23e9b7a3e8c7505e0ccb8e8a0d863,True
gyukimon,https://digimon.net/reference/detail.php?directory_name=gyukimon,ギュウキモン,GYUKIMON,完全体,完全体,魔獣型,魔獣型,ウィルス,ウィルス,"・八束染縛（やつかせんばく）
・魔塵瓢箪（まじんびょうたん）
・千砲土蜘蛛（せんほうつちぐも）",https://digimon.net/cimages/digimon/gyukimon.jpg,False,0,完全体,,5,False,False,False,True,357,d5d354c74a64c36a20cbf19dd5301f6a19dec65956d56496c3bda09864c055ee,True
shinmonzaemon,https://digimon.net/reference/detail.php?directory_name=shinmonzaemon,しんもんざえモン,SHINMONZAEMON,究極体,究極体,パペット型,パペット型,ワクチン,ワクチン,"・ナイトメアレイン
・ファンシーファンタジスタ
・スイートラブリーアタック",https://digimon.net/cimages/digimon/shinmonzaemon.jpg,False,0,究極体,,6,False,False,False,True,437,df44e0df1fad43c1db116ae8b359f604cce13d93ac61d643d6e40e0b36278a41,True
hoverespimon,https://digimon.net/reference/detail.php?directory_name=hoverespimon,ホバーエスピモン,HOVERESPIMON,成熟期,成熟期,サイボーグ型,サイボーグ型,ウィルス,ウィルス,"・スタンパーミサイル
・ブレストキャノン
・ドロンガー
・ダイバニッシュ",https://digimon.net/cimages/digimon/hoverespimon.jpg,False,0,成熟期,,4,False,False,False,True,343,32e4e4a1986700a38b2d29edde050114a903208f8407f80b74265c0ed0e281b7,True
espimon,https://digimon.net/reference/detail.php?directory_name=espimon,エスピモン,ESPIMON,成長期,成長期,サイボーグ型,サイボーグ型,ウィルス,ウィルス,"・モットボム
・ダイバニッシュ",https://digimon.net/cimages/digimon/espimon.jpg,False,0,成長期,,3,False,False,False,True,299,c0fcac1380fc51c0b041815c1f66a09d56610851f5513dc583975610ce74f5c9,True
jupitermmon_wrath,https://digimon.net/reference/detail.php?directory_name=jupitermmon_wrath,ユピテルモン：ラースモード,JUPITERMON： WRATHMODE,究極体,究極体,神人型,神人型,ワクチン,ワクチン,"・ケラウノスディバイド
・ライトニングビー
・ディオスサンダー",https://digimon.net/cimages/digimon/jupitermmon_wrath.jpg,False,0,究極体,,6,False,False,False,True,326,e875cf1eb501578e474ac9777ef71c41d4f05914fe17ccfc544f15e05abeca90,True
plutomon,https://digimon.net/reference/detail.php?directory_name=plutomon,プルートモン,PLUTOMON,究極体,究極体,神人型,神人型,ウィルス,ウィルス,"・ハガードクラスター
・ヘルズゲート
・ケイオスライツ",https://digimon.net/cimages/digimon/plutomon.jpg,False,0,究極体,,6,False,False,False,True,503,b4887879415f7f8a3a67e87ec4a1b7db28b2c7943298b53046f5bbee22b2adb6,True
ceresmon,https://digimon.net/reference/detail.php?directory_name=ceresmon,ケレスモン,CERESMON,究極体,究極体,神人型,神人型,データ,データ,"・アイランドフリーフォール
・バーニングブラッドシェル
・フルーツフレシェット",https://digimon.net/cimages/digimon/ceresmon.jpg,True,1,究極体,,6,False,False,False,True,558,a85c6183e88f173aebb31ac77d49400e30754cd19cc6546ea3f55d158be9e4f0,True
bacchusmon,https://digimon.net/reference/detail.php?directory_name=bacchusmon,バッカスモン,BACCHUSMON,究極体,究極体,神人型,神人型,ウィルス,ウィルス,"・クック・オブ・ザ・ヘル
・パーティー・オブ・ザ・ヘブン
・リバース・オブ・ザ・デッド",https://digimon.net/cimages/digimon/bacchusmon.jpg,True,1,究極体,,6,False,False,False,True,617,5f0de01e33dac4f606266a606d74b9af4836f06991c1781f365645db873c3034,True
junomon_hysteric,https://digimon.net/reference/detail.php?directory_name=junomon_hysteric,ユノモン：ヒステリックモード,JUNOMON： HYSTERICMODE,究極体,究極体,神人型,神人型,ウィルス,ウィルス,"・ウェルカムロスト
・リングラッジ
・ライアーバニッシュメント",https://digimon.net/cimages/digimon/junomon_hysteric.jpg,False,0,究極体,,6,False,False,False,True,332,fbf7d765a4ed186bff9f221ef75424f56fb4e2de499281b89bb2e6a89b4f580f,True
junomon,https://digimon.net/reference/detail.php?directory_name=junomon,ユノモン,JUNOMON,究極体,究極体,神人型,神人型,ウィルス,ウィルス,"・ニードルハイブ
・グレイスランス
・ラブバスケット",https://digimon.net/cimages/digimon/junomon.jpg,False,0,究極体,,6,False,False,False,True,245,6a8992c03326518b958403ca845886fd47cd751ddd8dd54a59703b6b2ec577a5,True
thetismon,https://digimon.net/reference/detail.php?directory_name=thetismon,テティスモン,THETISMON,完全体,完全体,水棲獣人型,水棲獣人型,データ,データ,"・ビリースマッシャー
・ハンマーサンダー
・アドゥワールド
・ドクテアーゼ",https://digimon.net/cimages/digimon/thetismon.jpg,False,0,完全体,,5,False,False,False,True,344,a8ab5b30363ffa80acbc89a48e7b8bdde17cf8513793d86186cf63d5f4b4d88d,True
lamortmon,https://digimon.net/reference/detail.php?directory_name=lamortmon,ラモールモン,LAMORTMON,完全体,完全体,獣型,獣型,ワクチン,ワクチン,"・禍災爪（かさいそう）
・叩破伐倒（こうはばっとう）
・風牙烈巻迅（ふうがれっかんじん）
・豪怨毀永斬（ごうおんきえいざん）",https://digimon.net/cimages/digimon/lamortmon.jpg,False,0,完全体,,5,False,False,False,True,354,2f64ed65a6d4b8c5889c7c26e2d841f8f17d958cba0c099caa2b026b0ca7d2b3,True
canoweissmon,https://digimon.net/reference/detail.php?directory_name=canoweissmon,カノーヴァイスモン,CANOWEISSMON,完全体,完全体,天竜型,天竜型,ワクチン,ワクチン,"・ガリアフィッシャー
・ドラゴニア
・メテオルクス
・グランノヴァ",https://digimon.net/cimages/digimon/canoweissmon.jpg,False,0,完全体,,5,False,False,False,True,369,abe7a792ea4035587515ce107d9c1f36c01d3c9e29d431bfa51e411cd84ae63c,True
sistermon_ciel_Awake,https://digimon.net/reference/detail.php?directory_name=sistermon_ciel_Awake,シスタモン シエル（覚醒）,SISTERMON_CIEL_AWAKENED,成熟期,成熟期,パペット型,パペット型,データ,データ,"・白詰一文字切り（覚醒）
・白殺（覚醒）　（びゃくさい）
・突蜂（覚醒）　（とっほう）",https://digimon.net/cimages/digimon/sistermon_ciel_Awake.jpg,False,0,成熟期,,4,False,False,False,True,142,10a0735a131020ccf4a0d29b35282f1551c926c5f00e07a5278f26b0d367a705,True
sistermon_noir_Awake,https://digimon.net/reference/detail.php?directory_name=sistermon_noir_Awake,シスタモン ノワール（覚醒）,SISTERMON_NOIR_AWAKENED,成熟期,成熟期,パペット型,パペット型,ウィルス,ウィルス,"・ミッキーバレット（覚醒）
・ブレスファイア（覚醒）
・グランドシスタークルス（覚醒）",https://digimon.net/cimages/digimon/sistermon_noir_Awake.jpg,False,0,成熟期,,4,False,False,False,True,100,59e4b11fde6c74d79efb825a2b3d37210452790ade1d234c5cf443f0089f70ed,True
sistermon_blanc_Awake,https://digimon.net/reference/detail.php?directory_name=sistermon_blanc_Awake,シスタモン ブラン（覚醒）,SISTERMON_BLANC_AWAKENED,成長期,成長期,パペット型,パペット型,ワクチン,ワクチン,"・ディバインピース(覚醒)
・プロテクトウェーブ(覚醒)
・グランドシスタークルス(覚醒)",https://digimon.net/cimages/digimon/sistermon_blanc_Awake.jpg,False,0,成長期,,3,False,False,False,True,146,be418d0efa1f71053c1f706baa86b3bddb5e57ae729eae4527367e4d49270a00,True
gulusgammamon,https://digimon.net/reference/detail.php?directory_name=gulusgammamon,グルスガンマモン,GULUSGAMMAMON,成熟期,成熟期,竜人型,竜人型,ウィルス,ウィルス,"・ダークパレス
・デスデモーナ
・デッドエンドスキュアー",https://digimon.net/cimages/digimon/gulusgammamon.jpg,False,0,成熟期,,4,False,False,False,True,226,292979da14cd854a4dfeb0b07e2a9e99375b83a80473875ca3cf761a6e4b3a97,True
