id,name_ja,name_ko,name_en,name_zh_hans,name_zh_hant,url_ja,url_ko,url_en
137,フリックモン(システム),플릭몬(시스템),Flickmon (System),轻弹兽（系统）,推滑獸（系統）,https://digimon.net/appmon/detail.php?id=137,https://digimon.net/appmon_ko/detail.php?id=137,https://digimon.net/appmon_en/detail.php?id=137
138,フリックモン(ゲーム),플릭몬(게임),Flickmon (Game),轻弹兽（系统）,推滑獸（遊戲）,https://digimon.net/appmon/detail.php?id=138,https://digimon.net/appmon_ko/detail.php?id=138,https://digimon.net/appmon_en/detail.php?id=138
139,フリックモン(エンタメ),플릭몬(엔터테인먼트),Flickmon (Entertainment),轻弹兽（娱乐）,推滑獸（娛樂）,https://digimon.net/appmon/detail.php?id=139,https://digimon.net/appmon_ko/detail.php?id=139,https://digimon.net/appmon_en/detail.php?id=139
140,フリックモン(ライフ),플릭몬(라이프),Flickmon (Life),轻弹兽（生活）,推滑獸（生活）,https://digimon.net/appmon/detail.php?id=140,https://digimon.net/appmon_ko/detail.php?id=140,https://digimon.net/appmon_en/detail.php?id=140
141,スワイプモン(ソーシャル),스와이프몬(소셜),Swipemon (Social),轻扫兽（社交）,滑動獸（社交）,https://digimon.net/appmon/detail.php?id=141,https://digimon.net/appmon_ko/detail.php?id=141,https://digimon.net/appmon_en/detail.php?id=141
142,スワイプモン(ナビ),스와이프몬(내비),Swipemon (Navi),轻扫兽（导航）,滑動獸（導航）,https://digimon.net/appmon/detail.php?id=142,https://digimon.net/appmon_ko/detail.php?id=142,https://digimon.net/appmon_en/detail.php?id=142
143,スワイプモン(ツール),스와이프몬(툴),Swipemon (Tool),轻扫兽（工具）,滑動獸（工具）,https://digimon.net/appmon/detail.php?id=143,https://digimon.net/appmon_ko/detail.php?id=143,https://digimon.net/appmon_en/detail.php?id=143
144,スワイプモン(システム),스와이프몬(시스템),Swipemon (System),轻扫兽（系统）,滑動獸（系統）,https://digimon.net/appmon/detail.php?id=144,https://digimon.net/appmon_ko/detail.php?id=144,https://digimon.net/appmon_en/detail.php?id=144
145,スワイプモン(ゲーム),스와이프몬(게임),Swipemon (Game),轻扫兽（游戏）,滑動獸（遊戲）,https://digimon.net/appmon/detail.php?id=145,https://digimon.net/appmon_ko/detail.php?id=145,https://digimon.net/appmon_en/detail.php?id=145
146,スワイプモン(エンタメ),스와이프몬(엔터테인먼트),Swipemon (Entertainment),轻扫兽（娱乐）,滑動獸（娛樂）,https://digimon.net/appmon/detail.php?id=146,https://digimon.net/appmon_ko/detail.php?id=146,https://digimon.net/appmon_en/detail.php?id=146
147,スワイプモン(ライフ),스와이프몬(라이프),Swipemon (Life),轻扫兽（生活）,滑動獸（生活）,https://digimon.net/appmon/detail.php?id=147,https://digimon.net/appmon_ko/detail.php?id=147,https://digimon.net/appmon_en/detail.php?id=147
148,ダンテモン,단테몬,Dantemon,但丁兽,但丁獸,https://digimon.net/appmon/detail.php?id=148,https://digimon.net/appmon_ko/detail.php?id=148,https://digimon.net/appmon_en/detail.php?id=148
