directory_name,name_ja,move_order,move_raw
abbadomoncore,アバドモンコア,3,デスチャージ
abbadomoncore,アバドモンコア,4,ゲーズイレイザー
shoutmonx7_superior,シャウトモンX7：スペリオルモード,1,ファイナルクロスブレード
shoutmonx7_superior,シャウトモンX7：スペリオルモード,2,クロスバーニングロッカー
shoutmonx7_superior,シャウトモンX7：スペリオルモード,3,ダブルフレアバスター
shoutmonx7_superior,シャウトモンX7：スペリオルモード,4,セブンビクトライズ
jellymon,ジェリーモン,1,ビビサンダー
jellymon,ジェリーモン,2,ボルトナックル
jellymon,ジェリーモン,3,スパイラルキック
puyoyomon,プヨヨモン,1,ゾーンパチパチ
puyomon,プヨモン,1,パチパチガス
angoramon,アンゴラモン,1,ダブルラリアット
angoramon,アンゴラモン,2,プチトルネード
angoramon,アンゴラモン,3,ピョンダンプ
bosamon,ボサモン,1,ミッコミ
pyonmon,ピョンモン,1,イヤンタ
gammamon,ガンマモン,1,ホーンアタック
gammamon,ガンマモン,2,ブレイクロー
gurimon,グリモン,1,チクチクアタック
curimon,クリモン,1,泡
abbadomon,アバドモン,1,ゲーズイレイザー
abbadomon,アバドモン,2,ガーライトネス
abbadomon,アバドモン,3,ホワイトライナー
negamon,ネガーモン,1,ダウナーアイ
pilevolcamon,パイルボルケーモン,1,ボルケニックドライバー
pilevolcamon,パイルボルケーモン,2,ダイヤモンドフィスト
raidenmon,ライデンモン,1,キルリアン・ブラント
raidenmon,ライデンモン,2,ライジング・サン
raijinmon,ライジンモン,1,エレクーゲル
raijinmon,ライジンモン,2,ブリッツアーム
dokunemon,ドクネモン,1,ワームベノム
dokunemon,ドクネモン,2,ポイズンライド
modokibetamon,モドキベタモン,1,アクアタワー
modokibetamon,モドキベタモン,2,ブレードフィン
hydramon,ヒュドラモン,1,バイオトキシン
hydramon,ヒュドラモン,2,インテンスランテール
hydramon,ヒュドラモン,3,ディビジョンブレイク
bloomlordmon,ブルムロードモン,1,マルチプルシード
bloomlordmon,ブルムロードモン,2,スプラウトラッシュ
bloomlordmon,ブルムロードモン,3,グラン・デル・ソル
ajatarmon,アヤタラモン,1,アサルトハチェット
ajatarmon,アヤタラモン,2,タイドアップアイビー
ajatarmon,アヤタラモン,3,ショットガンモス
gardromon_gold,ガードロモン（金）,1,ディストラクショングレネード
burgamon_lv4,バーガモン,1,スパイシーオニオン
burgamon_lv4,バーガモン,2,デリシャスパティ
pidmon,ピッドモン,1,ファイアフェザー
pidmon,ピッドモン,2,ピッドスピード
sandyammamon,サンドヤンマモン,1,デザートウィンド
yammamon,ヤンマモン,1,サンダーレイ
yammamon,ヤンマモン,2,インセクスオーム
morishellmon,モリシェルモン,1,パイルシェル
morishellmon,モリシェルモン,2,マインドフォッグ
bombernanimon,ボンバーナニモン,1,フリースローボム
bombernanimon,ボンバーナニモン,2,爆・オヤジパンチ
heraklekabuterimon_x,ヘラクルカブテリモン（X抗体）,1,ギガブラスター
heraklekabuterimon_x,ヘラクルカブテリモン（X抗体）,2,ホーンバスター改
starmon_x,スターモン（X抗体）,1,メテオスコール
starmon_x,スターモン（X抗体）,2,メテオチャンピオン
growmon_x,グラウモン（X抗体）,1,プラズマブレイド
growmon_x,グラウモン（X抗体）,2,エキゾーストフレイム
growmon_x,グラウモン（X抗体）,3,ライデンブレイド
hagurumon_x,ハグルモン（X抗体）,1,ダークネスギア
gaioumon_itto,ガイオウモン：厳刀ノ型,1,旋風縛（せんぷうばく）
gaioumon_itto,ガイオウモン：厳刀ノ型,2,菊燐一閃・號雷斬（きくりんいっせん・ごうらいざん）
gaioumon_itto,ガイオウモン：厳刀ノ型,3,刀華静謐（とうかせいひつ）
brachiomon,ブラキモン,1,ブラキオバブル
kyukimon,キュウキモン,1,ブレイドツイスター
kyukimon,キュウキモン,2,三連星
vermillimon,ヴァーミリモン,1,ヴォルケーノストライクS
vermillimon,ヴァーミリモン,2,ハードタックル
assaultmon,アサルトモン,1,ジャスティスマサカー
assaultmon,アサルトモン,2,サプライズアタック
tekkamon,テッカモン,1,斬電剣
tekkamon,テッカモン,2,スカルスタンド
vulturemon,バルチャモン,1,リーパーストライク
vulturemon,バルチャモン,2,デザートデスサイズ
vulturemon,バルチャモン,3,ウィザーウィング
goromon,ゴロモン,1,ロックブレス
sunamon,スナモン,1,砂かけ
blackkingnumemon,ブラックキングヌメモン,1,ダークピューピル
blackkingnumemon,ブラックキングヌメモン,2,ポイズンミュークス
goldnumemon,ゴールドヌメモン,1,ゴルドリアンラッシュ
goldnumemon,ゴールドヌメモン,2,ゴールドエクスクレメント
gladimon,グラディモン,1,ホイールラッシュ
gladimon,グラディモン,2,ソードダンサー
shoutmonx4k,シャウトモンX4K,1,バーニングスタークラッシャー
shoutmonx4k,シャウトモンX4K,2,スリービクトライズ
shoutmonx4k,シャウトモンX4K,3,スリーインパクト
shoutmonx4k,シャウトモンX4K,4,ビクトライズブーメラン
kodokugumon,コドクグモン,1,ポイズンネイル
yoxtuyoxtumon,ヨッ！ヨッ！モン,1,ラッパーコースター
yoxtuyoxtumon,ヨッ！ヨッ！モン,2,ワンハンド・スイング
yoxtuyoxtumon,ヨッ！ヨッ！モン,3,トルペド・クロッシング
minidekachimon,ミニデカチモン,1,コッチョン
minidekachimon,ミニデカチモン,2,ミニデカフレイム
atamadekachimon,アタマデカチモン,1,鼓・爆砕
atamadekachimon,アタマデカチモン,2,頭つぶし
atamadekachimon,アタマデカチモン,3,ミニデカフレイム
trailmon,トレイルモン,1,クールランニング
trailmon,トレイルモン,2,急ブレーキスパーク
greatkingscumon,スカモン大王,1,ウンチ投げ
greatkingscumon,スカモン大王,2,キングスタンプ
shroudmon,シュラウドモン,1,鬼瞬轟拳（きしゅんごうけん）
shroudmon,シュラウドモン,2,獄炎破回蹴（ごくえんはかいしゅう）
shroudmon,シュラウドモン,3,喰雷炎砕破（がらいえんさいは）
frosvelgrmon,フロスベルグモン,1,イノセンスブリザード
frosvelgrmon,フロスベルグモン,2,フリージングレイ
frosvelgrmon,フロスベルグモン,3,ルインリバーヴ
frozomon,フロゾモン,1,リムーバルブロウ
frozomon,フロゾモン,2,デフロストブレード
frozomon,フロゾモン,3,グラシエイトミサイル
hiyarimon,ヒヤリモン,1,ダイアモンドダスト
blackseraphimon,ブラックセラフィモン,1,セブンヘルズ
blackseraphimon,ブラックセラフィモン,2,テスタメント
rareraremon,レアレアモン,1,ダイジェス
rareraremon,レアレアモン,2,ディケイズン
climbmon,クライモン,1,擬遁アイソレーション（ぎとんあいそれーしょん）
climbmon,クライモン,2,クラックハーケン
climbmon,クライモン,3,ダイナミックサイファー
divemon,ダイブモン,1,フィレットブレード
divemon,ダイブモン,2,リップルエッジ
divemon,ダイブモン,3,リキッドヴェール
clearagumon,クリアアグモン,1,プレシャスフレア
clearagumon,クリアアグモン,2,ドリームミサイル
bancholilimon,バンチョーリリモン,1,アブソリュートテリトリー
bancholilimon,バンチョーリリモン,2,ナイトメアアッセンブル
bancholilimon,バンチョーリリモン,3,トゥインペタル
metalgreymon_va_x,メタルグレイモン（ワクチン種）（Ｘ抗体）,1,トライデントアームＶＥＲ９.９
metalgreymon_va_x,メタルグレイモン（ワクチン種）（Ｘ抗体）,2,ギガデストロイヤー
panjyamon_x,パンジャモン（Ｘ抗体）,1,氷獣拳
panjyamon_x,パンジャモン（Ｘ抗体）,2,雪花火
metalmamemon_x,メタルマメモン（Ｘ抗体）,1,エネルギーボム
metalmamemon_x,メタルマメモン（Ｘ抗体）,2,エネルギーレーザーボム
thunderballmon_x,サンダーボールモン（Ｘ抗体）,1,アノードパンチ
thunderballmon_x,サンダーボールモン（Ｘ抗体）,2,カソードキック
thunderballmon_x,サンダーボールモン（Ｘ抗体）,3,サンダーボマー
monochromon_x,モノクロモン（Ｘ抗体）,1,ヴォルケーノストライク
monochromon_x,モノクロモン（Ｘ抗体）,2,トマホークスラッシュ
dobermon_x,ドーベルモン（Ｘ抗体）,1,グラオ・レルム
dobermon_x,ドーベルモン（Ｘ抗体）,2,シュヴァルツ・シュトラール
gesomon_x,ゲソモン（Ｘ抗体）,1,デッドリーシェード
gesomon_x,ゲソモン（Ｘ抗体）,2,マッドバイキング
gottsumon_x,ゴツモン（Ｘ抗体）,1,アングリーロック
gottsumon_x,ゴツモン（Ｘ抗体）,2,レイジロック
ganimon_x,ガニモン（Ｘ抗体）,1,シザーズエクスキューション
ganimon_x,ガニモン（Ｘ抗体）,2,ヘビークランチ
guilmon_x,ギルモン（Ｘ抗体）,1,ロックブレイカー
guilmon_x,ギルモン（Ｘ抗体）,2,ファイアーボール
guilmon_x,ギルモン（Ｘ抗体）,3,ファイアーミット
shoutmon_ex6,シャウトモンEX6,1,ソル・キャリバー
shoutmon_ex6,シャウトモンEX6,2,デモリッションホーン
shoutmon_ex6,シャウトモンEX6,3,リュウセイロックダマシー
torikaraballmon,とりからボールモン,1,植物性の泡
burgamon,バーガモン,1,デリシャスパティ
burgamon,バーガモン,2,グリーンピクルス
potamon,ポテモン,1,シュバシュバポテト
potamon,ポテモン,2,バッシュドポテト
achillesmon,アキレウスモン,1,アネモダルメノス
achillesmon,アキレウスモン,2,アステロイディス
achillesmon,アキレウスモン,3,ロンヒ・アディスタクト
shivamon,シーヴァモン,1,クータスタ・キラナ
shivamon,シーヴァモン,2,カマラ・カルマ
shivamon,シーヴァモン,3,サマディ・シャンティ
kazuchimon,カヅチモン,1,二刀勢雷（にとうせいらい）
kazuchimon,カヅチモン,2,士道一徹（しどういってつ）
kazuchimon,カヅチモン,3,神電召雷光（しんでんしょうらいこう）
pistmon,ピストモン,1,ブランブルショット
pistmon,ピストモン,2,クリムゾンスポアーズ
pistmon,ピストモン,3,キリングケイデンス
tempomon,テンポモン,1,リズミック・アーツ
tempomon,テンポモン,2,ハウリングブラスト
tempomon,テンポモン,3,アップビートツイスター
shootmon,シュートモン,1,キャノンボールシューター
shootmon,シュートモン,2,ワイルドピッチ
shootmon,シュートモン,3,ラウンドジェイル
boutmon,バウトモン,1,雷撃踵（らいげきしょう）
boutmon,バウトモン,2,武電破弾（ぶでんはだん）
boutmon,バウトモン,3,迅雷廻天戟（じんらいかいてんげき）
mitamamon,ミタマモン,1,轟炎輪（ごうえんりん）
mitamamon,ミタマモン,2,灰迅雷瞳（かいじんらいどう）
mitamamon,ミタマモン,3,響香水月（きょうかすいげつ）
lovelyangemon,ラブリーエンジェモン,1,マーブルインパクト
lovelyangemon,ラブリーエンジェモン,2,ドリームハリケーン
lovelyangemon,ラブリーエンジェモン,3,ラブリーシャワー
bibimon,ビビモン,1,ミニマルフラッシュ
dokimon,ドキモン,1,静電気
namakemon,ナマケモン,1,ウンチ投げ
namakemon,ナマケモン,2,パラライズリック
runnermon,ランナモン,1,ライトニングラッシュ
runnermon,ランナモン,2,ハートビートインパルス
exermon,エキサモン,1,インセクマインド
exermon,エキサモン,2,デフィブレイショック
bulkmon,バルクモン,1,エレクトリカルフィスト
bulkmon,バルクモン,2,サンダードレッド
komondomon,コモンドモン,1,ワイワイパー
komondomon,コモンドモン,2,マッシグラン
pulsemon,パルスモン,1,エレキラッシュ
pulsemon,パルスモン,2,プチインパルス
omegamon_merciful,オメガモン：マーシフルモード,1,雅琉々砲（がるるほう）
omegamon_merciful,オメガモン：マーシフルモード,2,虞玲刀（ぐれいとう）
donedevimon,ダンデビモン,1,デストロイクロウ
donedevimon,ダンデビモン,2,アルティメットフレア
donedevimon,ダンデビモン,3,マイアスピウ
waregarurumon_sagittarius,ワーガルルモン：サジタリウスモード,1,カウスラッガー
waregarurumon_sagittarius,ワーガルルモン：サジタリウスモード,2,アルナスショット
waregarurumon_sagittarius,ワーガルルモン：サジタリウスモード,3,カイザーネイル
imperialdramon_dragon_black,インペリアルドラモン：ドラゴンモード(黒),1,メガデス
manticoremon,マンティコアモン,1,トリニティゴスペル
manticoremon,マンティコアモン,2,アシッドインジェクション
mimicmon,ミミックモン,1,デッドショット
mimicmon,ミミックモン,2,ヒンダーマイアズマ
baluchimon,バルキモン,1,サイキックチェーン
baluchimon,バルキモン,2,クラウドビジョン
darkmaildramon,ダークメイルドラモン,1,ダークウィング
metalgreymon_alter,メタルグレイモン：アルタラウスモード,1,ポジトロンブラスター
metalgreymon_alter,メタルグレイモン：アルタラウスモード,2,アルタブレード
metalgreymon_alter,メタルグレイモン：アルタラウスモード,3,ギガデストロイヤー
metalgreymon_alter,メタルグレイモン：アルタラウスモード,4,トライデントアーム
metalgreymon_alter,メタルグレイモン：アルタラウスモード,5,ジガストーム
rebellimon,リベリモン,1,ヴァンキッシュミサイル
rebellimon,リベリモン,2,マキシマムデモリッシャー
machmon,マッハモン,1,フルスロットルエッジ
machmon,マッハモン,2,マッドネスファイア
junkmon,ジャンクモン,1,パラボリックジャンク
junkmon,ジャンクモン,2,スクラップティース
heavyleomon,ヘヴィーレオモン,1,バレッジスイーパー
heavyleomon,ヘヴィーレオモン,2,レスティングバーナー
heavyleomon,ヘヴィーレオモン,3,ソニックエクスカベーター
hopmon,ホップモン,1,ホップヒップ
ketomon,ケトモン,1,ポッピンティア
nidhoggmon,ニーズヘッグモン,1,アナイアレンション
nidhoggmon,ニーズヘッグモン,2,ルウダメント
entmon,エントモン,1,ドライアドスティンガー
entmon,エントモン,2,ブラステッドディザスター
parasaurmon,パラサウモン,1,パルシースイート
parasaurmon,パラサウモン,2,ウェイビーオクタヴィスト
toropiamon,トロピアモン,1,ペタリーカーネイジ
toropiamon,トロピアモン,2,トロピカルヴェノム
pomumon,ポームモン,1,ラピッドシード
pomumon,ポームモン,2,フルーツラッシュ
eyesmon_scatter,アイズモン：スキャッターモード,1,邪念眼
eyesmon_scatter,アイズモン：スキャッターモード,2,影縛り
eyesmon,アイズモン,1,邪念眼
eyesmon,アイズモン,2,愚幻
betamon_x,ベタモン（X抗体）,1,電撃ビリリン185V
betamon_x,ベタモン（X抗体）,2,電撃ビリリン
gazimon_x,ガジモン（X抗体）,1,パラライズブレス
gazimon_x,ガジモン（X抗体）,2,ブービーピット
algomon_lv1,アルゴモン,1,酸の泡
ghostmon,ゴースモン,1,リトルプラズマ
ghostmon,ゴースモン,2,ジャックレイド
regalecusmon,レガレクスモン,1,ブリューナストライク
regalecusmon,レガレクスモン,2,リアクターディスチャージ
piranimon,ピラニモン,1,クルーアルインバイト
piranimon,ピラニモン,2,カラミティバイス
gusokumon,グソクモン,1,ブラントクロー
gusokumon,グソクモン,2,コロニートーピード
marinchimairamon,マリンキメラモン,1,ポセイドンボルテックス
marinchimairamon,マリンキメラモン,2,アクア・バイパー
tobiumon,トビウモン,1,サッカーフィッシュダーツ
tobiumon,トビウモン,2,フライングフィニッシュ
sangomon,サンゴモン,1,レフュージミスト
sangomon,サンゴモン,2,コーラルプレッシャー
gogmamon,ゴグマモン,1,ジャイアントグレイター
gogmamon,ゴグマモン,2,カース・リフレクション
baboongamon,バブンガモン,1,マウントストーン
baboongamon,バブンガモン,2,グライドロックス
sunarizamon,スナリザモン,1,グリットネイル
sunarizamon,スナリザモン,2,サンドブラスト
jewelbeemon,ジュエルビーモン,1,スパイクバスター
hudiemon,フーディエモン,1,フライングキック
hudiemon,フーディエモン,2,インフィニティドリーム
arresterdramon_superior,アレスタードラモン：スペリオルモード,1,ブレイズスパイカー
arresterdramon_superior,アレスタードラモン：スペリオルモード,2,マッハフリッカー
arresterdramon_superior,アレスタードラモン：スペリオルモード,3,フロッグショット
arresterdramon_superior,アレスタードラモン：スペリオルモード,4,スピンカリバー
arresterdramon_superior,アレスタードラモン：スペリオルモード,5,スパイラルシュレッダー
arresterdramon_superior,アレスタードラモン：スペリオルモード,6,プリズムギャレット
garurumon_x,ガルルモン（X抗体）,1,フォックスファイアー
greymon_x,グレイモン（X抗体）,1,メガフレイム
greymon_x,グレイモン（X抗体）,2,メガバースト
algomon_lv4,アルゴモン,1,ボルトライン
algomon_lv4,アルゴモン,2,インプリズメント
algomon_lv3,アルゴモン,1,ブルートナックル
algomon_lv3,アルゴモン,2,インプリズメント
algomon_lv2,アルゴモン,1,酸の泡
spadamon,スパーダモン,1,シュガーパウンド
spadamon,スパーダモン,2,ブルーブレイブ
spadamon,スパーダモン,3,オーロラブレイザー
morphomon,モルフォモン,1,リンリンテラピー
eosmon_lv6,エオスモン,1,オーロラストリーム
eosmon_lv6,エオスモン,2,カッティングエッジ
eosmon_lv6,エオスモン,3,クルーティレイン
gabumon_kizuna,ガブモン -友情の絆-,1,フルメタルマシンガン
gabumon_kizuna,ガブモン -友情の絆-,2,クールエッジ
gabumon_kizuna,ガブモン -友情の絆-,3,ムーンテンス
gabumon_kizuna,ガブモン -友情の絆-,4,レドルスター
agumon_kizuna,アグモン -勇気の絆-,1,レッドリーマー
agumon_kizuna,アグモン -勇気の絆-,2,ストラッシュサラマンダー
agumon_kizuna,アグモン -勇気の絆-,3,ガイアブレイブ
eosmon_lv5,エオスモン,1,ビートプレス
eosmon_lv5,エオスモン,2,ヘクサンダー
eosmon_lv5,エオスモン,3,カッティングエッジ
eosmon_lv4,エオスモン,1,ミラーガード
eosmon_lv4,エオスモン,2,ミラーダスト
eosmon_lv4,エオスモン,3,ボールトリプ
tonosamamamemon,トノサママメモン,1,天晴れ桜
tonosamamamemon,トノサママメモン,2,扇子返し
omegamon_zwart,オメガモン ズワルト,1,ガルルキャノン
omegamon_zwart,オメガモン ズワルト,2,グレイソード
terriermon_assistant,テリアモン助手,1,ダイバッチグー
terriermon_assistant,テリアモン助手,2,プチツイスター
cryspaledramon,クリスペイルドラモン,1,フローズンクロー
cryspaledramon,クリスペイルドラモン,2,カロスディメンション
metallicdramon,メタリックドラモン,1,レーザーカノン
metallicdramon,メタリックドラモン,2,レーザーサーベル
jazarichmon,ジャザリッヒモン,1,メッサースパイラル
jazarichmon,ジャザリッヒモン,2,N・S・B・M
jazardmon,ジャザードモン,1,レーザーアイ
jazardmon,ジャザードモン,2,ソニックバルカン
jazamon,ジャザモン,1,ココンピック
hexeblaumon,ヘクセブラウモン,1,サモンフロスト
hexeblaumon,ヘクセブラウモン,2,ヘクトエッジブリザード
hexeblaumon,ヘクセブラウモン,3,アブソリュートブラスト
paledramon,ペイルドラモン,1,アイスエイジ
paledramon,ペイルドラモン,2,メテオヘイル
noblepumpmon,ノーブルパンプモン,1,トリックオアトリート・ウォレス
noblepumpmon,ノーブルパンプモン,2,アトランティックダム
noblepumpmon,ノーブルパンプモン,3,ワッサムリングジャック
ogudomon_x,オグドモン（X抗体）,1,デスティニー・デス・デストラクション（Death3）
jesmongx,ジエスモンGX,1,聖拳滅破
jesmongx,ジエスモンGX,2,ナイツ・イントルーダー
keramon_x,ケラモン（X抗体）,1,クレイジーギグル
omegashoutmon_x,オメガシャウトモン（X抗体）,1,フレアロックダマシー
omegashoutmon_x,オメガシャウトモン（X抗体）,2,ヘヴィヒートバルカン
omegashoutmon_x,オメガシャウトモン（X抗体）,3,ジアルマグナム
omegashoutmon_x,オメガシャウトモン（X抗体）,4,オメガ・ザ・フュージョン
meramon_x,メラモン（X抗体）,1,エクスラディケート
pegasmon_x,ペガスモン（X抗体）,1,メテオライザー
pegasmon_x,ペガスモン（X抗体）,2,ゴールデンスクエア
pegasmon_x,ペガスモン（X抗体）,3,シークレッドウォール
rapidmon_x,ラピッドモン（X抗体）,1,ラピッドブラスター
rapidmon_x,ラピッドモン（X抗体）,2,レーザーガトリングアーム
rapidmon_x,ラピッドモン（X抗体）,3,ビリオンバレット
monzaemon_x,もんざえモン（X抗体）,1,ラブリースプラッシュ
gankoomon_x,ガンクゥモン（X抗体）,1,究極戦技天仰拳
gankoomon_x,ガンクゥモン（X抗体）,2,鉄ゲタ張り手
examon_x,エグザモン（X抗体）,1,ペンドラゴンスパークル
examon_x,エグザモン（X抗体）,2,雷剣ブレイラガハ
cyberdramon_x,サイバードラモン（X抗体）,1,エクストリームテイラー
cyberdramon_x,サイバードラモン（X抗体）,2,イレイズクロー
rizegreymon_x,ライズグレイモン（X抗体）,1,サンライズバスター
rizegreymon_x,ライズグレイモン（X抗体）,2,ザンスラスト
hououmon_x,ホウオウモン（X抗体）,1,スターライトエクスプロージョン
justimon_x,ジャスティモン（X抗体）,1,ジャスティスXキック
justimon_x,ジャスティモン（X抗体）,2,ジャスティスXパンチ
justimon_x,ジャスティモン（X抗体）,3,ジャスティスXブレード
wizarmon_x,ウィザーモン（X抗体）,1,ボルトブレイク
wizarmon_x,ウィザーモン（X抗体）,2,サンダークラウド
siesamon_x,シーサモン（X抗体）,1,胡劉球（こりゅうきゅう）
siesamon_x,シーサモン（X抗体）,2,石敢当（せっかんとう）
siesamon_x,シーサモン（X抗体）,3,ティーダ・イヤ
cherubimon_x,ケルビモン（善）（X抗体）,1,ビリリンハギュー
cherubimon_x,ケルビモン（善）（X抗体）,2,ライトニングスピア
cherubimon_x,ケルビモン（善）（X抗体）,3,ヘブンズ・ジャッジメント
ofanimon_x,オファニモン（X抗体）,1,ホーリーマテリアル
ofanimon_x,オファニモン（X抗体）,2,エデンスランス
angewomon_x,エンジェウーモン（X抗体）,1,グランドホーリーアロー
angewomon_x,エンジェウーモン（X抗体）,2,ヘブンズチャーム
diablomon_x,ディアボロモン（Ｘ抗体）,1,スプーキーザッパー
diablomon_x,ディアボロモン（Ｘ抗体）,2,フェイタルゲイズ
diablomon_x,ディアボロモン（Ｘ抗体）,3,リワインドアビス13（サーティーン）
dynasmon_x,デュナスモン（X抗体）,1,ドラゴンズロア
dynasmon_x,デュナスモン（X抗体）,2,ブレス・オブ・ワイバーン
dynasmon_x,デュナスモン（X抗体）,3,ドラゴンズガスト
duftmon_x,ドゥフトモン（X抗体）,1,アウススターベン
duftmon_x,ドゥフトモン（X抗体）,2,ブラオンネーベル
duftmon_x,ドゥフトモン（X抗体）,3,アイネ・ビリオン
holydramon_x,ホーリードラモン（X抗体）,1,ホーリーフレイム
holydramon_x,ホーリードラモン（X抗体）,2,ホーリーブレイズ
plesiomon_x,プレシオモン（X抗体）,1,ソローブルー
plesiomon_x,プレシオモン（X抗体）,2,ファンタジーミスト
goddramon_x,ゴッドドラモン（X抗体）,1,ゴッドフレイム
goddramon_x,ゴッドドラモン（X抗体）,2,ゴッドフィスト
garudamon_x,ガルダモン（X抗体）,1,シャドーウィング
tailmon_x,テイルモン（X抗体）,1,ネコパンチ
tailmon_x,テイルモン（X抗体）,2,ホーリーチャイム
togemon_x,トゲモン（X抗体）,1,チクチクバンバン
togemon_x,トゲモン（X抗体）,2,チクチクバムバム
tylomon_x,ティロモン（X抗体）,1,トーピードアタック
tylomon_x,ティロモン（X抗体）,2,シックルストリーム
lopmon_x,ロップモン（X抗体）,1,ブレイジングアイス
lopmon_x,ロップモン（X抗体）,2,プチツイスター
lopmon_x,ロップモン（X抗体）,3,ファロストタイフーン
shakomon_x,シャコモン（X抗体）,1,ブラックパール
terriermon_x,テリアモン（X抗体）,1,ブレイジングファイア
terriermon_x,テリアモン（X抗体）,2,プチツイスター
terriermon_x,テリアモン（X抗体）,3,ファロストタイフーン
palmon_x,パルモン（X抗体）,1,ポイズンアイビー
palmon_x,パルモン（X抗体）,2,ＲＧＢハーブ
pteranomon_x,プテラノモン（X抗体）,1,ビークピアス
pteranomon_x,プテラノモン（X抗体）,2,ネイルコーム
mamemon_x,マメモン（X抗体）,1,スマイリーボム
mamemon_x,マメモン（X抗体）,2,ボムシング
ebemon_x,イーバモン（X抗体）,1,ブレインラプチュアー
ebemon_x,イーバモン（X抗体）,2,プラネットデストロイヤー
ebemon_x,イーバモン（X抗体）,3,プラネットデストロイヤージャスティス
sleipmon_x,スレイプモン（X抗体）,1,スルトブランダー
sleipmon_x,スレイプモン（X抗体）,2,ニヴルヘイムアレスト
craniummon_x,クレニアムモン（X抗体）,1,グランドグリーズル
craniummon_x,クレニアムモン（X抗体）,2,ヒャズニング・ワルツ
ulforcevdramon_x,アルフォースブイドラモン（X抗体）,1,シャイニングＶフォース
magnamon_x,マグナモン（X抗体）,1,プラズマシュート
magnamon_x,マグナモン（X抗体）,2,シャイニングゴールドソーラーストーム
megaseadramon_x,メガシードラモン（X抗体）,1,サンダージャベリン
megaseadramon_x,メガシードラモン（X抗体）,2,キングジャベリン
triceramon_x,トリケラモン（X抗体）,1,トライホーンアタック
triceramon_x,トリケラモン（X抗体）,2,ゴールデントライホーンアタック
okuwamon_x,オオクワモン（X抗体）,1,シザーアームズΩ３^３
mantaraymon_x,マンタレイモン（X抗体）,1,パラライズテイル
mantaraymon_x,マンタレイモン（X抗体）,2,パラライズ・ボム
nefertimon_x,ネフェルティモン（X抗体）,1,カースオブクィーン
nefertimon_x,ネフェルティモン（X抗体）,2,ロゼッタストーン
nefertimon_x,ネフェルティモン（X抗体）,3,カルトゥーシュ
seadramon_x,シードラモン（X抗体）,1,アイスアロー
seadramon_x,シードラモン（X抗体）,2,アイススピアー
kuwagamon_x,クワガーモン（X抗体）,1,シザーアームズ
kuwagamon_x,クワガーモン（X抗体）,2,クランチアーム
allomon_x,アロモン（X抗体）,1,ディノバースト
allomon_x,アロモン（X抗体）,2,ディノフラッシュ
gomamon_x,ゴマモン（X抗体）,1,マーチングフィッシィーズ
kokuwamon_x,コクワモン（X抗体）,1,シザーアームズミニ
blackwargreymon_x,ブラックウォーグレイモン（X抗体）,1,暗黒のガイアフォース
blackwargreymon_x,ブラックウォーグレイモン（X抗体）,2,ハデスフォース
blackwargreymon_x,ブラックウォーグレイモン（X抗体）,3,アフターバースト
ladydevimon_x,レディーデビモン（Ｘ抗体）,1,グレイエム
ladydevimon_x,レディーデビモン（Ｘ抗体）,2,エンデブレッヘン
metalgreymon_vi_x,メタルグレイモン（ウィルス種）（Ｘ抗体）,1,エネルギアブリッツ
metalgreymon_vi_x,メタルグレイモン（ウィルス種）（Ｘ抗体）,2,パンデミックデストロイヤー
orgemon_x,オーガモン（Ｘ抗体）,1,覇王拳
orgemon_x,オーガモン（Ｘ抗体）,2,WEEK END
agumon_b_x,アグモン（黒）（Ｘ抗体）,1,BBバーナー
rasenmon,ラセンモン,1,ジャイロスマッシュ
rasenmon,ラセンモン,2,クオリアライズブラスト
rasenmon,ラセンモン,3,スパイラルヴァニッシュ
rasenmon_f,ラセンモン：激昂モード,1,デスペレイトボルテックス
rasenmon_f,ラセンモン：激昂モード,2,プレデターズバイト
rasenmon_f,ラセンモン：激昂モード,3,スパイラル・ヘル
stiffilmon,スティフィルモン,1,ギガクリムゾンダイブ
stiffilmon,スティフィルモン,2,ヴァーミリオンボルテックス
filmon,フィルモン,1,ライトニングスティンガー
filmon,フィルモン,2,クリムゾンスラッシュ
rosemon_x,ロゼモン（X抗体）,1,ソーンウィップ
rosemon_x,ロゼモン（X抗体）,2,ローゼンブラッド
princemamemon_x,プリンスマメモン（X抗体）,1,スマイリーウォーヘッド
princemamemon_x,プリンスマメモン（X抗体）,2,デルモウォーキング
skullmammon_x,スカルマンモン（X抗体）,1,スパイラルボーン
skullmammon_x,スカルマンモン（X抗体）,2,ジャイアントクラッシュボーン
mammon_x,マンモン（X抗体）,1,タスクストライクス
mammon_x,マンモン（X抗体）,2,ツンドラブレス
mammon_x,マンモン（X抗体）,3,ジオメトリックフリーザー
mephismon_x,メフィスモン（Ｘ抗体）,1,ヘルマニア
mephismon_x,メフィスモン（Ｘ抗体）,2,メリーメリーデストラクション
vamdemon_x,ヴァンデモン（X抗体）,1,ヴァンパイアセオリー
vamdemon_x,ヴァンデモン（X抗体）,2,ブラッディドレイン
plotmon_x,プロットモン（X抗体）,1,パピーハウリング
plotmon_x,プロットモン（X抗体）,2,パピーポー
otamamon_x,オタマモン（X抗体）,1,ララバイバブル
otamamon_x,オタマモン（X抗体）,2,スマイリーヘッドバット
yarmon,ヤーモン,1,ペイントスプラッシュ
keemon,キーモン,1,プシュー
