dm_technique_id,name_ja,first_source_kind,mapping_status
583,ウンチ投げ,digimon,exact_official_string
584,キングスタンプ,digimon,exact_official_string
585,鬼瞬轟拳（きしゅんごうけん）,digimon,exact_official_string
586,獄炎破回蹴（ごくえんはかいしゅう）,digimon,exact_official_string
587,喰雷炎砕破（がらいえんさいは）,digimon,exact_official_string
588,イノセンスブリザード,digimon,exact_official_string
589,フリージングレイ,digimon,exact_official_string
590,ルインリバーヴ,digimon,exact_official_string
591,リムーバルブロウ,digimon,exact_official_string
592,デフロストブレード,digimon,exact_official_string
593,グラシエイトミサイル,digimon,exact_official_string
594,ダイアモンドダスト,digimon,exact_official_string
595,セブンヘルズ,digimon,exact_official_string
596,テスタメント,digimon,exact_official_string
597,ダイジェス,digimon,exact_official_string
598,ディケイズン,digimon,exact_official_string
599,擬遁アイソレーション（ぎとんあいそれーしょん）,digimon,exact_official_string
600,クラックハーケン,digimon,exact_official_string
601,ダイナミックサイファー,digimon,exact_official_string
602,フィレットブレード,digimon,exact_official_string
603,リップルエッジ,digimon,exact_official_string
604,リキッドヴェール,digimon,exact_official_string
605,プレシャスフレア,digimon,exact_official_string
606,ドリームミサイル,digimon,exact_official_string
607,アブソリュートテリトリー,digimon,exact_official_string
608,ナイトメアアッセンブル,digimon,exact_official_string
609,トゥインペタル,digimon,exact_official_string
610,トライデントアームＶＥＲ９.９,digimon,exact_official_string
611,ギガデストロイヤー,digimon,exact_official_string
612,氷獣拳,digimon,exact_official_string
613,雪花火,digimon,exact_official_string
614,エネルギーボム,digimon,exact_official_string
615,エネルギーレーザーボム,digimon,exact_official_string
616,アノードパンチ,digimon,exact_official_string
617,カソードキック,digimon,exact_official_string
618,サンダーボマー,digimon,exact_official_string
619,ヴォルケーノストライク,digimon,exact_official_string
620,トマホークスラッシュ,digimon,exact_official_string
621,グラオ・レルム,digimon,exact_official_string
622,シュヴァルツ・シュトラール,digimon,exact_official_string
623,デッドリーシェード,digimon,exact_official_string
624,マッドバイキング,digimon,exact_official_string
625,アングリーロック,digimon,exact_official_string
626,レイジロック,digimon,exact_official_string
627,シザーズエクスキューション,digimon,exact_official_string
628,ヘビークランチ,digimon,exact_official_string
629,ロックブレイカー,digimon,exact_official_string
630,ファイアーボール,digimon,exact_official_string
631,ファイアーミット,digimon,exact_official_string
632,ソル・キャリバー,digimon,exact_official_string
633,デモリッションホーン,digimon,exact_official_string
634,リュウセイロックダマシー,digimon,exact_official_string
635,植物性の泡,digimon,exact_official_string
636,グリーンピクルス,digimon,exact_official_string
637,シュバシュバポテト,digimon,exact_official_string
638,バッシュドポテト,digimon,exact_official_string
639,アネモダルメノス,digimon,exact_official_string
640,アステロイディス,digimon,exact_official_string
641,ロンヒ・アディスタクト,digimon,exact_official_string
642,クータスタ・キラナ,digimon,exact_official_string
643,カマラ・カルマ,digimon,exact_official_string
644,サマディ・シャンティ,digimon,exact_official_string
645,二刀勢雷（にとうせいらい）,digimon,exact_official_string
646,士道一徹（しどういってつ）,digimon,exact_official_string
647,神電召雷光（しんでんしょうらいこう）,digimon,exact_official_string
648,ブランブルショット,digimon,exact_official_string
649,クリムゾンスポアーズ,digimon,exact_official_string
650,キリングケイデンス,digimon,exact_official_string
651,リズミック・アーツ,digimon,exact_official_string
652,ハウリングブラスト,digimon,exact_official_string
653,アップビートツイスター,digimon,exact_official_string
654,キャノンボールシューター,digimon,exact_official_string
655,ワイルドピッチ,digimon,exact_official_string
656,ラウンドジェイル,digimon,exact_official_string
657,雷撃踵（らいげきしょう）,digimon,exact_official_string
658,武電破弾（ぶでんはだん）,digimon,exact_official_string
659,迅雷廻天戟（じんらいかいてんげき）,digimon,exact_official_string
660,轟炎輪（ごうえんりん）,digimon,exact_official_string
661,灰迅雷瞳（かいじんらいどう）,digimon,exact_official_string
662,響香水月（きょうかすいげつ）,digimon,exact_official_string
663,マーブルインパクト,digimon,exact_official_string
664,ドリームハリケーン,digimon,exact_official_string
665,ラブリーシャワー,digimon,exact_official_string
666,ミニマルフラッシュ,digimon,exact_official_string
667,静電気,digimon,exact_official_string
668,パラライズリック,digimon,exact_official_string
669,ライトニングラッシュ,digimon,exact_official_string
670,ハートビートインパルス,digimon,exact_official_string
671,インセクマインド,digimon,exact_official_string
672,デフィブレイショック,digimon,exact_official_string
673,エレクトリカルフィスト,digimon,exact_official_string
674,サンダードレッド,digimon,exact_official_string
675,ワイワイパー,digimon,exact_official_string
676,マッシグラン,digimon,exact_official_string
677,エレキラッシュ,digimon,exact_official_string
678,プチインパルス,digimon,exact_official_string
679,雅琉々砲（がるるほう）,digimon,exact_official_string
680,虞玲刀（ぐれいとう）,digimon,exact_official_string
681,デストロイクロウ,digimon,exact_official_string
682,アルティメットフレア,digimon,exact_official_string
683,マイアスピウ,digimon,exact_official_string
684,カウスラッガー,digimon,exact_official_string
685,アルナスショット,digimon,exact_official_string
686,カイザーネイル,digimon,exact_official_string
687,メガデス,digimon,exact_official_string
688,トリニティゴスペル,digimon,exact_official_string
689,アシッドインジェクション,digimon,exact_official_string
690,デッドショット,digimon,exact_official_string
691,ヒンダーマイアズマ,digimon,exact_official_string
692,サイキックチェーン,digimon,exact_official_string
693,クラウドビジョン,digimon,exact_official_string
694,ダークウィング,digimon,exact_official_string
695,ポジトロンブラスター,digimon,exact_official_string
696,アルタブレード,digimon,exact_official_string
697,トライデントアーム,digimon,exact_official_string
698,ジガストーム,digimon,exact_official_string
699,ヴァンキッシュミサイル,digimon,exact_official_string
700,マキシマムデモリッシャー,digimon,exact_official_string
701,フルスロットルエッジ,digimon,exact_official_string
702,マッドネスファイア,digimon,exact_official_string
703,パラボリックジャンク,digimon,exact_official_string
704,スクラップティース,digimon,exact_official_string
705,バレッジスイーパー,digimon,exact_official_string
706,レスティングバーナー,digimon,exact_official_string
707,ソニックエクスカベーター,digimon,exact_official_string
708,ホップヒップ,digimon,exact_official_string
709,ポッピンティア,digimon,exact_official_string
710,アナイアレンション,digimon,exact_official_string
711,ルウダメント,digimon,exact_official_string
712,ドライアドスティンガー,digimon,exact_official_string
713,ブラステッドディザスター,digimon,exact_official_string
714,パルシースイート,digimon,exact_official_string
715,ウェイビーオクタヴィスト,digimon,exact_official_string
716,ペタリーカーネイジ,digimon,exact_official_string
717,トロピカルヴェノム,digimon,exact_official_string
718,ラピッドシード,digimon,exact_official_string
719,フルーツラッシュ,digimon,exact_official_string
720,邪念眼,digimon,exact_official_string
721,影縛り,digimon,exact_official_string
722,愚幻,digimon,exact_official_string
723,電撃ビリリン185V,digimon,exact_official_string
724,電撃ビリリン,digimon,exact_official_string
725,パラライズブレス,digimon,exact_official_string
726,ブービーピット,digimon,exact_official_string
727,酸の泡,digimon,exact_official_string
728,リトルプラズマ,digimon,exact_official_string
729,ジャックレイド,digimon,exact_official_string
730,ブリューナストライク,digimon,exact_official_string
731,リアクターディスチャージ,digimon,exact_official_string
732,クルーアルインバイト,digimon,exact_official_string
733,カラミティバイス,digimon,exact_official_string
734,ブラントクロー,digimon,exact_official_string
735,コロニートーピード,digimon,exact_official_string
736,ポセイドンボルテックス,digimon,exact_official_string
737,アクア・バイパー,digimon,exact_official_string
738,サッカーフィッシュダーツ,digimon,exact_official_string
739,フライングフィニッシュ,digimon,exact_official_string
740,レフュージミスト,digimon,exact_official_string
741,コーラルプレッシャー,digimon,exact_official_string
742,ジャイアントグレイター,digimon,exact_official_string
743,カース・リフレクション,digimon,exact_official_string
744,マウントストーン,digimon,exact_official_string
745,グライドロックス,digimon,exact_official_string
746,グリットネイル,digimon,exact_official_string
747,サンドブラスト,digimon,exact_official_string
748,スパイクバスター,digimon,exact_official_string
749,フライングキック,digimon,exact_official_string
750,インフィニティドリーム,digimon,exact_official_string
751,ブレイズスパイカー,digimon,exact_official_string
752,マッハフリッカー,digimon,exact_official_string
753,フロッグショット,digimon,exact_official_string
754,スピンカリバー,digimon,exact_official_string
755,スパイラルシュレッダー,digimon,exact_official_string
756,プリズムギャレット,digimon,exact_official_string
757,フォックスファイアー,digimon,exact_official_string
758,メガフレイム,digimon,exact_official_string
759,ボルトライン,digimon,exact_official_string
760,インプリズメント,digimon,exact_official_string
761,ブルートナックル,digimon,exact_official_string
762,シュガーパウンド,digimon,exact_official_string
763,ブルーブレイブ,digimon,exact_official_string
764,オーロラブレイザー,digimon,exact_official_string
765,リンリンテラピー,digimon,exact_official_string
766,オーロラストリーム,digimon,exact_official_string
767,カッティングエッジ,digimon,exact_official_string
768,クルーティレイン,digimon,exact_official_string
769,フルメタルマシンガン,digimon,exact_official_string
770,クールエッジ,digimon,exact_official_string
771,ムーンテンス,digimon,exact_official_string
772,レドルスター,digimon,exact_official_string
773,レッドリーマー,digimon,exact_official_string
774,ストラッシュサラマンダー,digimon,exact_official_string
775,ガイアブレイブ,digimon,exact_official_string
776,ビートプレス,digimon,exact_official_string
777,ヘクサンダー,digimon,exact_official_string
778,ミラーガード,digimon,exact_official_string
779,ミラーダスト,digimon,exact_official_string
780,ボールトリプ,digimon,exact_official_string
781,天晴れ桜,digimon,exact_official_string
782,扇子返し,digimon,exact_official_string
783,ダイバッチグー,digimon,exact_official_string
784,プチツイスター,digimon,exact_official_string
785,フローズンクロー,digimon,exact_official_string
786,カロスディメンション,digimon,exact_official_string
787,レーザーカノン,digimon,exact_official_string
788,レーザーサーベル,digimon,exact_official_string
789,メッサースパイラル,digimon,exact_official_string
790,N・S・B・M,digimon,exact_official_string
791,レーザーアイ,digimon,exact_official_string
792,ソニックバルカン,digimon,exact_official_string
793,ココンピック,digimon,exact_official_string
794,サモンフロスト,digimon,exact_official_string
795,ヘクトエッジブリザード,digimon,exact_official_string
796,アブソリュートブラスト,digimon,exact_official_string
797,アイスエイジ,digimon,exact_official_string
798,メテオヘイル,digimon,exact_official_string
799,トリックオアトリート・ウォレス,digimon,exact_official_string
800,アトランティックダム,digimon,exact_official_string
801,ワッサムリングジャック,digimon,exact_official_string
802,デスティニー・デス・デストラクション（Death3）,digimon,exact_official_string
803,聖拳滅破,digimon,exact_official_string
804,ナイツ・イントルーダー,digimon,exact_official_string
805,クレイジーギグル,digimon,exact_official_string
806,フレアロックダマシー,digimon,exact_official_string
807,ヘヴィヒートバルカン,digimon,exact_official_string
808,ジアルマグナム,digimon,exact_official_string
809,オメガ・ザ・フュージョン,digimon,exact_official_string
810,エクスラディケート,digimon,exact_official_string
811,メテオライザー,digimon,exact_official_string
812,ゴールデンスクエア,digimon,exact_official_string
813,シークレッドウォール,digimon,exact_official_string
814,ラピッドブラスター,digimon,exact_official_string
815,レーザーガトリングアーム,digimon,exact_official_string
816,ビリオンバレット,digimon,exact_official_string
817,ラブリースプラッシュ,digimon,exact_official_string
818,究極戦技天仰拳,digimon,exact_official_string
819,鉄ゲタ張り手,digimon,exact_official_string
820,ペンドラゴンスパークル,digimon,exact_official_string
821,雷剣ブレイラガハ,digimon,exact_official_string
822,エクストリームテイラー,digimon,exact_official_string
823,イレイズクロー,digimon,exact_official_string
824,サンライズバスター,digimon,exact_official_string
825,ザンスラスト,digimon,exact_official_string
826,スターライトエクスプロージョン,digimon,exact_official_string
827,ジャスティスXキック,digimon,exact_official_string
828,ジャスティスXパンチ,digimon,exact_official_string
829,ジャスティスXブレード,digimon,exact_official_string
830,ボルトブレイク,digimon,exact_official_string
831,サンダークラウド,digimon,exact_official_string
832,胡劉球（こりゅうきゅう）,digimon,exact_official_string
833,石敢当（せっかんとう）,digimon,exact_official_string
834,ティーダ・イヤ,digimon,exact_official_string
835,ビリリンハギュー,digimon,exact_official_string
836,ライトニングスピア,digimon,exact_official_string
837,ヘブンズ・ジャッジメント,digimon,exact_official_string
838,ホーリーマテリアル,digimon,exact_official_string
839,エデンスランス,digimon,exact_official_string
840,グランドホーリーアロー,digimon,exact_official_string
841,ヘブンズチャーム,digimon,exact_official_string
842,スプーキーザッパー,digimon,exact_official_string
843,フェイタルゲイズ,digimon,exact_official_string
844,リワインドアビス13（サーティーン）,digimon,exact_official_string
845,ドラゴンズロア,digimon,exact_official_string
846,ブレス・オブ・ワイバーン,digimon,exact_official_string
847,ドラゴンズガスト,digimon,exact_official_string
848,アウススターベン,digimon,exact_official_string
849,ブラオンネーベル,digimon,exact_official_string
850,アイネ・ビリオン,digimon,exact_official_string
851,ホーリーフレイム,digimon,exact_official_string
852,ホーリーブレイズ,digimon,exact_official_string
853,ソローブルー,digimon,exact_official_string
854,ファンタジーミスト,digimon,exact_official_string
855,ゴッドフレイム,digimon,exact_official_string
856,ゴッドフィスト,digimon,exact_official_string
857,シャドーウィング,digimon,exact_official_string
858,ホーリーチャイム,digimon,exact_official_string
859,チクチクバンバン,digimon,exact_official_string
860,チクチクバムバム,digimon,exact_official_string
861,トーピードアタック,digimon,exact_official_string
862,シックルストリーム,digimon,exact_official_string
863,ブレイジングアイス,digimon,exact_official_string
864,ファロストタイフーン,digimon,exact_official_string
865,ブラックパール,digimon,exact_official_string
866,ブレイジングファイア,digimon,exact_official_string
867,ポイズンアイビー,digimon,exact_official_string
868,ＲＧＢハーブ,digimon,exact_official_string
869,ビークピアス,digimon,exact_official_string
870,ネイルコーム,digimon,exact_official_string
871,スマイリーボム,digimon,exact_official_string
872,ボムシング,digimon,exact_official_string
873,ブレインラプチュアー,digimon,exact_official_string
874,プラネットデストロイヤー,digimon,exact_official_string
875,プラネットデストロイヤージャスティス,digimon,exact_official_string
876,スルトブランダー,digimon,exact_official_string
877,ニヴルヘイムアレスト,digimon,exact_official_string
878,グランドグリーズル,digimon,exact_official_string
879,ヒャズニング・ワルツ,digimon,exact_official_string
880,シャイニングＶフォース,digimon,exact_official_string
881,プラズマシュート,digimon,exact_official_string
882,シャイニングゴールドソーラーストーム,digimon,exact_official_string
883,キングジャベリン,digimon,exact_official_string
884,トライホーンアタック,digimon,exact_official_string
885,ゴールデントライホーンアタック,digimon,exact_official_string
886,シザーアームズΩ３^３,digimon,exact_official_string
887,パラライズテイル,digimon,exact_official_string
888,パラライズ・ボム,digimon,exact_official_string
889,カースオブクィーン,digimon,exact_official_string
890,ロゼッタストーン,digimon,exact_official_string
891,カルトゥーシュ,digimon,exact_official_string
892,アイスアロー,digimon,exact_official_string
893,アイススピアー,digimon,exact_official_string
894,シザーアームズ,digimon,exact_official_string
895,クランチアーム,digimon,exact_official_string
896,ディノバースト,digimon,exact_official_string
897,ディノフラッシュ,digimon,exact_official_string
898,マーチングフィッシィーズ,digimon,exact_official_string
899,シザーアームズミニ,digimon,exact_official_string
900,暗黒のガイアフォース,digimon,exact_official_string
901,ハデスフォース,digimon,exact_official_string
902,アフターバースト,digimon,exact_official_string
903,グレイエム,digimon,exact_official_string
904,エンデブレッヘン,digimon,exact_official_string
905,エネルギアブリッツ,digimon,exact_official_string
906,パンデミックデストロイヤー,digimon,exact_official_string
907,覇王拳,digimon,exact_official_string
908,WEEK END,digimon,exact_official_string
909,BBバーナー,digimon,exact_official_string
910,ジャイロスマッシュ,digimon,exact_official_string
911,クオリアライズブラスト,digimon,exact_official_string
912,スパイラルヴァニッシュ,digimon,exact_official_string
913,デスペレイトボルテックス,digimon,exact_official_string
914,プレデターズバイト,digimon,exact_official_string
915,スパイラル・ヘル,digimon,exact_official_string
916,ギガクリムゾンダイブ,digimon,exact_official_string
917,ヴァーミリオンボルテックス,digimon,exact_official_string
918,ライトニングスティンガー,digimon,exact_official_string
919,クリムゾンスラッシュ,digimon,exact_official_string
920,ソーンウィップ,digimon,exact_official_string
921,ローゼンブラッド,digimon,exact_official_string
922,スマイリーウォーヘッド,digimon,exact_official_string
923,デルモウォーキング,digimon,exact_official_string
924,スパイラルボーン,digimon,exact_official_string
925,ジャイアントクラッシュボーン,digimon,exact_official_string
926,タスクストライクス,digimon,exact_official_string
927,ツンドラブレス,digimon,exact_official_string
928,ジオメトリックフリーザー,digimon,exact_official_string
929,ヘルマニア,digimon,exact_official_string
930,メリーメリーデストラクション,digimon,exact_official_string
931,ヴァンパイアセオリー,digimon,exact_official_string
932,ブラッディドレイン,digimon,exact_official_string
933,パピーハウリング,digimon,exact_official_string
934,パピーポー,digimon,exact_official_string
935,ララバイバブル,digimon,exact_official_string
936,スマイリーヘッドバット,digimon,exact_official_string
937,ペイントスプラッシュ,digimon,exact_official_string
938,プシュー,digimon,exact_official_string
939,ナイト・オブ・ファイアー,digimon,exact_official_string
940,サモンチェイサー,digimon,exact_official_string
941,ファイアーブラスト,digimon,exact_official_string
942,フレイムスナッチ,digimon,exact_official_string
943,ウンチラッシュ,digimon,exact_official_string
944,パラダイスロスト,digimon,exact_official_string
945,パーガトリアルフレイム,digimon,exact_official_string
946,セブンス・ディバイン・クルス,digimon,exact_official_string
947,ナザルネイル,digimon,exact_official_string
948,ファントムペイン,digimon,exact_official_string
949,セブンス・ファシネイト,digimon,exact_official_string
950,カウダ・モルティフェラ,digimon,exact_official_string
951,ロストルム・トリアデンス,digimon,exact_official_string
952,セブンス・ライトニング,digimon,exact_official_string
953,ランプランツス,digimon,exact_official_string
954,ギフトオブダークネス,digimon,exact_official_string
955,セブンス・ペネトレート,digimon,exact_official_string
956,デスルアー,digimon,exact_official_string
957,パンデモニウムロスト,digimon,exact_official_string
958,セブンス・ジュエライズ,digimon,exact_official_string
959,フレイムインフェルノ,digimon,exact_official_string
960,セブンス・グラビトン,digimon,exact_official_string
961,インフェルノバースト,digimon,exact_official_string
962,クルーエルトルネード,digimon,exact_official_string
963,デッドリーブレイクロスト,digimon,exact_official_string
964,アンデッドソルジャー,digimon,exact_official_string
965,ダークネスプリズン,digimon,exact_official_string
966,デモンズクリスタル,digimon,exact_official_string
967,フレイムヘルサイズ,digimon,exact_official_string
968,ビヘッドスラッシャー,digimon,exact_official_string
969,ブロウクンデストロイ,digimon,exact_official_string
970,ウルティマバースト,digimon,exact_official_string
971,チクチクローリング,digimon,exact_official_string
972,おしゃぶり,digimon,exact_official_string
973,バリアブレード,digimon,exact_official_string
974,ライトニングカッター,digimon,exact_official_string
975,ベビーヘイル,digimon,exact_official_string
976,アイスマッシュ,digimon,exact_official_string
977,ライトニングファー,digimon,exact_official_string
978,ケンザンダイブ,digimon,exact_official_string
979,コキュートスブレス,digimon,exact_official_string
980,ガルルトマホーク,digimon,exact_official_string
981,グレイスクロスフリーザー,digimon,exact_official_string
982,トリニティーアーム,digimon,exact_official_string
983,ジャスティスキック,digimon,exact_official_string
984,火電鬼爆波（ひでんきばくは）,digimon,exact_official_string
985,フロストクロー,digimon,exact_official_string
986,裏飯綱（うらいづな）,digimon,exact_official_string
987,胎蔵界曼荼羅（たいぞうかいまんだら）,digimon,exact_official_string
988,ダブルエッジ,digimon,exact_official_string
989,アトミックブラスター,digimon,exact_official_string
990,ロックダマシー,digimon,exact_official_string
991,ソウルクラッシャー,digimon,exact_official_string
992,ラウディロッカー,digimon,exact_official_string
993,ガイアフォースＺＥＲＯ,digimon,exact_official_string
994,メタルストーム,digimon,exact_official_string
995,ヘル・ハウリング,digimon,exact_official_string
996,メギドフレイム,digimon,exact_official_string
997,スリーピーバッド,digimon,exact_official_string
998,フラウカノン,digimon,exact_official_string
999,金剛界曼荼羅（こんごうかいまんだら）,digimon,exact_official_string
1000,此ノ花戦姫万象（このはなせんきばんしょう）,digimon,exact_official_string
1001,宇迦之御魂（うかのみたま）,digimon,exact_official_string
1002,グラトニーフレア,digimon,exact_official_string
1003,ダークネスクロウ,digimon,exact_official_string
1004,ダブルインパクト,digimon,exact_official_string
1005,セブンス・フルクラスター,digimon,exact_official_string
1006,ダブルエッジΣ（シグマ）,digimon,exact_official_string
1007,アトミックメガロブラスター,digimon,exact_official_string
1008,アイン・ソフ・オウル,digimon,exact_official_string
1009,アトミックブレイド,digimon,exact_official_string
1010,スピリットバースト,digimon,exact_official_string
1011,太極旋（たいきょくせん）,digimon,exact_official_string
1012,狐蝶幻（こちょうげん）,digimon,exact_official_string
1013,トコトコダイブ,digimon,exact_official_string
1014,噛み付き,digimon,exact_official_string
1015,ダブルクロウ,digimon,exact_official_string
1016,フライバレット・セグンド,digimon,exact_official_string
1017,ディスタンシア・セロ,digimon,exact_official_string
1018,ジークセイバー,digimon,exact_official_string
1019,ファイナル・エリシオン,digimon,exact_official_string
1020,インフェルノゲート,digimon,exact_official_string
1021,ヘルファイアー,digimon,exact_official_string
1022,クリムゾンブレス,digimon,exact_official_string
1023,クラッシュローリング,digimon,exact_official_string
1024,ベビーブレイズ,digimon,exact_official_string
1025,スマッシュホーン,digimon,exact_official_string
1026,ジ・シュルネン,digimon,exact_official_string
1027,プチファイアー,digimon,exact_official_string
1028,ホーンテッドピルス,digimon,exact_official_string
1029,クレイジーゴーラウンド,digimon,exact_official_string
1030,サンクタス・トルメンタム,digimon,exact_official_string
1031,ロードオブフラタニティ,digimon,exact_official_string
1032,ノブレス・オブ・ルージュ,digimon,exact_official_string
1033,究極戦突剣（きゅうきょくせんとつけん）グランローゼリオ,digimon,exact_official_string
1034,白詰一文字切り,digimon,exact_official_string
1035,白殺（びゃくさい）,digimon,exact_official_string
1036,突蜂（とっほう）,digimon,exact_official_string
1037,ギガデストロイヤーⅡ,digimon,exact_official_string
1038,ヌークリアレーザーⅡ,digimon,exact_official_string
1039,獣王拳,digimon,exact_official_string
1040,ベビーフレイム,digimon,exact_official_string
1041,ベビーバーナー,digimon,exact_official_string
1042,鉄拳断罪,digimon,exact_official_string
1043,シュベルトフリューゲル,digimon,exact_official_string
1044,究極戦刃聖覇剣（きゅうきょくせんじんせいばけん）,digimon,exact_official_string
1045,ディレクトスマッシャー,digimon,exact_official_string
1046,イグニッションプロミネンス,digimon,exact_official_string
1047,デュエルエッジフロージョン,digimon,exact_official_string
1048,バレエガン,digimon,exact_official_string
1049,ウィスレン,digimon,exact_official_string
1050,エンド・オブ・ザ・ワールド,digimon,exact_official_string
1051,マグナヴィジビリティ,digimon,exact_official_string
1052,サモン・アポカリプス,digimon,exact_official_string
1053,ラプターグラップル,digimon,exact_official_string
1054,クラッシュチャージ,digimon,exact_official_string
1055,天波返し（てんばがえし）,digimon,exact_official_string
1056,漢癪ダスト（かんしゃくダスト）,digimon,exact_official_string
1057,世堀クロードリル（よぼりクロードリル）,digimon,exact_official_string
1058,インフェルノディバイド,digimon,exact_official_string
1059,サーベラスイレイズ,digimon,exact_official_string
1060,トイフレイム,digimon,exact_official_string
1061,アストロボンバー,digimon,exact_official_string
1062,ダイナマイトソウル,digimon,exact_official_string
1063,甕布都神（ミカフツノカミ）,digimon,exact_official_string
1064,羽黒（ハグロ）,digimon,exact_official_string
1065,リザードダンス,digimon,exact_official_string
1066,ヴァイスシュピラーレ,digimon,exact_official_string
1067,シュバルツナーゲル,digimon,exact_official_string
1068,デルブリッツ,digimon,exact_official_string
1069,プラッツェンクロイツ,digimon,exact_official_string
1070,ゲヴァルトシュベルマー,digimon,exact_official_string
1071,ライトニングシャワー,digimon,exact_official_string
1072,サンダースラッシュ,digimon,exact_official_string
1073,サークレットディフェンス,digimon,exact_official_string
1074,フォルムタラニス,digimon,exact_official_string
1075,パーホルス,digimon,exact_official_string
1076,グレンストーム,digimon,exact_official_string
1077,ブラストスマッシュ,digimon,exact_official_string
1078,ヴォルケニック・フレア,digimon,exact_official_string
1079,グライドブレイズ,digimon,exact_official_string
1080,メルダイナー,digimon,exact_official_string
1081,ワイルドブラスト,digimon,exact_official_string
1082,フェルトメイド,digimon,exact_official_string
1083,ホーリーディザイア,digimon,exact_official_string
1084,ダークディスパイア,digimon,exact_official_string
1085,カオスディグレイド,digimon,exact_official_string
1086,パラズィヴァルツァー,digimon,exact_official_string
1087,クオーツィオーネ,digimon,exact_official_string
1088,ライトニングバスター,digimon,exact_official_string
1089,ロケットメッサー,digimon,exact_official_string
1090,フリスビッカー,digimon,exact_official_string
1091,アサルトクロー,digimon,exact_official_string
1092,グレイトフレイム,digimon,exact_official_string
1093,アースタンプ,digimon,exact_official_string
1094,超低速一文字斬り,digimon,exact_official_string
1095,超高速一文字斬り,digimon,exact_official_string
1096,ウォルレーキ,digimon,exact_official_string
1097,カンカン,digimon,exact_official_string
1098,コッツン,digimon,exact_official_string
1099,メディテーションキュア,digimon,exact_official_string
1100,マントラチャント,digimon,exact_official_string
1101,シャットクロー,digimon,exact_official_string
1102,トリコベゾアール,digimon,exact_official_string
1103,エクススクラッチ,digimon,exact_official_string
1104,ジェットアロー,digimon,exact_official_string
1105,クラッシュシンフォニー,digimon,exact_official_string
1106,プチフレイム,digimon,exact_official_string
1107,プラズマクラック,digimon,exact_official_string
1108,ロケットバンカー,digimon,exact_official_string
1109,ガルルソード,digimon,exact_official_string
1110,グレイキャノン,digimon,exact_official_string
1111,ガオガトルネード,digimon,exact_official_string
1112,ウィニングナックル,digimon,exact_official_string
1113,ハウリングキャノン,digimon,exact_official_string
1114,ダッシュダブルクロー,digimon,exact_official_string
1115,ガオガハウンド,digimon,exact_official_string
1116,スパイラルブロー,digimon,exact_official_string
1117,スクラッチスマッシュ,digimon,exact_official_string
1118,手裏裏剣（しゅりりんけん）,digimon,exact_official_string
1119,打竹落し（うちたけおとし）,digimon,exact_official_string
1120,弾丸旋風（だんがんせんぷう）,digimon,exact_official_string
1121,絶光衝（ぜっこうしょう）,digimon,exact_official_string
1122,ホーリーショット,digimon,exact_official_string
1123,ジャッジメント,digimon,exact_official_string
1124,ゼロ・ジェネシス,digimon,exact_official_string
1125,ベニアズマ・ストレート,digimon,exact_official_string
1126,ベニアズマ・アッパーカット,digimon,exact_official_string
1127,乱破（らっぱ）,digimon,exact_official_string
1128,水破（すっぱ）,digimon,exact_official_string
1129,突破（とっぱ）,digimon,exact_official_string
1130,火弾,digimon,exact_official_string
1131,水竜,digimon,exact_official_string
1132,風車,digimon,exact_official_string
1133,電閃,digimon,exact_official_string
1134,索敵,digimon,exact_official_string
1135,ナイトストーカー,digimon,exact_official_string
1136,ラブポイズン,digimon,exact_official_string
1137,ファイナルストライクロール,digimon,exact_official_string
1138,マッドネスメリーゴーランドＤＸ,digimon,exact_official_string
1139,サイバーギガンティックランチャー,digimon,exact_official_string
1140,コロナル・マス・エジェクション,digimon,exact_official_string
1141,プラズマキャノン,digimon,exact_official_string
1142,ナイトホーク,digimon,exact_official_string
1143,トライデントテール,digimon,exact_official_string
1144,強羅打雷銃（ゴウラダライガン）,digimon,exact_official_string
1145,超力鳴動破（チョウリキメイドウハ）,digimon,exact_official_string
1146,魔重力呪縛陣（まじゅうりょくじゅばくじん）,digimon,exact_official_string
1147,The Lion Sleeps Tonight,digimon,exact_official_string
1148,Lion Heart,digimon,exact_official_string
1149,獣王堕拳,digimon,exact_official_string
1150,腐毒爪,digimon,exact_official_string
1151,ボンバーヘッド,digimon,exact_official_string
1152,ファイヤーワークスレボリューション,digimon,exact_official_string
1153,デス・ザ・キャノン,digimon,exact_official_string
1154,ダイアモンドマシンガン,digimon,exact_official_string
1155,ダイアモンドヘッジホッグ,digimon,exact_official_string
1156,プリズムフラッシュ,digimon,exact_official_string
1157,クリスタルブレス,digimon,exact_official_string
1158,ライトニングシュート,digimon,exact_official_string
1159,ライトニングオーバーヘッド,digimon,exact_official_string
1160,悪夢の泡,digimon,exact_official_string
1161,チンチクリン,digimon,exact_official_string
1162,シュガープラム,digimon,exact_official_string
1163,ホーンブレイカー,digimon,exact_official_string
1164,へヴィスピーカー,digimon,exact_official_string
1165,ガムロール,digimon,exact_official_string
1166,トランスデリバリー,digimon,exact_official_string
1167,アストラルスナッチャー,digimon,exact_official_string
1168,スカーレットブラッドワイン,digimon,exact_official_string
1169,インビジブルスネークアイズ,digimon,exact_official_string
1170,電影烈破（でんえいれっぱ）,digimon,exact_official_string
1171,光電殺法之陣（こうでんさっぽうのじん）,digimon,exact_official_string
1172,癒天光(いてんこう）,digimon,exact_official_string
1173,業火弾（ごうかだん）,digimon,exact_official_string
