species_id,source_kind,source_id,name_ja,official_detail_url,official_level_or_grade,official_type_or_app_type,official_attribute,profile_sha256,profile_char_count,evidence_signals,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,bst,battle_type_1,battle_type_2,battle_type_status,catch_rate,exp_yield,growth_rate,confidence,derivation_version
318,digimon,pomumon,ポームモン,https://digimon.net/reference/detail.php?directory_name=pomumon,成長期,植物型,データ,217c4130740e10d1b364bf6b69c7c701a69095fb8c220c291b89d0f3717cbbc1,199,attack:突進:+3 ; speed:飛行:+2 ; speed:走:+2 ; type:TYPE_GRASS:植物:profile:+2 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FLYING:鳥:profile:+4 ; type:TYPE_FLYING:羽:profile:+2 ; type:TYPE_GRASS:植物:official_type:+5 ; type_choice:TYPE_FLYING:8 ; type_choice:TYPE_GRASS:7 ; growth:official_stage_plus_profile_power:medium_fast,58,72,58,76,58,58,380,TYPE_FLYING,TYPE_GRASS,resolved_profile_evidence,187,152,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
319,digimon,eyesmon_scatter,アイズモン：スキャッターモード,https://digimon.net/reference/detail.php?directory_name=eyesmon_scatter,成熟期,魔竜型,ウィルス,ba0aa5aa3b15e21a9ca7c73995e83e2cfdac803b3cdbadedd031bbfe396dbf14,120,attack:力:+2 ; special_attack:呪:+4 ; special_attack:念:+8 ; special_attack:光:+3 ; special_attack:データ:+4 ; type:TYPE_PSYCHIC:念:profile:+2 ; type:TYPE_PSYCHIC:念:move:+4 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_PSYCHIC:6 ; type_choice:TYPE_DRAGON:5 ; growth:official_stage_plus_profile_power:medium_fast,78,87,78,78,164,78,563,TYPE_PSYCHIC,TYPE_DRAGON,resolved_profile_evidence,134,239,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
320,digimon,eyesmon,アイズモン,https://digimon.net/reference/detail.php?directory_name=eyesmon,成熟期,魔竜型,ウィルス,3162b870dc73b8fd386848d01147b0f5f6c25d6ba1df38e4e805fa44f7fa0926,120,power:強大:+4 ; attack:力:+2 ; special_attack:呪:+4 ; special_attack:念:+8 ; special_attack:光:+3 ; special_attack:データ:+4 ; type:TYPE_PSYCHIC:念:profile:+2 ; type:TYPE_PSYCHIC:念:move:+4 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_PSYCHIC:6 ; type_choice:TYPE_DRAGON:5 ; growth:official_stage_plus_profile_power:medium_fast,85,94,85,85,171,85,605,TYPE_PSYCHIC,TYPE_DRAGON,resolved_profile_evidence,118,263,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
321,digimon,betamon_x,ベタモン（X抗体）,https://digimon.net/reference/detail.php?directory_name=betamon_x,成長期,水棲型,ウィルス,282898a87097fe98b0a8cd981ce6699654523178a0e3996cc18acf0a1e086f50,295,hp:生命:+2 ; attack:パワー:+4 ; attack:爪:+3 ; special_attack:電撃:+12 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_ELECTRIC:電撃:profile:+6 ; type:TYPE_ELECTRIC:電撃:move:+8 ; type:TYPE_WATER:水棲:official_type:+5 ; type_choice:TYPE_ELECTRIC:14 ; growth:official_stage_plus_profile_power:medium_fast,67,90,58,58,112,58,443,TYPE_ELECTRIC,,resolved_profile_evidence,168,185,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
322,digimon,gazimon_x,ガジモン（X抗体）,https://digimon.net/reference/detail.php?directory_name=gazimon_x,成長期,哺乳類型,ウィルス,be35d5676d3795fedd5754a45770d64f28f4c108a067865f174505ff4df3aa34,412,power:小型:-1 ; attack:爪:+9 ; special_attack:毒:+3 ; type:TYPE_POISON:毒:profile:+2 ; type:TYPE_NORMAL:哺乳類:profile:+4 ; type_candidate:TYPE_NORMAL:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,56,97,56,56,70,56,391,TYPE_NORMAL,,unresolved_low_type_evidence,181,165,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
323,digimon,algomon_lv1,アルゴモン,https://digimon.net/reference/detail.php?directory_name=algomon_lv1,幼年期Ⅰ,突然変異型,,dce5797a8985c924ed88ebcc5e7c7803b18b0b3d580527d1e2ef1ed59e01860b,85,special_attack:データ:+2 ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,28,28,28,28,37,28,177,TYPE_NORMAL,,unresolved_low_type_evidence,234,82,GROWTH_MEDIUM_FAST,low,profile-derived-v1
324,digimon,ghostmon,ゴースモン,https://digimon.net/reference/detail.php?directory_name=ghostmon,成長期,ゴースト型,データ,31c62c08e8ba790dab3c7aa50e3b4c76b67fe8e1d15169149e775b30741add0d,186,attack:突進:+3 ; attack:叩:+2 ; special_attack:エネルギー:+3 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,80,58,58,72,58,384,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,185,155,GROWTH_MEDIUM_FAST,low,profile-derived-v1
325,digimon,regalecusmon,レガレクスモン,https://digimon.net/reference/detail.php?directory_name=regalecusmon,究極体,水棲型,ウィルス,285c0f7b1e492de70900f3a56eb73de80bb4815e6dc8e9fe7a42b08e0dbfa7d7,193,power:圧倒:+5 ; hp:巨大:+2 ; attack:力:+2 ; attack:剣:+6 ; type:TYPE_WATER:海:profile:+6 ; type:TYPE_WATER:深海:profile:+2 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_WATER:水棲:official_type:+5 ; type_choice:TYPE_WATER:15 ; growth:official_stage_plus_profile_power:slow,140,167,131,131,131,131,831,TYPE_WATER,,resolved_profile_evidence,73,322,GROWTH_SLOW,medium,profile-derived-v1
326,digimon,piranimon,ピラニモン,https://digimon.net/reference/detail.php?directory_name=piranimon,完全体,水棲型,ウィルス,dc257d0224c198d501ab4c1441918b517c09ed42d5ad7afb308c6dc4c886b129,219,attack:力:+6 ; attack:牙:+3 ; speed:高速:+5 ; special_attack:データ:+2 ; type:TYPE_WATER:水中:profile:+2 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_WATER:水棲:official_type:+5 ; type_choice:TYPE_WATER:9 ; growth:official_stage_plus_profile_power:medium_slow,100,140,100,122,109,100,671,TYPE_WATER,,resolved_profile_evidence,118,256,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
327,digimon,gusokumon,グソクモン,https://digimon.net/reference/detail.php?directory_name=gusokumon,完全体,甲殻類型,ワクチン,e3ce4516277084c1d0cfa95d04b9bb34a152e39c0927c16f7c9af2b6ea9f16e3,226,hp:生命:+2 ; attack:爪:+3 ; defense:甲殻:+4 ; special_attack:エネルギー:+3 ; special_attack:雷:+3 ; special_attack:光:+3 ; special_attack:爆発:+3 ; type:TYPE_WATER:海:profile:+4 ; type:TYPE_ELECTRIC:雷:profile:+2 ; type_candidate:TYPE_WATER:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:profile:slow,109,114,118,100,154,100,695,TYPE_NORMAL,,unresolved_low_type_evidence,111,269,GROWTH_SLOW,medium,profile-derived-v1
328,digimon,marinchimairamon,マリンキメラモン,https://digimon.net/reference/detail.php?directory_name=marinchimairamon,完全体,合成型,ワクチン,e98774cef07527133299382bbeecd549a95f84b7d14de9a17ae7bb678fc53dcb,188,power:凄まじ:+3 ; power:神:+3 ; attack:破壊:+4 ; speed:高速:+5 ; special_attack:エネルギー:+3 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_WATER:アクア:profile:+2 ; type:TYPE_WATER:アクア:move:+4 ; type_choice:TYPE_WATER:8 ; growth:official_stage_plus_profile_power:medium_slow,111,129,111,133,124,111,719,TYPE_WATER,,resolved_profile_evidence,100,281,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
329,digimon,tobiumon,トビウモン,https://digimon.net/reference/detail.php?directory_name=tobiumon,成熟期,水棲型,ワクチン,8957c49ecb2555f98e02fd561ae6e33eb6d18c27e21ae7b1b6391ab19b9bf70f,172,attack:斬:+3 ; speed:高速:+10 ; speed:飛行:+2 ; type:TYPE_WATER:海:profile:+2 ; type:TYPE_WATER:水棲:profile:+2 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_WATER:水棲:official_type:+5 ; type_choice:TYPE_WATER:9 ; growth:official_stage_plus_profile_power:medium_fast,78,92,78,132,78,78,536,TYPE_WATER,,resolved_profile_evidence,146,218,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
330,digimon,sangomon,サンゴモン,https://digimon.net/reference/detail.php?directory_name=sangomon,成長期,軟体型,データ,85f6f740952f4739d742e15d8a3cb01c67ced44c77323a9a99e2c60642459dd3,172,speed:走:+2 ; special_attack:毒:+3 ; type:TYPE_WATER:海:profile:+2 ; type:TYPE_POISON:毒:profile:+2 ; type_candidate:TYPE_POISON:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,67,72,58,371,TYPE_NORMAL,,unresolved_low_type_evidence,189,148,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
331,digimon,gogmamon,ゴグマモン,https://digimon.net/reference/detail.php?directory_name=gogmamon,完全体,鉱石型,ワクチン,1a6732c49bfa395f94e73a0e7732ee6ea1447ab48e74be67c5a999ffa5e1038e,192,hp:巨大:+2 ; special_attack:エネルギー:+6 ; special_attack:光:+6 ; type:TYPE_ROCK:石:profile:+2 ; type:TYPE_ROCK:鉱石:profile:+2 ; type:TYPE_ROCK:クリスタル:profile:+6 ; type:TYPE_ROCK:鉱石:official_type:+5 ; type:TYPE_STEEL:鉱石:official_type:+2 ; type_choice:TYPE_ROCK:15 ; growth:official_stage_plus_profile_power:medium_slow,109,100,100,100,154,100,663,TYPE_ROCK,,resolved_profile_evidence,117,261,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
332,digimon,baboongamon,バブンガモン,https://digimon.net/reference/detail.php?directory_name=baboongamon,成熟期,獣型,ワクチン,9ba9f32b152d807c3a3451a17558ff1ba326f09592b7ec2a8705e39ccbcb16c2,158,hp:再生:+4 ; attack:叩:+2 ; defense:硬い:+4 ; speed:スピード:+4 ; special_defense:再生:+3 ; type:TYPE_ROCK:岩:profile:+6 ; type:TYPE_ROCK:石:profile:+2 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type_choice:TYPE_ROCK:8 ; growth:official_stage_plus_profile_power:medium_fast,96,87,96,96,78,92,545,TYPE_ROCK,,resolved_profile_evidence,151,204,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
333,digimon,sunarizamon,スナリザモン,https://digimon.net/reference/detail.php?directory_name=sunarizamon,成長期,爬虫類型,ウィルス,faa58c3433a6a077d663b3d3e8a694ba24f0b87d25f4b61ff190e5d85f966f63,188,attack:爪:+3 ; type:TYPE_GROUND:砂:profile:+6 ; type:TYPE_GROUND:砂漠:profile:+4 ; type:TYPE_DRAGON:爬虫類:official_type:+4 ; type:TYPE_NORMAL:爬虫類:official_type:+1 ; type_choice:TYPE_GROUND:10 ; growth:official_stage_plus_profile_power:medium_fast,58,72,58,58,58,58,362,TYPE_GROUND,,resolved_profile_evidence,191,146,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
334,digimon,jewelbeemon,ジュエルビーモン,https://digimon.net/reference/detail.php?directory_name=jewelbeemon,完全体,昆虫型,ワクチン,254a33708a5708fda8f5fb7f29fcaa8e5d1ecc02a3406b2b29a30ca57810d1d4,126,hp:頑丈:+3 ; attack:格闘:+4 ; attack:槍:+3 ; defense:頑丈:+4 ; special_attack:衝撃波:+3 ; special_attack:光:+3 ; type:TYPE_FIGHTING:格闘:profile:+2 ; type:TYPE_BUG:昆虫:profile:+2 ; type:TYPE_BUG:昆虫:official_type:+5 ; type_choice:TYPE_BUG:7 ; growth:official_stage_plus_profile_power:medium_slow,114,132,118,100,127,100,691,TYPE_BUG,,resolved_profile_evidence,116,258,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
335,digimon,hudiemon,フーディエモン,https://digimon.net/reference/detail.php?directory_name=hudiemon,成熟期,昆虫型,フリー,3a6e94e0c51353dd72b6e9a9139e014195fbe6b8df8e5c53097f6412aa9c4188,340,attack:キック:+6 ; speed:飛翔:+3 ; special_attack:光:+3 ; special_attack:毒:+3 ; special_attack:データ:+4 ; type:TYPE_FIGHTING:キック:profile:+2 ; type:TYPE_FIGHTING:キック:move:+4 ; type:TYPE_POISON:毒:profile:+2 ; type:TYPE_FLYING:飛翔:profile:+2 ; type:TYPE_FLYING:羽:profile:+6 ; type:TYPE_BUG:昆虫:profile:+2 ; type:TYPE_BUG:蝶:profile:+2 ; type:TYPE_BUG:昆虫:official_type:+5 ; type_choice:TYPE_BUG:9 ; type_choice:TYPE_FLYING:8 ; growth:official_stage_plus_profile_power:medium_fast,78,105,78,92,123,78,554,TYPE_BUG,TYPE_FLYING,resolved_profile_evidence,144,218,GROWTH_MEDIUM_FAST,high,profile-derived-v1
336,digimon,arresterdramon_superior,アレスタードラモン：スペリオルモード,https://digimon.net/reference/detail.php?directory_name=arresterdramon_superior,"完全体
(クロスウォーズ)",竜型,ワクチン,c55a7ed45525e6ee818d79fb1fc9f1c562be2c25f3cac8d28c5d95a7abba8998,284,power:強大:+4 ; hp:巨大:+2 ; attack:力:+6 ; attack:破壊:+4 ; defense:守り:+3 ; speed:飛行:+2 ; special_attack:炎:+3 ; type:TYPE_FIRE:炎:profile:+2 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FLYING:翼:profile:+2 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_DRAGON:5 ; growth:official_stage_plus_profile_power:medium_slow,116,152,121,116,121,107,733,TYPE_DRAGON,,resolved_profile_evidence,97,288,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
337,digimon,garurumon_x,ガルルモン（X抗体）,https://digimon.net/reference/detail.php?directory_name=garurumon_x,成熟期,獣型,ワクチン,77cb97c108e8a81844675be7f2784aadb98ec9576225cca0ce320b91b48d5b96,416,speed:敏捷:+5 ; special_attack:炎:+3 ; special_attack:熱:+2 ; type:TYPE_FIRE:炎:profile:+2 ; type:TYPE_FIGHTING:筋肉:profile:+2 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type_candidate:TYPE_NORMAL:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,78,78,78,100,100,78,512,TYPE_NORMAL,,unresolved_low_type_evidence,157,197,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
338,digimon,greymon_x,グレイモン（X抗体）,https://digimon.net/reference/detail.php?directory_name=greymon_x,成熟期,恐竜型,ワクチン,cfc1536fb63ae4a00f212024bcd24cddf9beab288021dff17001f3c2f59001ea,324,power:超高:+3 ; hp:巨大:+2 ; attack:力:+2 ; attack:爪:+3 ; special_attack:炎:+3 ; special_attack:火:+2 ; special_attack:熱:+2 ; special_attack:爆発:+3 ; type:TYPE_FIRE:炎:profile:+2 ; type:TYPE_FIRE:火炎:profile:+2 ; type:TYPE_FIRE:フレイム:profile:+4 ; type:TYPE_FIRE:フレイム:move:+4 ; type:TYPE_BUG:甲虫:profile:+2 ; type:TYPE_DRAGON:竜:profile:+6 ; type:TYPE_DRAGON:恐竜:profile:+6 ; type:TYPE_DRAGON:竜:official_type:+5 ; type:TYPE_DRAGON:恐竜:official_type:+3 ; type_choice:TYPE_DRAGON:20 ; growth:official_stage_plus_profile_power:medium_fast,92,106,83,83,128,83,575,TYPE_DRAGON,,resolved_profile_evidence,134,234,GROWTH_MEDIUM_FAST,high,profile-derived-v1
339,digimon,algomon_lv4,アルゴモン,https://digimon.net/reference/detail.php?directory_name=algomon_lv4,成熟期,突然変異型,ウィルス,d8b69bc7450927dbf31447744ac8b01d95247b39b21df8d193259112dcc2935a,116,attack:パワー:+4 ; attack:力:+2 ; special_attack:電撃:+4 ; type:TYPE_ELECTRIC:電撃:profile:+2 ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:profile:slow,78,105,78,78,96,78,513,TYPE_NORMAL,,unresolved_low_type_evidence,156,200,GROWTH_SLOW,medium,profile-derived-v1
340,digimon,algomon_lv3,アルゴモン,https://digimon.net/reference/detail.php?directory_name=algomon_lv3,成長期,突然変異型,ウィルス,6b675fa7ccb1cf9cd05c58e0689cfa954ec350050bbc5fd73fedfd720b3219ed,103,defense:守り:+3 ; special_attack:データ:+2 ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,72,58,67,58,371,TYPE_NORMAL,,unresolved_low_type_evidence,189,148,GROWTH_MEDIUM_FAST,low,profile-derived-v1
341,digimon,algomon_lv2,アルゴモン,https://digimon.net/reference/detail.php?directory_name=algomon_lv2,幼年期Ⅱ,突然変異型,,eca5776f6b2d553a6b22e53ed1ccf53a9b572c6aceedbedb998f1e9e02b8952e,85,special_attack:データ:+4 ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,38,38,38,38,56,38,246,TYPE_NORMAL,,unresolved_low_type_evidence,217,109,GROWTH_MEDIUM_FAST,low,profile-derived-v1
342,digimon,spadamon,スパーダモン,https://digimon.net/reference/detail.php?directory_name=spadamon,成長期,武器型,フリー,e9a94fc4a430b3188f5be2c32f3c452a8d0dcf3cc9152dc1cedaa80b3e936a9b,129,power:弱い:-4 ; attack:力:+2 ; type:TYPE_DARK:悪魔:profile:+2 ; type:TYPE_FAIRY:天使:profile:+2 ; type_candidate:TYPE_DARK:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,51,60,51,51,51,51,315,TYPE_NORMAL,,unresolved_low_type_evidence,203,128,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
343,digimon,morphomon,モルフォモン,https://digimon.net/reference/detail.php?directory_name=morphomon,成長期,昆虫型,ワクチン,34601c2295235e937713ecf22975f0853fb54c55fe3834fd60c39bdb7afb0d7f,167,stats:balanced:no_specialization_signal_in_official_text ; type:TYPE_BUG:蝶:profile:+2 ; type:TYPE_BUG:昆虫:official_type:+5 ; type_choice:TYPE_BUG:7 ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,58,58,348,TYPE_BUG,,resolved_profile_evidence,197,136,GROWTH_MEDIUM_FAST,low,profile-derived-v1
344,digimon,eosmon_lv6,エオスモン,https://digimon.net/reference/detail.php?directory_name=eosmon_lv6,究極体,不明,不明,a1e9218590e8ce8b00ed44c2a86f82dc0daad0b954258460f8c9a192d14980ae,218,power:究極:+5 ; hp:巨大:+2 ; attack:破壊:+4 ; attack:切断:+4 ; speed:瞬間:+3 ; speed:走:+2 ; special_attack:ビーム:+4 ; type_placeholder:TYPE_NORMAL:no_specialized_affinity_evidence ; growth:profile:erratic,140,167,131,154,149,131,872,TYPE_NORMAL,,unresolved_no_specialized_type_evidence,65,333,GROWTH_ERRATIC,medium,profile-derived-v1
345,digimon,gabumon_kizuna,ガブモン -友情の絆-,https://digimon.net/reference/detail.php?directory_name=gabumon_kizuna,究極体,不明,不明,9cf605b1ec8faa4d353cb9420ec61df4f7156a4d5097523bd0c95e9467fb7ae0,283,defense:装甲:+5 ; speed:飛行:+2 ; speed:走:+2 ; special_attack:ビーム:+4 ; special_attack:レーザー:+4 ; special_attack:光:+3 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FLYING:翼:profile:+2 ; type:TYPE_STEEL:鉄:profile:+2 ; type:TYPE_STEEL:装甲:profile:+2 ; type_candidate:TYPE_FLYING:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:slow,122,122,144,140,172,122,822,TYPE_NORMAL,,unresolved_low_type_evidence,83,310,GROWTH_SLOW,medium,profile-derived-v1
346,digimon,agumon_kizuna,アグモン -勇気の絆-,https://digimon.net/reference/detail.php?directory_name=agumon_kizuna,究極体,不明,不明,fe28d975d61d193ad944189a3136b0b0d2c60edbf9c41485329a16113e03387f,248,power:超高:+3 ; attack:爪:+3 ; attack:槍:+3 ; special_attack:エネルギー:+3 ; special_attack:レーザー:+4 ; special_attack:炎:+6 ; special_attack:光:+3 ; special_attack:熱:+4 ; type:TYPE_FIRE:炎:profile:+4 ; type_candidate:TYPE_FIRE:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:slow,127,154,127,127,217,127,879,TYPE_NORMAL,,unresolved_low_type_evidence,58,352,GROWTH_SLOW,medium,profile-derived-v1
347,digimon,eosmon_lv5,エオスモン,https://digimon.net/reference/detail.php?directory_name=eosmon_lv5,完全体,不明,不明,6da74a3f40541a145b488ca2de15a42c63daa6c6d149fae9c453dd1e6b5f9bca,219,hp:巨大:+2 ; attack:力:+2 ; attack:切断:+4 ; speed:高速:+5 ; special_attack:エネルギー:+3 ; special_attack:電撃:+4 ; type:TYPE_ELECTRIC:電撃:profile:+2 ; type:TYPE_ELECTRIC:サンダー:profile:+2 ; type:TYPE_ELECTRIC:サンダー:move:+4 ; type:TYPE_FLYING:翼:profile:+2 ; type_choice:TYPE_ELECTRIC:8 ; growth:profile:slow,109,127,100,122,132,100,690,TYPE_ELECTRIC,,resolved_profile_evidence,116,258,GROWTH_SLOW,high,profile-derived-v1
348,digimon,eosmon_lv4,エオスモン,https://digimon.net/reference/detail.php?directory_name=eosmon_lv4,成熟期,不明,不明,d1127712017ddd93af711d84bb04de9cc03e9571a50df05fad9379a00f49c670,208,special_attack:電撃:+4 ; special_attack:熱:+2 ; type:TYPE_ELECTRIC:電撃:profile:+2 ; type:TYPE_FLYING:羽:profile:+2 ; type_candidate:TYPE_ELECTRIC:2 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:profile:slow,78,78,78,78,105,78,495,TYPE_NORMAL,,unresolved_low_type_evidence,159,195,GROWTH_SLOW,medium,profile-derived-v1
349,digimon,tonosamamamemon,トノサママメモン,https://digimon.net/reference/detail.php?directory_name=tonosamamamemon,究極体,突然変異型,データ,b8d7a25d7aae469006745904058ff0a39b30024c5d811165370abb2aa30d3bef,303,special_attack:データ:+2 ; type:TYPE_NORMAL:突然変異:official_type:+3 ; type_candidate:TYPE_NORMAL:3 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:slow,122,122,122,122,131,122,741,TYPE_NORMAL,,unresolved_low_type_evidence,107,270,GROWTH_SLOW,low,profile-derived-v1
350,digimon,omegamon_zwart,オメガモン ズワルト,https://digimon.net/reference/detail.php?directory_name=omegamon_zwart,究極体,聖騎士型,ワクチン,43733d1435bd974c3732d214c2de07f08f97bbc012a4243156fb9ae8b97d143a,390,power:無敵:+8 ; attack:パワー:+4 ; attack:力:+2 ; attack:剣:+6 ; defense:盾:+4 ; speed:飛行:+2 ; special_attack:冷気:+3 ; special_defense:聖:+2 ; type:TYPE_ICE:冷気:profile:+2 ; type:TYPE_ICE:凍:profile:+2 ; type:TYPE_FIGHTING:戦士:profile:+2 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FAIRY:聖:profile:+2 ; type:TYPE_FAIRY:聖:official_type:+3 ; type_choice:TYPE_FAIRY:5 ; growth:official_stage_plus_profile_power:slow,136,190,154,145,150,145,920,TYPE_FAIRY,,resolved_profile_evidence,46,363,GROWTH_SLOW,high,profile-derived-v1
351,digimon,terriermon_assistant,テリアモン助手,https://digimon.net/reference/detail.php?directory_name=terriermon_assistant,成長期,獣型,ワクチン,70ebd7cbb3921b0d7b7f1102574a42f11b364e60c0a76db09c2a8f8f99dd6e39,111,special_attack:熱:+2 ; type:TYPE_NORMAL:獣型:official_type:+4 ; type_candidate:TYPE_NORMAL:4 ; type_placeholder:TYPE_NORMAL:low_evidence ; growth:official_stage_plus_profile_power:medium_fast,58,58,58,58,67,58,357,TYPE_NORMAL,,unresolved_low_type_evidence,193,142,GROWTH_MEDIUM_FAST,low,profile-derived-v1
352,digimon,cryspaledramon,クリスペイルドラモン,https://digimon.net/reference/detail.php?directory_name=cryspaledramon,完全体,竜人型,データ,5893e5c5251cc4e31db0f3ff5777447771fab8a92355a4362eaea6aeeb6164fb,259,attack:力:+4 ; attack:爪:+3 ; attack:斬:+3 ; defense:防御:+5 ; speed:高速:+5 ; speed:飛行:+2 ; special_attack:氷:+9 ; special_attack:冷気:+3 ; special_attack:熱:+2 ; type:TYPE_ICE:氷:profile:+6 ; type:TYPE_ICE:冷気:profile:+2 ; type:TYPE_ICE:凍:profile:+2 ; type:TYPE_ICE:雪:profile:+4 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FLYING:翼:profile:+2 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_ICE:14 ; growth:official_stage_plus_profile_power:medium_slow,100,145,122,132,163,100,762,TYPE_ICE,,resolved_profile_evidence,96,290,GROWTH_MEDIUM_SLOW,high,profile-derived-v1
353,digimon,metallicdramon,メタリックドラモン,https://digimon.net/reference/detail.php?directory_name=metallicdramon,究極体,天竜型,データ,0767d3ce176ccd9211331adedbd2674bac75a5ef65a3c5b18c5f5be72f85deb7,303,power:強力:+3 ; attack:力:+2 ; attack:剣:+3 ; attack:斬:+3 ; speed:高速:+5 ; speed:瞬間:+3 ; speed:飛行:+2 ; special_attack:レーザー:+12 ; special_attack:光:+9 ; type:TYPE_FLYING:飛行:profile:+2 ; type:TYPE_FLYING:羽:profile:+2 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_DRAGON:5 ; growth:official_stage_plus_profile_power:slow,127,163,127,172,222,127,938,TYPE_DRAGON,,resolved_profile_evidence,45,370,GROWTH_SLOW,high,profile-derived-v1
354,digimon,jazarichmon,ジャザリッヒモン,https://digimon.net/reference/detail.php?directory_name=jazarichmon,完全体,機竜型,データ,74bc503f33daad67201cd0662b4efafa923416d24c1dc2dfdda70d78d3a8224d,199,speed:高速:+5 ; speed:飛行:+4 ; special_attack:レーザー:+4 ; type:TYPE_FLYING:飛行:profile:+4 ; type:TYPE_FLYING:空中:profile:+4 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_FLYING:8 ; growth:official_stage_plus_profile_power:medium_slow,100,100,100,140,118,100,658,TYPE_FLYING,,resolved_profile_evidence,121,253,GROWTH_MEDIUM_SLOW,medium,profile-derived-v1
355,digimon,jazardmon,ジャザードモン,https://digimon.net/reference/detail.php?directory_name=jazardmon,成熟期,機竜型,データ,baa6de5145aab36889ad737adecd137c33b0d7cac9d343c9861705cbb40d8362,185,speed:高速:+10 ; special_attack:レーザー:+12 ; special_attack:音波:+4 ; special_attack:データ:+2 ; special_attack:熱:+2 ; type:TYPE_DRAGON:竜:profile:+2 ; type:TYPE_DRAGON:竜:official_type:+5 ; type_choice:TYPE_DRAGON:7 ; growth:official_stage_plus_profile_power:medium_fast,78,78,78,123,168,78,603,TYPE_DRAGON,,resolved_profile_evidence,126,251,GROWTH_MEDIUM_FAST,medium,profile-derived-v1
