move_id,name_ja,gameplay_origin,power,accuracy,pp,category,battle_affinity,effect,priority,target,runtime_status
733,カラミティバイス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
734,ブラントクロー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
735,コロニートーピード,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
736,ポセイドンボルテックス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
737,アクア・バイパー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
738,サッカーフィッシュダーツ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
739,フライングフィニッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
740,レフュージミスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
741,コーラルプレッシャー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
742,ジャイアントグレイター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
743,カース・リフレクション,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
744,マウントストーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
745,グライドロックス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
746,グリットネイル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
747,サンドブラスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
748,スパイクバスター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
749,フライングキック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
750,インフィニティドリーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
751,ブレイズスパイカー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
752,マッハフリッカー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
753,フロッグショット,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
754,スピンカリバー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
755,スパイラルシュレッダー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
756,プリズムギャレット,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
757,フォックスファイアー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
758,メガフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
759,ボルトライン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
760,インプリズメント,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
761,ブルートナックル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
762,シュガーパウンド,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
763,ブルーブレイブ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
764,オーロラブレイザー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
765,リンリンテラピー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
766,オーロラストリーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
767,カッティングエッジ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
768,クルーティレイン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
769,フルメタルマシンガン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
770,クールエッジ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
771,ムーンテンス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
772,レドルスター,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
773,レッドリーマー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
774,ストラッシュサラマンダー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
775,ガイアブレイブ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
776,ビートプレス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
777,ヘクサンダー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
778,ミラーガード,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
779,ミラーダスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
780,ボールトリプ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
781,天晴れ桜,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
782,扇子返し,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
783,ダイバッチグー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
784,プチツイスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
785,フローズンクロー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
786,カロスディメンション,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
787,レーザーカノン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
788,レーザーサーベル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
789,メッサースパイラル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
790,N・S・B・M,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
791,レーザーアイ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
792,ソニックバルカン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
793,ココンピック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
794,サモンフロスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
795,ヘクトエッジブリザード,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
796,アブソリュートブラスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
797,アイスエイジ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
798,メテオヘイル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
799,トリックオアトリート・ウォレス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
800,アトランティックダム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
801,ワッサムリングジャック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
802,デスティニー・デス・デストラクション（Death3）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
803,聖拳滅破,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
804,ナイツ・イントルーダー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
805,クレイジーギグル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
806,フレアロックダマシー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
807,ヘヴィヒートバルカン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
808,ジアルマグナム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
809,オメガ・ザ・フュージョン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
810,エクスラディケート,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
811,メテオライザー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
812,ゴールデンスクエア,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
813,シークレッドウォール,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
814,ラピッドブラスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
815,レーザーガトリングアーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
816,ビリオンバレット,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
817,ラブリースプラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
818,究極戦技天仰拳,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
819,鉄ゲタ張り手,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
820,ペンドラゴンスパークル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
821,雷剣ブレイラガハ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
822,エクストリームテイラー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
823,イレイズクロー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
824,サンライズバスター,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
825,ザンスラスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
826,スターライトエクスプロージョン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
827,ジャスティスXキック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
828,ジャスティスXパンチ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
829,ジャスティスXブレード,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
830,ボルトブレイク,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
831,サンダークラウド,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
832,胡劉球（こりゅうきゅう）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
833,石敢当（せっかんとう）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
834,ティーダ・イヤ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
835,ビリリンハギュー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
836,ライトニングスピア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
837,ヘブンズ・ジャッジメント,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
838,ホーリーマテリアル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
839,エデンスランス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
840,グランドホーリーアロー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
841,ヘブンズチャーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
842,スプーキーザッパー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
843,フェイタルゲイズ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
844,リワインドアビス13（サーティーン）,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
845,ドラゴンズロア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
846,ブレス・オブ・ワイバーン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
847,ドラゴンズガスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
848,アウススターベン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
849,ブラオンネーベル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
850,アイネ・ビリオン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
851,ホーリーフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
852,ホーリーブレイズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
853,ソローブルー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
854,ファンタジーミスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
855,ゴッドフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
856,ゴッドフィスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
857,シャドーウィング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
858,ホーリーチャイム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
859,チクチクバンバン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
860,チクチクバムバム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
861,トーピードアタック,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
862,シックルストリーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
863,ブレイジングアイス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
864,ファロストタイフーン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
865,ブラックパール,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
866,ブレイジングファイア,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
867,ポイズンアイビー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
868,ＲＧＢハーブ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
869,ビークピアス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
870,ネイルコーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
871,スマイリーボム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
872,ボムシング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
873,ブレインラプチュアー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
874,プラネットデストロイヤー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
875,プラネットデストロイヤージャスティス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
876,スルトブランダー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
877,ニヴルヘイムアレスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
878,グランドグリーズル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
879,ヒャズニング・ワルツ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
880,シャイニングＶフォース,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
881,プラズマシュート,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
882,シャイニングゴールドソーラーストーム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
883,キングジャベリン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
884,トライホーンアタック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
885,ゴールデントライホーンアタック,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
886,シザーアームズΩ３^３,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
887,パラライズテイル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
888,パラライズ・ボム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
889,カースオブクィーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
890,ロゼッタストーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
891,カルトゥーシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
892,アイスアロー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
893,アイススピアー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
894,シザーアームズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
895,クランチアーム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
896,ディノバースト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
897,ディノフラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
898,マーチングフィッシィーズ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
899,シザーアームズミニ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
900,暗黒のガイアフォース,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
901,ハデスフォース,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
902,アフターバースト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
903,グレイエム,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
904,エンデブレッヘン,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
905,エネルギアブリッツ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
906,パンデミックデストロイヤー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
907,覇王拳,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
908,WEEK END,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
909,BBバーナー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
910,ジャイロスマッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
911,クオリアライズブラスト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
912,スパイラルヴァニッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
913,デスペレイトボルテックス,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
914,プレデターズバイト,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
915,スパイラル・ヘル,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
916,ギガクリムゾンダイブ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
917,ヴァーミリオンボルテックス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
918,ライトニングスティンガー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
919,クリムゾンスラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
920,ソーンウィップ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
921,ローゼンブラッド,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
922,スマイリーウォーヘッド,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
923,デルモウォーキング,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
924,スパイラルボーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
925,ジャイアントクラッシュボーン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
926,タスクストライクス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
927,ツンドラブレス,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
928,ジオメトリックフリーザー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
929,ヘルマニア,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
930,メリーメリーデストラクション,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
931,ヴァンパイアセオリー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
932,ブラッディドレイン,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
933,パピーハウリング,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
934,パピーポー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
935,ララバイバブル,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
936,スマイリーヘッドバット,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
937,ペイントスプラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
938,プシュー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
939,ナイト・オブ・ファイアー,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
940,サモンチェイサー,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
941,ファイアーブラスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
942,フレイムスナッチ,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
943,ウンチラッシュ,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
944,パラダイスロスト,project_generated_gameplay_v0_noncanonical,70,100,15,special,neutral_v0,hit,0,selected,playtest_parameter_ready
945,パーガトリアルフレイム,project_generated_gameplay_v0_noncanonical,70,100,15,physical,neutral_v0,hit,0,selected,playtest_parameter_ready
