dm_technique_id,emerald_runtime_move_id,name_ja,owner_count,direct_profile_mention_count,evidence_signals,type,type_status,category,power,accuracy,pp,effect,effect_argument,effect_status,target,priority,makes_contact,derivation_version
235,1169,万象逸貫,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,148,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
236,1170,天眼顕聖,1,1,type:TYPE_PSYCHIC:予知:profile_context:+3 ; type:TYPE_FAIRY:聖:name:+6 ; type:TYPE_FAIRY:聖:profile_context:+3 ; type_choice:TYPE_FAIRY:9 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:200.0>187.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,135,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
237,1171,アクセルスティンガー,1,1,type:TYPE_POISON:毒:profile_context:+3 ; type_choice:TYPE_POISON:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:206.0>=165.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_POISON,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,158,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
238,1172,ホーネットイレイザー,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,138,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
239,1173,マッハスティンガー,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=2:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:157.0>=134.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,131,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
240,1174,ビーファランクス,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=2:special=4:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,111,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
241,1175,トルクスティンガー,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:91.0>82.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,95,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
242,1176,バンブルウェルダー,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:91.0>82.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,75,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
243,1177,ブラックサバス,2,2,type:TYPE_FLYING:翼:profile_context:+3 ; type:TYPE_DARK:暗黒:profile_context:+3 ; type_choice:TYPE_DARK:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:158.0>=131.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:2 ; direct_profile_mentions:2,TYPE_DARK,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,132,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
244,1178,ブルーマーダーフレイム,1,1,type:TYPE_FIRE:フレイム:name:+6 ; type:TYPE_FIRE:フレイム:profile_context:+3 ; type_choice:TYPE_FIRE:9 ; category_scores:physical=0:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,102,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
245,1179,メタリカエッジ,1,1,type_owner_context:TYPE_STEEL:2 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,118,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
246,1180,ディープパープルブラスター,1,1,type:TYPE_WATER:ウェーブ:profile_context:+3 ; type_choice:TYPE_WATER:3 ; category_scores:physical=0:special=8:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:ブラスター:name:+3 ; power:ブラスター:profile_context:+3 ; power:最大:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_WATER,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
247,1181,ブリッツクリーグバップ,1,1,type:TYPE_FIGHTING:ナックル:profile_context:+3 ; type_choice:TYPE_FIGHTING:3 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIGHTING,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,91,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
248,1182,アナーキストフレイム,1,1,type:TYPE_FIRE:炎:profile_context:+3 ; type:TYPE_FIRE:火炎:profile_context:+3 ; type:TYPE_FIRE:フレイム:name:+6 ; type:TYPE_FIRE:フレイム:profile_context:+3 ; type_choice:TYPE_FIRE:15 ; category_scores:physical=0:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,93,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
249,1183,龍閃乱撃,1,1,type:TYPE_DRAGON:龍:name:+6 ; type:TYPE_DRAGON:龍:profile_context:+3 ; type_choice:TYPE_DRAGON:9 ; category_scores:physical=4:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DRAGON,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,151,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
250,1184,毘沙門八極殲陣,1,1,type_owner_context:TYPE_DRAGON:2 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_DRAGON,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,121,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
251,1185,鷹尖円舞,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,152,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
252,1186,招来・哮天犬,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:195.0>154.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,132,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
253,1187,マリッジストライク,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:217.0>=163.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,164,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
254,1188,ノーブルファミリアーツ,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,144,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
255,1189,プリズムデイトブレイク,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=4:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:強力:profile_context:+2 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,154,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
256,1190,アップルフォーユー,1,1,type:TYPE_FIRE:炎:profile_context:+3 ; type:TYPE_FIRE:火炎:profile_context:+3 ; type_choice:TYPE_FIRE:6 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:150.0>=114.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,128,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
257,1191,クリムゾンリッパー,1,1,type_owner_context:TYPE_FIRE:2 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,88,95,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
258,1192,マーシーバスケット,1,1,type_owner_context:TYPE_FIRE:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:150.0>=114.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,108,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
259,1193,ゲイルブレイバー,1,1,type_owner_context:TYPE_FLYING:2 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,145,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
260,1194,アネモイエンブレイス,1,1,type:TYPE_FLYING:翼:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,127,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
261,1195,ディバインテンペスト,1,1,type:TYPE_GROUND:大地:profile_context:+3 ; type:TYPE_FLYING:翼:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:最大:profile_context:+3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,142,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
262,1196,ドラゴニックストーム,1,1,type_owner_context:TYPE_FLYING:2 ; category_scores:physical=2:special=6:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,112,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
263,1197,ウィングトルネード,1,1,type:TYPE_FLYING:飛行:profile_context:+3 ; type:TYPE_FLYING:羽:profile_context:+3 ; type:TYPE_FLYING:ウィング:name:+6 ; type:TYPE_FLYING:ウィング:profile_context:+3 ; type:TYPE_STEEL:金属:profile_context:+3 ; type_choice:TYPE_FLYING:15 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,99,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
264,1198,バーディーヘッド,1,1,type_owner_context:TYPE_FLYING:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:47.0>38.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,71,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
265,1199,泡,3,3,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:30.7>=30.7 ; effect:hit ; owners:3 ; direct_profile_mentions:3,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,42,100,30,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
266,1200,ディープフォレスト,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=2:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:149.0>=144.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,127,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
267,1201,ロデオバレット,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:149.0>=144.0 ; accuracy:explicit_tracking_or_sure_hit:100 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,107,100,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
268,1202,ネトティリズトリ,1,1,type:TYPE_ELECTRIC:雷:profile_context:+3 ; type_choice:TYPE_ELECTRIC:3 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,134,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
269,1203,ナウイキアウィトル,1,1,type:TYPE_ELECTRIC:雷:profile_context:+3 ; type_choice:TYPE_ELECTRIC:3 ; category_scores:physical=0:special=4:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,147,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
270,1204,ローリングストンパー,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:92.0>=78.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,96,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
271,1205,ドングリボム,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:92.0>=78.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,76,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
272,1206,ワンダーストンプ,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:58.0>=58.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,77,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
273,1207,プチニードル,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=4 ; status_evidence:name=0:context=4:strong=0 ; category:special:owner_profile_stats:58.0>=58.0 ; power:プチ:name:-3 ; power:プチ:profile_context:-3 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,27,100,30,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
274,1208,ハリケーンスライサー,1,1,type:TYPE_FLYING:羽:profile_context:+3 ; type:TYPE_FLYING:ハリケーン:name:+6 ; type:TYPE_FLYING:ハリケーン:profile_context:+3 ; type_choice:TYPE_FLYING:12 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:78.0>=78.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,88,95,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
275,1209,トルネードスロワー,1,1,type_owner_context:TYPE_FLYING:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:78.0>=78.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_SPECIAL,68,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
276,1210,ウィンドスライサー,1,1,type:TYPE_FLYING:羽:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,97,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
277,1211,ランブルクロー,1,1,type:TYPE_FLYING:飛行:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=10:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,77,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
278,1212,天星斬,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=8:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,150,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
279,1213,鉄天摧砕,1,1,type:TYPE_STEEL:鉄:name:+6 ; type:TYPE_STEEL:鉄:profile_context:+3 ; type_choice:TYPE_STEEL:9 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:190.0>159.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_STEEL,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
280,1214,終極戦刃建御雷神（シュウキョクセンジンタケミカヅチ）,1,0,type:TYPE_ELECTRIC:雷:name:+6 ; type_choice:TYPE_ELECTRIC:6 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:255.0>=210.0 ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,165,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
281,1215,絶極舞刀建御雷神（ゼツゴクブトウタケミカヅチ）,1,0,type:TYPE_ELECTRIC:雷:name:+6 ; type_choice:TYPE_ELECTRIC:6 ; category_scores:physical=4:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; effect:hit ; owners:1 ; direct_profile_mentions:0,TYPE_ELECTRIC,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,140,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,true,profile-derived-v1
282,1216,ヴァイオレントパニッシャー,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:185.0>149.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,147,90,10,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
283,1217,ワールプールスピン,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:76.0>58.0 ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,87,95,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
284,1218,ライアードリーム,1,1,type_owner_context:TYPE_FAIRY:2 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:owner_profile_stats:76.0>58.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FAIRY,inherited_profile_derived_owner_type,DAMAGE_CATEGORY_PHYSICAL,67,100,20,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
285,1219,凶旋壊（きょうせんかい）,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=2:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,120,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
286,1220,咒煉衝刻（じゅれんしょうこく）,1,1,type:TYPE_FLYING:天空:profile_context:+3 ; type_choice:TYPE_FLYING:3 ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:136.0>=131.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FLYING,resolved_name_or_profile_context,DAMAGE_CATEGORY_SPECIAL,100,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
287,1221,渾沌亜空虚（こんとんあくうきょ）,1,1,type_placeholder:TYPE_NORMAL:no_direct_or_owner_evidence ; category_scores:physical=0:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:special:owner_profile_stats:136.0>=131.0 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_NORMAL,unresolved_type_placeholder,DAMAGE_CATEGORY_SPECIAL,100,95,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
288,1222,斧乗炎怒（ふじょうえんど）,1,1,type:TYPE_FIRE:炎:name:+6 ; type:TYPE_FIRE:炎:profile_context:+6 ; type_choice:TYPE_FIRE:12 ; category_scores:physical=2:special=0:status=0 ; status_evidence:name=0:context=0:strong=0 ; category:physical:text_evidence ; power:必殺:profile_context:+4 ; effect:hit ; owners:1 ; direct_profile_mentions:1,TYPE_FIRE,resolved_name_or_profile_context,DAMAGE_CATEGORY_PHYSICAL,130,90,15,EFFECT_HIT,,resolved_damage_core_only,TARGET_SELECTED,0,false,profile-derived-v1
