species_id,source_kind,source_id,name_ja,level_or_grade,official_type,official_attribute,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,battle_type_1,battle_type_2,catch_rate,exp_yield,growth_rate,ability_1,ability_2,ability_hidden,height,weight,evolution_status,graphics_status,cry_status,runtime_status
323,digimon,algomon_lv1,アルゴモン,幼年期Ⅰ,突然変異型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
324,digimon,ghostmon,ゴースモン,成長期,ゴースト型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
325,digimon,regalecusmon,レガレクスモン,究極体,水棲型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
326,digimon,piranimon,ピラニモン,完全体,水棲型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
327,digimon,gusokumon,グソクモン,完全体,甲殻類型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
328,digimon,marinchimairamon,マリンキメラモン,完全体,合成型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
329,digimon,tobiumon,トビウモン,成熟期,水棲型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
330,digimon,sangomon,サンゴモン,成長期,軟体型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
331,digimon,gogmamon,ゴグマモン,完全体,鉱石型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
332,digimon,baboongamon,バブンガモン,成熟期,獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
333,digimon,sunarizamon,スナリザモン,成長期,爬虫類型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
334,digimon,jewelbeemon,ジュエルビーモン,完全体,昆虫型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
335,digimon,hudiemon,フーディエモン,成熟期,昆虫型,フリー,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
336,digimon,arresterdramon_superior,アレスタードラモン：スペリオルモード,"完全体
(クロスウォーズ)",竜型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
337,digimon,garurumon_x,ガルルモン（X抗体）,成熟期,獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
338,digimon,greymon_x,グレイモン（X抗体）,成熟期,恐竜型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
339,digimon,algomon_lv4,アルゴモン,成熟期,突然変異型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
340,digimon,algomon_lv3,アルゴモン,成長期,突然変異型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
341,digimon,algomon_lv2,アルゴモン,幼年期Ⅱ,突然変異型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
342,digimon,spadamon,スパーダモン,成長期,武器型,フリー,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
343,digimon,morphomon,モルフォモン,成長期,昆虫型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
344,digimon,eosmon_lv6,エオスモン,究極体,不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
345,digimon,gabumon_kizuna,ガブモン -友情の絆-,究極体,不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
346,digimon,agumon_kizuna,アグモン -勇気の絆-,究極体,不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
347,digimon,eosmon_lv5,エオスモン,完全体,不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
348,digimon,eosmon_lv4,エオスモン,成熟期,不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
349,digimon,tonosamamamemon,トノサママメモン,究極体,突然変異型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
350,digimon,omegamon_zwart,オメガモン ズワルト,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
351,digimon,terriermon_assistant,テリアモン助手,成長期,獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
352,digimon,cryspaledramon,クリスペイルドラモン,完全体,竜人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
353,digimon,metallicdramon,メタリックドラモン,究極体,天竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
354,digimon,jazarichmon,ジャザリッヒモン,完全体,機竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
355,digimon,jazardmon,ジャザードモン,成熟期,機竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
356,digimon,jazamon,ジャザモン,成長期,鳥竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
357,digimon,hexeblaumon,ヘクセブラウモン,究極体,魔法騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
358,digimon,paledramon,ペイルドラモン,成熟期,竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
359,digimon,noblepumpmon,ノーブルパンプモン,究極体,パペット型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
360,digimon,ogudomon_x,オグドモン（X抗体）,究極体,化身型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
361,digimon,jesmongx,ジエスモンGX,究極体,聖騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
362,digimon,keramon_x,ケラモン（X抗体）,成長期,種族不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
363,digimon,omegashoutmon_x,オメガシャウトモン（X抗体）,完全体,竜人型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
364,digimon,meramon_x,メラモン（X抗体）,成熟期,火炎型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
365,digimon,pegasmon_x,ペガスモン（X抗体）,成熟期,聖獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
366,digimon,rapidmon_x,ラピッドモン（X抗体）,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
367,digimon,monzaemon_x,もんざえモン（X抗体）,完全体,パペット型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
368,digimon,gankoomon_x,ガンクゥモン（X抗体）,究極体,聖騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
369,digimon,examon_x,エグザモン（X抗体）,究極体,聖騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
370,digimon,cyberdramon_x,サイバードラモン（X抗体）,完全体,サイボーグ型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
371,digimon,rizegreymon_x,ライズグレイモン（X抗体）,完全体,サイボーグ型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
372,digimon,hououmon_x,ホウオウモン（X抗体）,究極体,聖獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
373,digimon,justimon_x,ジャスティモン（X抗体）,究極体,サイボーグ型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
374,digimon,wizarmon_x,ウィザーモン（X抗体）,成熟期,魔人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
375,digimon,siesamon_x,シーサモン（X抗体）,成熟期,聖獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
376,digimon,cherubimon_x,ケルビモン（善）（X抗体）,究極体,智天使型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
377,digimon,ofanimon_x,オファニモン（X抗体）,究極体,座天使型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
378,digimon,angewomon_x,エンジェウーモン（X抗体）,完全体,大天使型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
379,digimon,diablomon_x,ディアボロモン（Ｘ抗体）,究極体,種族不明,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
380,digimon,dynasmon_x,デュナスモン（X抗体）,究極体,聖騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
381,digimon,duftmon_x,ドゥフトモン（X抗体）,究極体,聖騎士型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
382,digimon,holydramon_x,ホーリードラモン（X抗体）,究極体,聖竜型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
383,digimon,plesiomon_x,プレシオモン（X抗体）,究極体,首長竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
384,digimon,goddramon_x,ゴッドドラモン（X抗体）,究極体,聖竜型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
385,digimon,garudamon_x,ガルダモン（X抗体）,完全体,鳥人型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
386,digimon,tailmon_x,テイルモン（X抗体）,成熟期,聖獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
387,digimon,togemon_x,トゲモン（X抗体）,成熟期,植物型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
388,digimon,tylomon_x,ティロモン（X抗体）,成熟期,海竜型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
389,digimon,lopmon_x,ロップモン（X抗体）,成長期,獣型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
390,digimon,shakomon_x,シャコモン（X抗体）,成長期,甲殻類型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
391,digimon,terriermon_x,テリアモン（X抗体）,成長期,獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
392,digimon,palmon_x,パルモン（X抗体）,成長期,植物型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
393,digimon,pteranomon_x,プテラノモン（X抗体）,成熟期,翼竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
394,digimon,mamemon_x,マメモン（X抗体）,完全体,突然変異型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
395,digimon,ebemon_x,イーバモン（X抗体）,究極体,サイボーグ型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
396,digimon,sleipmon_x,スレイプモン（X抗体）,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
397,digimon,craniummon_x,クレニアムモン（X抗体）,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
398,digimon,ulforcevdramon_x,アルフォースブイドラモン（X抗体）,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
399,digimon,magnamon_x,マグナモン（X抗体）,究極体,聖騎士型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
400,digimon,megaseadramon_x,メガシードラモン（X抗体）,完全体,水棲型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
401,digimon,triceramon_x,トリケラモン（X抗体）,完全体,角竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
402,digimon,okuwamon_x,オオクワモン（X抗体）,完全体,昆虫型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
403,digimon,mantaraymon_x,マンタレイモン（X抗体）,成熟期,水棲型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
404,digimon,nefertimon_x,ネフェルティモン（X抗体）,成熟期,聖獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
405,digimon,seadramon_x,シードラモン（X抗体）,成熟期,水棲型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
406,digimon,kuwagamon_x,クワガーモン（X抗体）,成熟期,昆虫型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
407,digimon,allomon_x,アロモン（X抗体）,成熟期,恐竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
408,digimon,gomamon_x,ゴマモン（X抗体）,成長期,海獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
409,digimon,kokuwamon_x,コクワモン（X抗体）,成長期,マシーン型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
410,digimon,blackwargreymon_x,ブラックウォーグレイモン（X抗体）,究極体,竜人型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
411,digimon,ladydevimon_x,レディーデビモン（Ｘ抗体）,完全体,堕天使型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
412,digimon,metalgreymon_vi_x,メタルグレイモン（ウィルス種）（Ｘ抗体）,完全体,サイボーグ型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
413,digimon,orgemon_x,オーガモン（Ｘ抗体）,成熟期,鬼人型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
414,digimon,agumon_b_x,アグモン（黒）（Ｘ抗体）,成長期,爬虫類型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
415,digimon,rasenmon,ラセンモン,究極体,獣人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
416,digimon,rasenmon_f,ラセンモン：激昂モード,究極体,妖獣型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
417,digimon,stiffilmon,スティフィルモン,完全体,獣人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
418,digimon,filmon,フィルモン,成熟期,獣人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
419,digimon,rosemon_x,ロゼモン（X抗体）,究極体,妖精型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
420,digimon,princemamemon_x,プリンスマメモン（X抗体）,究極体,突然変異型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
421,digimon,skullmammon_x,スカルマンモン（X抗体）,究極体,アンデッド型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
422,digimon,mammon_x,マンモン（X抗体）,完全体,古代獣型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
423,digimon,mephismon_x,メフィスモン（Ｘ抗体）,完全体,堕天使型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
424,digimon,vamdemon_x,ヴァンデモン（X抗体）,完全体,アンデッド型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
425,digimon,plotmon_x,プロットモン（X抗体）,成長期,哺乳類型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
426,digimon,otamamon_x,オタマモン（X抗体）,成長期,両生類型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
427,digimon,yarmon,ヤーモン,幼年期Ⅱ,レッサー型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
428,digimon,keemon,キーモン,幼年期Ⅰ,スライム型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
429,digimon,impmon_x,インプモン（Ｘ抗体）,成長期,小悪魔型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
430,digimon,darktyranomon_x,ダークティラノモン（Ｘ抗体）,成熟期,恐竜型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
431,digimon,numemon_x,ヌメモン（Ｘ抗体）,成熟期,軟体型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
432,digimon,lucemon_x,ルーチェモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
433,digimon,lilithmon_x,リリスモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
434,digimon,leviamon_x,リヴァイアモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
435,digimon,belphemon_x,ベルフェモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
436,digimon,barbamon_x,バルバモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
437,digimon,demon_x,デーモン（Ｘ抗体）,究極体,魔王型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
438,digimon,darkknightmon_x,ダークナイトモン（Ｘ抗体）,究極体,暗黒騎士型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
439,digimon,cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,究極体,智天使型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
440,digimon,ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,究極体,堕天使型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
441,digimon,ultimatechaosmon,アルティメットカオスモン,究極体,特異型,不明,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
442,digimon,pusurimon,プスリモン,幼年期Ⅱ,レッサー型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
443,digimon,pusumon,プスモン,幼年期Ⅰ,スライム型,,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
444,digimon,surfimon,サーフィモン,究極体,サイボーグ型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
445,digimon,bulucomon,ブルコモン,成長期,小竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
446,digimon,herissmon,エリスモン,成長期,哺乳類型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
447,digimon,metalgarurumon_black,メタルガルルモン（黒）,究極体,サイボーグ型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
448,digimon,weregarurumon_black,ワーガルルモン（黒）,完全体,獣人型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
449,digimon,garurumon_black,ガルルモン（黒）,成熟期,獣型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
450,digimon,justimon_blitzarm,ジャスティモン：ブリッツアーム,究極体,サイボーグ型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
451,digimon,ginkakumon_promote,ギンカクモンプロモート,成熟期,鬼人型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
452,digimon,icedevimon,アイスデビモン,成熟期,堕天使型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
453,digimon,kuzuhamon_miko,クズハモン：巫女モード,究極体,神人型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
454,digimon,megalograwmon_orange,メガログラウモン（橙）,完全体,サイボーグ型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
455,digimon,greymon_blue,グレイモン（青）,成熟期,恐竜型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
456,digimon,shoutmon_king,シャウトモン（キングVer.）,"成熟期
(クロスウォーズ)",小竜型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
457,digimon,wargreymon_x,ウォーグレイモン（X抗体）,究極体,竜人型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
458,digimon,metalgarurumon_x,メタルガルルモン（X抗体）,究極体,サイボーグ型,データ,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
459,digimon,megidramon_x,メギドラモン（X抗体）,究極体,邪竜型,ウィルス,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
460,digimon,weregarurumon_x,ワーガルルモン（X抗体）,完全体,獣人型,ワクチン,,,,,,,,,,,,,,,,,unresolved_source_required,unresolved_asset_required,unresolved_asset_required,blocked_missing_battle_parameters
