kind,id,source_id,name_ja,unicode_codepoints,current_limit,over_limit
species,769,"dukemon","デュークモン",6,12,false
species,770,"devitamamon","デビタマモン",6,12,false
species,771,"deathmon-black","デスモン（黒）",7,12,false
species,772,"deathmon","デスモン",4,12,false
species,773,"death-x-mon","デクスモン",5,12,false
species,774,"demon","デーモン",4,12,false
species,775,"death-x-dorugoramon","デクスドルゴラモン",9,12,false
species,776,"dinorexmon","ディノレクスモン",8,12,false
species,777,"dinotigermon","ディノタイガモン",8,12,false
species,778,"diablomon","ディアボロモン",7,12,false
species,779,"dianamon","ディアナモン",6,12,false
species,780,"qinglongmon","チンロンモン",6,12,false
species,781,"darkdramon","ダークドラモン",7,12,false
species,782,"tyrantkabuterimon","タイラントカブテリモン",11,12,false
species,783,"titamon","タイタモン",5,12,false
species,784,"tigervespamon","タイガーヴェスパモン",10,12,false
species,785,"saintgalgomon","セントガルゴモン",8,12,false
species,786,"seraphimon","セラフィモン",6,12,false
species,787,"slayerdramon","スレイヤードラモン",9,12,false
species,788,"sleipmon","スレイプモン",6,12,false
species,789,"slashangemon","スラッシュエンジェモン",11,12,false
species,790,"spinomon","スピノモン",5,12,false
species,791,"susanoomon","スサノオモン",6,12,false
species,792,"skullmammon","スカルマンモン",7,12,false
species,793,"zhuqiaomon","スーツェーモン",7,12,false
species,794,"suijinmon","スイジンモン",6,12,false
species,795,"zeedmillenniumon","ズィードミレニアモン",10,12,false
species,796,"zdgarurumon","ズィードガルルモン",9,12,false
species,797,"jumbogamemon","ジャンボガメモン",8,12,false
species,798,"justimon","ジャスティモン：アクセルアーム",15,12,true
species,799,"shakamon","シャカモン",5,12,false
species,800,"shinegreymonburstmode","シャイングレイモン：バーストモード",17,12,true
species,801,"shinegreymon","シャイングレイモン",9,12,false
species,802,"jijimon","ジジモン",4,12,false
species,803,"xuanwumon","シェンウーモン",7,12,false
species,804,"jesmon","ジエスモン",5,12,false
species,805,"zanbamon","ザンバモン",5,12,false
species,806,"sakuyamon:mikomode","サクヤモン：巫女モード",11,12,false
species,807,"sakuyamon","サクヤモン",5,12,false
species,808,"saberleomon","サーベルレオモン",8,12,false
species,809,"goddramon","ゴッドドラモン",7,12,false
species,810,"gokumon","ゴクモン",4,12,false
species,811,"cherubimon-vice","ケルビモン（悪）",8,12,false
species,812,"cherubimon","ケルビモン（善）",8,12,false
species,813,"crossmon","クロスモン",5,12,false
species,814,"craniummon","クレニアムモン",7,12,false
species,815,"gracenovamon","グレイスノヴァモン",9,12,false
species,816,"griffomon","グリフォモン",6,12,false
species,817,"grandlocomon","グランドロコモン",8,12,false
species,818,"granddracumon","グランドラクモン",8,12,false
species,819,"grandiskuwagamon","グランディスクワガーモン",12,12,false
species,820,"grankuwagamon","グランクワガーモン",9,12,false
species,821,"clavisangemon","クラヴィスエンジェモン",11,12,false
species,822,"kuzuhamon","クズハモン",5,12,false
species,823,"quartzmon","クオーツモン",6,12,false
species,824,"cresgarurumon","クーレスガルルモン",9,12,false
species,825,"queenchessmon","クイーンチェスモン",9,12,false
species,826,"kingchessmon","キングチェスモン",8,12,false
species,827,"kingetemon","キングエテモン",7,12,false
species,828,"cannondramon","キャノンドラモン",8,12,false
species,829,"gigaseadramon","ギガシードラモン",8,12,false
species,830,"gankoomon","ガンクゥモン",6,12,false
species,831,"gulfmon","ガルフモン",5,12,false
species,832,"chaosmonvaldurarm","カオスモン：ヴァロドゥルアーム",15,12,true
species,833,"chaosmon","カオスモン",5,12,false
species,834,"chaosdramon-x","カオスドラモン（X抗体）",12,12,false
species,835,"chaosdramon","カオスドラモン",7,12,false
species,836,"chaosdukemon","カオスデュークモン",9,12,false
species,837,"gaioumon","ガイオウモン",6,12,false
species,838,"omegamon-alter-s","オメガモン Alter-S",13,12,true
species,839,"omegamon-x","オメガモン（X抗体）",10,12,false
species,840,"omegamon","オメガモン",5,12,false
species,841,"ofanimonfalldownmode","オファニモン：フォールダウンモード",17,12,true
species,842,"ofanimon","オファニモン",6,12,false
species,843,"ornismon","オニスモン",5,12,false
species,844,"ogudomon","オグドモン",5,12,false
species,845,"ouryumon","オウリュウモン",7,12,false
species,846,"ancientwisetmon","エンシェントワイズモン",11,12,false
species,847,"ancientmegatheriumon","エンシェントメガテリウモン",13,12,true
species,848,"ancientmermaimon","エンシェントマーメイモン",12,12,false
species,849,"ancientvolcamon","エンシェントボルケーモン",12,12,false
species,850,"ancientbeatmon","エンシェントビートモン",11,12,false
species,851,"ancienttroiamon","エンシェントトロイアモン",12,12,false
species,852,"ancientsphinkmon","エンシェントスフィンクモン",13,12,true
species,853,"ancientgreymon","エンシェントグレイモン",11,12,false
species,854,"ancientgarurumon","エンシェントガルルモン",11,12,false
species,855,"ancientirismon","エンシェントイリスモン",11,12,false
species,856,"eldoradimon","エルドラディモン",8,12,false
species,857,"examon","エグザモン",5,12,false
species,858,"vulcanusmon","ウルカヌスモン",7,12,false
species,859,"wargreymon","ウォーグレイモン",8,12,false
species,860,"venomvamdemon","ヴェノムヴァンデモン",10,12,false
species,861,"venusmon","ウェヌスモン",6,12,false
species,862,"valdurmon","ヴァロドゥルモン",8,12,false
species,863,"valkyrimon","ヴァルキリモン",7,12,false
species,864,"vikemon","ヴァイクモン",6,12,false
species,865,"ebemon","イーバモン",5,12,false
species,866,"ageisdramon","イージスドラモン",8,12,false
species,867,"imperialdramonfightermode","インペリアルドラモン：ファイターモード",19,12,true
species,868,"imperialdramonpaladinmode","インペリアルドラモン：パラディンモード",19,12,true
species,869,"imperialdramondragonmode","インペリアルドラモン：ドラゴンモード",18,12,true
species,870,"yggdrasill7d6","イグドラシル＿７Ｄ６",10,12,false
species,871,"ulforcevdramon","アルフォースブイドラモン",12,12,false
species,872,"alphamon:ouryuken","アルファモン：王竜剣",10,12,false
species,873,"alphamon","アルファモン",6,12,false
species,874,"ultimatebrakimon","アルティメットブラキモン",12,12,false
species,875,"algomon","アルゴモン",5,12,false
species,876,"apollomon","アポロモン",5,12,false
species,877,"apoclymon","アポカリモン",6,12,false
species,878,"anubimon","アヌビモン",5,12,false
species,879,"armagemon","アーマゲモン",6,12,false
species,880,"avengekidmon","アヴェンジキッドモン",10,12,false
species,881,"warumonzaemon","ワルもんざえモン",8,12,false
species,882,"waruseadramon","ワルシードラモン",8,12,false
species,883,"wisemon","ワイズモン",5,12,false
species,884,"weregarrumon","ワーガルルモン",7,12,false
species,885,"locomon","ロコモン",4,12,false
species,886,"loaderleomon","ローダーレオモン",8,12,false
species,887,"ladydevimon","レディーデビモン",8,12,false
species,888,"luminamon","ルミナモン",5,12,false
species,889,"rucemonfalldownmode","ルーチェモン：フォールダウンモード",17,12,true
species,890,"rookchessmon","ルークチェスモン",8,12,false
species,891,"lilimon","リリモン",4,12,false
species,892,"rapidmon","ラピッドモン",6,12,false
species,893,"lilamon","ライラモン",5,12,false
species,894,"rizegreymon","ライズグレイモン",8,12,false
species,895,"yatagaramon","ヤタガラモン（2006年アニメ版）",17,12,true
species,896,"monzaemon","もんざえモン",6,12,false
species,897,"mephismon","メフィスモン",6,12,false
species,898,"metalmamemon","メタルマメモン",7,12,false
species,899,"metalfantomon","メタルファントモン",9,12,false
species,900,"metaltyranomon","メタルティラノモン",9,12,false
species,901,"metalgreymon-v","メタルグレイモン（ワクチン種）",15,12,true
species,902,"metalgreymon-web","メタルグレイモン（ウィルス種）",15,12,true
species,903,"metallifekuwagamon","メタリフェクワガーモン",11,12,false
species,904,"megalogrowmon","メガログラウモン",8,12,false
species,905,"megadramon","メガドラモン",6,12,false
species,906,"megaseadramon","メガシードラモン",8,12,false
species,907,"meicrackmon","メイクラックモン",8,12,false
species,908,"mihiramon","ミヒラモン",5,12,false
species,909,"mistymon","ミスティモン",6,12,false
species,910,"mammon","マンモン",4,12,false
species,911,"marindevimon","マリンデビモン",7,12,false
species,912,"mametyramon","マメティラモン",7,12,false
species,913,"mamemon","マメモン",4,12,false
species,914,"mummymon","マミーモン",5,12,false
species,915,"machgaogamon","マッハガオガモン",8,12,false
species,916,"matadrmon","マタドゥルモン",7,12,false
species,917,"mastertyranomon","マスターティラノモン",10,12,false
species,918,"majiramon","マジラモン",5,12,false
species,919,"makuramon","マクラモン",5,12,false
species,920,"mermaimon","マーメイモン",6,12,false
species,921,"volcamon","ボルケーモン",6,12,false
species,922,"holyangemon","ホーリーエンジェモン",10,12,false
species,923,"whamon","ホエーモン",5,12,false
species,924,"betsumon","ベツモン",4,12,false
species,925,"vademon2","ベーダモン（X抗体）",10,12,false
species,926,"vademon","ベーダモン",5,12,false
species,927,"blossomon","ブロッサモン",6,12,false
species,928,"flaremon","フレアモン",5,12,false
species,929,"bluemeramon","ブルーメラモン",7,12,false
species,930,"blackmegalogrowmon","ブラックメガログラウモン",12,12,false
species,931,"phelesmon","フェレスモン",6,12,false
species,932,"fantomon","ファントモン",6,12,false
species,933,"hippogriffomon","ヒポグリフォモン",8,12,false
species,934,"picklemon","ピッコロモン",6,12,false
species,935,"bigmamemon","ビッグマメモン",7,12,false
species,936,"bishopchessmon","ビショップチェスモン",10,12,false
species,937,"hisyaryumon","ヒシャリュウモン",8,12,false
species,938,"pumpmon","パンプモン",5,12,false
species,939,"pandamon","パンダモン",5,12,false
species,940,"panjyamon","パンジャモン",6,12,false
species,941,"hangyomon","ハンギョモン",6,12,false
species,942,"parrotmon","パロットモン",6,12,false
species,943,"valvemon","バルブモン",5,12,false
species,944,"bastemon","バステモン",5,12,false
species,945,"pajiramon","パジラモン",5,12,false
species,946,"paildramon","パイルドラモン",7,12,false
species,947,"neodevimon","ネオデビモン",6,12,false
species,948,"nanomon","ナノモン",4,12,false
species,949,"knightmon","ナイトモン",5,12,false
species,950,"doruguremon","ドルグレモン",6,12,false
species,951,"triceramon","トリケラモン",6,12,false
species,952,"tonosamagekomon","トノサマゲコモン",8,12,false
species,953,"doumon","ドウモン",4,12,false
species,954,"delumon","デラモン",4,12,false
species,955,"duramon","デュラモン",5,12,false
species,956,"deathmeramon","デスメラモン",6,12,false
species,957,"digitamamon","デジタマモン",6,12,false
species,958,"death-x-doruguremon","デクスドルグレモン",9,12,false
species,959,"dinobeemon","ディノビーモン",7,12,false
species,960,"chohakkaimon","チョ・ハッカイモン",9,12,false
species,961,"caturamon","チャツラモン",6,12,false
species,962,"tyilinmon","チィリンモン",6,12,false
species,963,"tankdramon","タンクドラモン",7,12,false
species,964,"dagomon","ダゴモン",4,12,false
species,965,"taomon","タオモン",4,12,false
species,966,"darksuperstarmon","ダークスーパースターモン",12,12,false
species,967,"sirenmon","セイレーンモン",7,12,false
species,968,"saviorhuckmon","セイバーハックモン",9,12,false
species,969,"zudomon","ズドモン",4,12,false
species,970,"scorpiomon","スコピオモン",6,12,false
species,971,"skullbaluchimon","スカルバルキモン",8,12,false
species,972,"skullsatamon","スカルサタモン",7,12,false
species,973,"skullgreymon","スカルグレイモン",8,12,false
species,974,"superstarmon","スーパースターモン",9,12,false
species,975,"sinduramon","シンドゥーラモン",8,12,false
species,976,"silphymon","シルフィーモン",7,12,false
species,977,"jyureimon","ジュレイモン",6,12,false
species,978,"shakkoumon","シャッコウモン",7,12,false
species,979,"jyagamon","ジャガモン",5,12,false
species,980,"shawujinmon","シャウジンモン",7,12,false
species,981,"sandiramon","サンティラモン",7,12,false
species,982,"sanzomon","サンゾモン",5,12,false
species,983,"sagomon","サゴモン",4,12,false
species,984,"cyberdramon","サイバードラモン",8,12,false
species,985,"gokuwmon","ゴクウモン",5,12,false
species,986,"cerberumon","ケルベロモン",6,12,false
species,987,"kumbhiramon","クンビラモン",6,12,false
species,988,"crescemon","クレシェモン",6,12,false
species,989,"grademon","グレイドモン",6,12,false
species,990,"grappuleomon","グラップレオモン",8,12,false
species,991,"groundramon","グラウンドラモン",8,12,false
species,992,"giromon","ギロモン",4,12,false
species,993,"captainhookmon","キャプテンフックモン",10,12,false
species,994,"cannonbeemon","キャノンビーモン",8,12,false
species,995,"catchmamemon","キャッチマメモン",8,12,false
species,996,"chimairamon","キメラモン",5,12,false
species,997,"gigadramon","ギガドラモン",6,12,false
species,998,"garudamon","ガルダモン",5,12,false
species,999,"karatenmon","カラテンモン",6,12,false
species,1000,"gerbemon","ガーベモン",5,12,false
species,1001,"orochimon","オロチモン",5,12,false
species,1002,"okuwamon","オオクワモン",6,12,false
species,1003,"angewomon","エンジェウーモン",8,12,false
species,1004,"etemon","エテモン",4,12,false
species,1005,"ex-tyranomon","エクスティラノモン",9,12,false
species,1006,"earov-dramon","エアロブイドラモン",9,12,false
species,1007,"volcdoramon","ヴォルクドラモン",8,12,false
species,1008,"wingdramon","ウイングドラモン",8,12,false
species,1009,"vikaralamon","ヴィカラーラモン",8,12,false
species,1010,"vamdemon","ヴァンデモン",6,12,false
species,1011,"vajramon","ヴァジラモン",6,12,false
species,1012,"infermon","インフェルモン",7,12,false
species,1013,"indaramon","インダラモン",6,12,false
species,1014,"insekimon","インセキモン",6,12,false
species,1015,"andromon","アンドロモン",6,12,false
species,1016,"andiramon","アンティラモン（デーヴァ）",13,12,true
species,1017,"algomon-ultimate","アルゴモン",5,12,false
species,1018,"archnemon","アルケニモン",6,12,false
species,1019,"anomalocarimon-x","アノマロカリモン（X抗体）",13,12,true
species,1020,"anomalocarimon","アノマロカリモン",8,12,false
species,1021,"atlurkabuterimon","アトラーカブテリモン（赤）",13,12,true
species,1022,"atlurkabuterimon-blue","アトラーカブテリモン（青）",13,12,true
species,1023,"astamon","アスタモン",5,12,false
species,1024,"asuramon","アシュラモン",6,12,false
species,1025,"aegiochusmon:blue","アイギオテュースモン：ブルー",14,12,true
species,1026,"aegiochusmon:dark","アイギオテュースモン：ダーク",14,12,true
species,1027,"aegiochusmon:green","アイギオテュースモン：グリーン",15,12,true
species,1028,"aegiochusmon","アイギオテュースモン",10,12,false
species,1029,"waspmon","ワスプモン",5,12,false
species,1030,"reppamon","レッパモン",5,12,false
species,1031,"redvegimon","レッドベジーモン",8,12,false
species,1032,"lekismon","レキスモン",5,12,false
species,1033,"leomon","レオモン",4,12,false
species,1034,"raremon","レアモン",4,12,false
species,1035,"rukamon","ルカモン",4,12,false
species,1036,"revolmon","リボルモン",5,12,false
species,1037,"raptordramon","ラプタードラモン",8,12,false
species,1038,"liamon","ライアモン",5,12,false
species,1039,"youkomon","ヨウコモン",5,12,false
species,1040,"yunimon","ユニモン",4,12,false
species,1041,"yukidarumon","ユキダルモン",6,12,false
species,1042,"monochromon","モノクロモン",6,12,false
species,1043,"mojyamon","モジャモン",5,12,false
species,1044,"meramon","メラモン",4,12,false
species,1045,"mechanorimon","メカノリモン",6,12,false
species,1046,"musyamon","ムシャモン",5,12,false
species,1047,"minotaurmon","ミノタルモン",6,12,false
species,1048,"mikemon","ミケモン",4,12,false
species,1049,"porcupamon","ポキュパモン",6,12,false
species,1050,"peckmon","ペックモン",5,12,false
species,1051,"vegimon","ベジーモン",5,12,false
species,1052,"bladekuwagamon","ブレイドクワガーモン",10,12,false
species,1053,"flarelizamon","フレアリザモン",7,12,false
species,1054,"blimpmon","ブリンプモン",6,12,false
species,1055,"blacktailmon","ブラックテイルモン",9,12,false
species,1056,"blackgrowmon","ブラックグラウモン",9,12,false
species,1057,"platinasukamon","プラチナスカモン",8,12,false
species,1058,"flymon","フライモン",5,12,false
species,1059,"hookmon","フックモン",5,12,false
species,1060,"boogiemon","ブギーモン",5,12,false
species,1061,"fugamon","フーガモン",5,12,false
species,1062,"v-dramon","ブイドラモン",6,12,false
species,1063,"fangmon","ファングモン",6,12,false
species,1064,"firamon","ファイラモン",6,12,false
species,1065,"hyougamon","ヒョーガモン",6,12,false
species,1066,"petermon","ピーターモン",6,12,false
species,1067,"hanumon","ハヌモン",4,12,false
species,1068,"bakemon","バケモン",4,12,false
species,1069,"baohuckmon","バオハックモン",7,12,false
species,1070,"birdramon","バードラモン",6,12,false
species,1071,"numemon","ヌメモン",4,12,false
species,1072,"nisedrimogemon","ニセドリモゲモン",8,12,false
species,1073,"nanimon","ナニモン",4,12,false
species,1074,"knightchessmon","ナイトチェスモン（白）",11,12,false
species,1075,"knightchessmon_black","ナイトチェスモン（黒）",11,12,false
species,1076,"dorugamon","ドルガモン",5,12,false
species,1077,"drimogemon","ドリモゲモン",6,12,false
species,1078,"tobucatmon","トブキャットモン",8,12,false
species,1079,"dogmon","ドッグモン",5,12,false
species,1080,"togemon","トゲモン",4,12,false
species,1081,"dokugumon","ドクグモン",5,12,false
species,1082,"dobermon","ドーベルモン",6,12,false
species,1083,"tortamon","トータモン",5,12,false
species,1084,"turuiemon","トゥルイエモン",7,12,false
species,1085,"deltamon","デルタモン",5,12,false
species,1086,"devimon","デビモン",4,12,false
species,1087,"devidramon","デビドラモン",6,12,false
species,1088,"death-x-dorugamon","デクスドルガモン",8,12,false
species,1089,"tailmon","テイルモン",5,12,false
species,1090,"tyranomon","ティラノモン",6,12,false
species,1091,"diatrymon","ディアトリモン",7,12,false
species,1092,"tuchidarumon","ツチダルモン",6,12,false
species,1093,"tankmon","タンクモン",5,12,false
species,1094,"darcmon","ダルクモン",5,12,false
species,1095,"tuskmon","タスクモン",5,12,false
species,1096,"targetmon","ターゲットモン",7,12,false
species,1097,"darklizamon","ダークリザモン",7,12,false
species,1098,"darktyranomon","ダークティラノモン",9,12,false
species,1099,"sorcerimon","ソーサリモン",6,12,false
species,1100,"soulmon","ソウルモン",5,12,false
species,1101,"saberdramon","セーバードラモン",8,12,false
species,1102,"zubaeagermon","ズバイガーモン",7,12,false
species,1103,"snimon","スナイモン",5,12,false
species,1104,"strikedramon","ストライクドラモン",9,12,false
species,1105,"stingmon","スティングモン",7,12,false
species,1106,"starmon","スターモン",5,12,false
species,1107,"scumon","スカモン",4,12,false
species,1108,"junglemojamon","ジャングルモジャモン",10,12,false
species,1109,"shimaunimon","シマユニモン",6,12,false
species,1110,"sistermonnoir","シスタモン ノワール",10,12,false
species,1111,"geogreymon","ジオグレイモン",7,12,false
species,1112,"shellmon","シェルモン",5,12,false
species,1113,"shademon","シェイドモン",6,12,false
species,1114,"sealsdramon","シールズドラモン",8,12,false
species,1115,"coelamon","シーラモン",5,12,false
species,1116,"seadramon","シードラモン",6,12,false
species,1117,"siesamon","シーサモン",5,12,false
species,1118,"sunflowmon","サンフラウモン",7,12,false
species,1119,"thunderballmon","サンダーボールモン",9,12,false
species,1120,"sangloupmon","サングルゥモン",7,12,false
species,1121,"zassoumon","ザッソーモン",6,12,false
species,1122,"cyclomon","サイクロモン",6,12,false
species,1123,"gorimon","ゴリモン",4,12,false
species,1124,"gokimon","ゴキモン",4,12,false
species,1125,"golemon","ゴーレモン",5,12,false
species,1126,"cockatrimon","コカトリモン",6,12,false
species,1127,"kougamon","コウガモン",5,12,false
species,1128,"coredramon_g","コアドラモン（緑）",9,12,false
species,1129,"coredramon_b","コアドラモン（青）",9,12,false
species,1130,"centalmon","ケンタルモン",6,12,false
species,1131,"geremon","ゲレモン",4,12,false
species,1132,"gesomon","ゲソモン",4,12,false
species,1133,"kuwagamon","クワガーモン",6,12,false
species,1134,"clockmon","クロックモン",6,12,false
species,1135,"greymon-first","グレイモン",5,12,false
species,1136,"gururumon","グルルモン",5,12,false
species,1137,"gryzmon","グリズモン",5,12,false
species,1138,"chrysalimon","クリサリモン",6,12,false
species,1139,"growmon","グラウモン",5,12,false
species,1140,"ginryumon","ギンリュウモン",7,12,false
species,1141,"ginkakumon","ギンカクモン",6,12,false
species,1142,"kinkakumon","キンカクモン",6,12,false
species,1143,"kyubimon","キュウビモン",6,12,false
species,1144,"kiwimon","キウイモン",5,12,false
species,1145,"gawappamon","ガワッパモン",6,12,false
species,1146,"garurumon","ガルルモン",5,12,false
species,1147,"galgomon","ガルゴモン",5,12,false
species,1148,"karatukinumemon","カラツキヌメモン",8,12,false
species,1149,"kabuterimon","カブテリモン",6,12,false
species,1150,"guardromon","ガードロモン",6,12,false
species,1151,"gaogamon","ガオガモン",5,12,false
species,1152,"omekamon","オメカモン",5,12,false
species,1153,"octmon","オクタモン",5,12,false
species,1154,"orgemon","オーガモン",5,12,false
species,1155,"angemon","エンジェモン",6,12,false
species,1156,"ebidramon","エビドラモン",6,12,false
species,1157,"xv-mon","エクスブイモン",7,12,false
species,1158,"airdramon","エアドラモン",6,12,false
species,1159,"woodmon","ウッドモン",5,12,false
species,1160,"wendimon","ウェンディモン",7,12,false
species,1161,"witchmon","ウィッチモン",6,12,false
species,1162,"wizarmon","ウィザーモン",6,12,false
species,1163,"evilmon","イビルモン",5,12,false
species,1164,"ikkakumon","イッカクモン",6,12,false
species,1165,"igamon","イガモン",4,12,false
species,1166,"ankylomon","アンキロモン",6,12,false
species,1167,"aquilamon","アクィラモン",6,12,false
species,1168,"akatorimon","アカトリモン",6,12,false
species,1169,"icemon","アイスモン",5,12,false
species,1170,"aegiomon","アイギオモン",6,12,false
species,1171,"wormmon","ワームモン",5,12,false
species,1172,"lopmon","ロップモン",5,12,false
species,1173,"renamon","レナモン",4,12,false
species,1174,"liollmon","レオルモン",5,12,false
species,1175,"lunamon","ルナモン",4,12,false
species,1176,"lucemon","ルーチェモン",6,12,false
species,1177,"ryudamon","リュウダモン",6,12,false
species,1178,"lalamon","ララモン",4,12,false
species,1179,"labramon","ラブラモン",5,12,false
species,1180,"yukiagumon","ユキアグモン",6,12,false
species,1181,"monodramon","モノドラモン",6,12,false
species,1182,"muchomon","ムーチョモン",6,12,false
species,1183,"mushmon","マッシュモン",6,12,false
species,1184,"bokomon","ボコモン",4,12,false
species,1185,"paunchessmon-white","ポーンチェスモン（白）",11,12,false
species,1186,"paunchessmon","ポーンチェスモン（黒）",11,12,false
species,1187,"hawkmon","ホークモン",5,12,false
species,1188,"penmon","ペンモン",4,12,false
species,1189,"betamon","ベタモン",4,12,false
species,1190,"bearmon","ベアモン",4,12,false
species,1191,"plotmon","プロットモン",6,12,false
species,1192,"floramon","フローラモン",6,12,false
species,1193,"v-mon","ブイモン",4,12,false
species,1194,"funbeemon","ファンビーモン",7,12,false
species,1195,"falcomon","ファルコモン",6,12,false
species,1196,"phascomon","ファスコモン",6,12,false
species,1197,"piyomon","ピヨモン",4,12,false
species,1198,"picodevimon","ピコデビモン",6,12,false
species,1199,"palmon","パルモン",4,12,false
species,1200,"huckmon","ハックモン",5,12,false
species,1201,"patamon","パタモン",4,12,false
species,1202,"hagurumon","ハグルモン",5,12,false
species,1203,"bakumon","バクモン",4,12,false
species,1204,"neamon","ネーモン",4,12,false
species,1205,"niseagumonhakase","ニセアグモン博士",8,12,false
species,1206,"dorumon","ドルモン",4,12,false
species,1207,"dracomon","ドラコモン",5,12,false
species,1208,"dracumon","ドラクモン",5,12,false
species,1209,"toyagumon","トイアグモン",6,12,false
species,1210,"tentomon","テントモン",5,12,false
species,1211,"terriermon","テリアモン",5,12,false
species,1212,"tinkermon","ティンカーモン",7,12,false
species,1213,"tukaimon","ツカイモン",5,12,false
species,1214,"tyumon","チューモン",5,12,false
species,1215,"solarmon","ソーラーモン",6,12,false
species,1216,"zubamon","ズバモン",4,12,false
species,1217,"snowgoburimon","スノーゴブリモン",8,12,false
species,1218,"swimmon","スイムモン",5,12,false
species,1219,"shakomon","シャコモン",5,12,false
species,1220,"shamamon","シャーマモン",6,12,false
species,1221,"sistermonblanc","シスタモン ブラン",9,12,false
species,1222,"psychemon","サイケモン",5,12,false
species,1223,"coronamon","コロナモン",5,12,false
species,1224,"commandramon","コマンドラモン",7,12,false
species,1225,"gomamon","ゴマモン",4,12,false
species,1226,"goburimon","ゴブリモン",5,12,false
species,1227,"kotemon","コテモン",4,12,false
species,1228,"gottsumon","ゴツモン",4,12,false
species,1229,"kokuwamon","コクワモン",5,12,false
species,1230,"kokabuterimon","コカブテリモン",7,12,false
species,1231,"koemon","コエモン",4,12,false
species,1232,"keramon","ケラモン",4,12,false
species,1233,"kunemon","クネモン",4,12,false
species,1234,"kudamon","クダモン",4,12,false
species,1235,"guilmon","ギルモン",4,12,false
species,1236,"candmon","キャンドモン",6,12,false
species,1237,"gizamon","ギザモン",4,12,false
species,1238,"kamemon","カメモン",4,12,false
species,1239,"gabumon","ガブモン",4,12,false
species,1240,"ganimon","ガニモン",4,12,false
species,1241,"gazimon","ガジモン",4,12,false
species,1242,"gaomon","ガオモン",4,12,false
species,1243,"otamamon-red","オタマモン（赤）",8,12,false
species,1244,"otamamon","オタマモン",5,12,false
species,1245,"elecmon-violet","エレキモン（紫）",8,12,false
species,1246,"elecmon","エレキモン",5,12,false
species,1247,"ebiburgamon","エビバーガモン",7,12,false
species,1248,"impmon","インプモン",5,12,false
species,1249,"alraumon","アルラウモン",6,12,false
species,1250,"armadimon","アルマジモン",6,12,false
species,1251,"arkadimon","アルカディモン",7,12,false
species,1252,"agumonhakase","アグモン博士",6,12,false
species,1253,"agumon-black","アグモン（黒）",7,12,false
species,1254,"agumon-2006","アグモン（２００６アニメ版）",14,12,true
species,1255,"agumon","アグモン",4,12,false
species,1256,"wanyamon","ワニャモン",5,12,false
species,1257,"mochimon","モチモン",4,12,false
species,1258,"minomon","ミノモン",4,12,false
species,1259,"missimon","ミサイモン",5,12,false
species,1260,"poromon","ポロモン",4,12,false
species,1261,"pokomon","ポコモン",4,12,false
species,1262,"babydmon","ベビドモン",5,12,false
species,1263,"puroromon","プロロモン",5,12,false
species,1264,"frimon","フリモン",4,12,false
species,1265,"petimeramon","プチメラモン",6,12,false
species,1266,"pukamon","プカモン",4,12,false
species,1267,"pyocomon","ピョコモン",5,12,false
species,1268,"pinamon","ピナモン",4,12,false
species,1269,"budmon","バドモン",4,12,false
species,1270,"pagumon","パグモン",4,12,false
species,1271,"nyaromon","ニャロモン",5,12,false
species,1272,"dorimon","ドリモン",4,12,false
species,1273,"tokomon","トコモン",4,12,false
species,1274,"tsumemon","ツメモン",4,12,false
species,1275,"tunomon","ツノモン",4,12,false
species,1276,"chocomon","チョコモン",5,12,false
species,1277,"chapmon","チャップモン",6,12,false
species,1278,"chibimon","チビモン",4,12,false
species,1279,"tanemon","タネモン",4,12,false
species,1280,"xiaomon","シャオモン",5,12,false
species,1281,"sakuttomon","サクットモン",6,12,false
species,1282,"koromon","コロモン",4,12,false
species,1283,"gummymon","グミモン",4,12,false
species,1284,"kyokyomon","キョキョモン",6,12,false
species,1285,"cupimon","キュピモン",5,12,false
species,1286,"kyaromon","キャロモン",5,12,false
species,1287,"gigimon","ギギモン",4,12,false
species,1288,"capromon","カプリモン",5,12,false
species,1289,"upamon","ウパモン",4,12,false
species,1290,"relemon","レレモン",4,12,false
species,1291,"leafmon","リーフモン",5,12,false
species,1292,"yuramon","ユラモン",4,12,false
species,1293,"yukimibotamon","ユキミボタモン",7,12,false
species,1294,"mokumon","モクモン",4,12,false
species,1295,"poyomon","ポヨモン",4,12,false
species,1296,"bommon","ボムモン",4,12,false
species,1297,"popomon","ポポモン",4,12,false
species,1298,"botamon","ボタモン",4,12,false
species,1299,"puwamon","プワモン",4,12,false
species,1300,"pururumon","プルルモン",5,12,false
species,1301,"pupumon","ププモン",4,12,false
species,1302,"fufumon","フフモン",4,12,false
species,1303,"punimon","プニモン",4,12,false
species,1304,"puttimon","プットモン",5,12,false
species,1305,"petitmon","プチモン",4,12,false
species,1306,"pitchmon","ピチモン",4,12,false
species,1307,"pafumon","パフモン",4,12,false
species,1308,"bubbmon","バブモン",4,12,false
species,1309,"paomon","パオモン",4,12,false
species,1310,"nyokimon","ニョキモン",5,12,false
species,1311,"dodomon","ドドモン",4,12,false
species,1312,"tsubumon","ツブモン",4,12,false
species,1313,"choromon","チョロモン",5,12,false
species,1314,"chicomon","チコモン",4,12,false
species,1315,"zerimon","ゼリモン",4,12,false
species,1316,"zurumon","ズルモン",4,12,false
species,1317,"jyarimon","ジャリモン",5,12,false
