dm_technique_id,emerald_runtime_move_id,name_ja,first_source_kind,mapping_status
516,1450,ブレードフィン,digimon,exact_official_string
517,1451,バイオトキシン,digimon,exact_official_string
518,1452,インテンスランテール,digimon,exact_official_string
519,1453,ディビジョンブレイク,digimon,exact_official_string
520,1454,マルチプルシード,digimon,exact_official_string
521,1455,スプラウトラッシュ,digimon,exact_official_string
522,1456,グラン・デル・ソル,digimon,exact_official_string
523,1457,アサルトハチェット,digimon,exact_official_string
524,1458,タイドアップアイビー,digimon,exact_official_string
525,1459,ショットガンモス,digimon,exact_official_string
526,1460,ディストラクショングレネード,digimon,exact_official_string
527,1461,スパイシーオニオン,digimon,exact_official_string
528,1462,デリシャスパティ,digimon,exact_official_string
529,1463,ファイアフェザー,digimon,exact_official_string
530,1464,ピッドスピード,digimon,exact_official_string
531,1465,デザートウィンド,digimon,exact_official_string
532,1466,サンダーレイ,digimon,exact_official_string
533,1467,インセクスオーム,digimon,exact_official_string
534,1468,パイルシェル,digimon,exact_official_string
535,1469,マインドフォッグ,digimon,exact_official_string
536,1470,フリースローボム,digimon,exact_official_string
537,1471,爆・オヤジパンチ,digimon,exact_official_string
538,1472,ギガブラスター,digimon,exact_official_string
539,1473,ホーンバスター改,digimon,exact_official_string
540,1474,メテオスコール,digimon,exact_official_string
541,1475,メテオチャンピオン,digimon,exact_official_string
542,1476,プラズマブレイド,digimon,exact_official_string
543,1477,エキゾーストフレイム,digimon,exact_official_string
544,1478,ライデンブレイド,digimon,exact_official_string
545,1479,ダークネスギア,digimon,exact_official_string
546,1480,旋風縛（せんぷうばく）,digimon,exact_official_string
547,1481,菊燐一閃・號雷斬（きくりんいっせん・ごうらいざん）,digimon,exact_official_string
548,1482,刀華静謐（とうかせいひつ）,digimon,exact_official_string
549,1483,ブラキオバブル,digimon,exact_official_string
550,1484,ブレイドツイスター,digimon,exact_official_string
551,1485,三連星,digimon,exact_official_string
552,1486,ヴォルケーノストライクS,digimon,exact_official_string
553,1487,ハードタックル,digimon,exact_official_string
554,1488,ジャスティスマサカー,digimon,exact_official_string
555,1489,サプライズアタック,digimon,exact_official_string
556,1490,斬電剣,digimon,exact_official_string
557,1491,スカルスタンド,digimon,exact_official_string
558,1492,リーパーストライク,digimon,exact_official_string
559,1493,デザートデスサイズ,digimon,exact_official_string
560,1494,ウィザーウィング,digimon,exact_official_string
561,1495,ロックブレス,digimon,exact_official_string
562,1496,砂かけ,digimon,exact_official_string
563,1497,ダークピューピル,digimon,exact_official_string
564,1498,ポイズンミュークス,digimon,exact_official_string
565,1499,ゴルドリアンラッシュ,digimon,exact_official_string
566,1500,ゴールドエクスクレメント,digimon,exact_official_string
567,1501,ホイールラッシュ,digimon,exact_official_string
568,1502,ソードダンサー,digimon,exact_official_string
569,1503,バーニングスタークラッシャー,digimon,exact_official_string
570,1504,スリービクトライズ,digimon,exact_official_string
571,1505,スリーインパクト,digimon,exact_official_string
572,1506,ビクトライズブーメラン,digimon,exact_official_string
573,1507,ポイズンネイル,digimon,exact_official_string
574,1508,ラッパーコースター,digimon,exact_official_string
575,1509,ワンハンド・スイング,digimon,exact_official_string
576,1510,トルペド・クロッシング,digimon,exact_official_string
577,1511,コッチョン,digimon,exact_official_string
578,1512,ミニデカフレイム,digimon,exact_official_string
579,1513,鼓・爆砕,digimon,exact_official_string
580,1514,頭つぶし,digimon,exact_official_string
581,1515,クールランニング,digimon,exact_official_string
582,1516,急ブレーキスパーク,digimon,exact_official_string
583,1517,ウンチ投げ,digimon,exact_official_string
584,1518,キングスタンプ,digimon,exact_official_string
585,1519,鬼瞬轟拳（きしゅんごうけん）,digimon,exact_official_string
586,1520,獄炎破回蹴（ごくえんはかいしゅう）,digimon,exact_official_string
587,1521,喰雷炎砕破（がらいえんさいは）,digimon,exact_official_string
588,1522,イノセンスブリザード,digimon,exact_official_string
589,1523,フリージングレイ,digimon,exact_official_string
590,1524,ルインリバーヴ,digimon,exact_official_string
591,1525,リムーバルブロウ,digimon,exact_official_string
592,1526,デフロストブレード,digimon,exact_official_string
593,1527,グラシエイトミサイル,digimon,exact_official_string
594,1528,ダイアモンドダスト,digimon,exact_official_string
595,1529,セブンヘルズ,digimon,exact_official_string
596,1530,テスタメント,digimon,exact_official_string
597,1531,ダイジェス,digimon,exact_official_string
598,1532,ディケイズン,digimon,exact_official_string
599,1533,擬遁アイソレーション（ぎとんあいそれーしょん）,digimon,exact_official_string
600,1534,クラックハーケン,digimon,exact_official_string
601,1535,ダイナミックサイファー,digimon,exact_official_string
602,1536,フィレットブレード,digimon,exact_official_string
603,1537,リップルエッジ,digimon,exact_official_string
604,1538,リキッドヴェール,digimon,exact_official_string
605,1539,プレシャスフレア,digimon,exact_official_string
606,1540,ドリームミサイル,digimon,exact_official_string
607,1541,アブソリュートテリトリー,digimon,exact_official_string
608,1542,ナイトメアアッセンブル,digimon,exact_official_string
609,1543,トゥインペタル,digimon,exact_official_string
610,1544,トライデントアームＶＥＲ９.９,digimon,exact_official_string
611,1545,ギガデストロイヤー,digimon,exact_official_string
612,1546,氷獣拳,digimon,exact_official_string
613,1547,雪花火,digimon,exact_official_string
614,1548,エネルギーボム,digimon,exact_official_string
615,1549,エネルギーレーザーボム,digimon,exact_official_string
616,1550,アノードパンチ,digimon,exact_official_string
617,1551,カソードキック,digimon,exact_official_string
618,1552,サンダーボマー,digimon,exact_official_string
619,1553,ヴォルケーノストライク,digimon,exact_official_string
620,1554,トマホークスラッシュ,digimon,exact_official_string
621,1555,グラオ・レルム,digimon,exact_official_string
622,1556,シュヴァルツ・シュトラール,digimon,exact_official_string
623,1557,デッドリーシェード,digimon,exact_official_string
624,1558,マッドバイキング,digimon,exact_official_string
625,1559,アングリーロック,digimon,exact_official_string
626,1560,レイジロック,digimon,exact_official_string
627,1561,シザーズエクスキューション,digimon,exact_official_string
628,1562,ヘビークランチ,digimon,exact_official_string
629,1563,ロックブレイカー,digimon,exact_official_string
630,1564,ファイアーボール,digimon,exact_official_string
631,1565,ファイアーミット,digimon,exact_official_string
632,1566,ソル・キャリバー,digimon,exact_official_string
633,1567,デモリッションホーン,digimon,exact_official_string
634,1568,リュウセイロックダマシー,digimon,exact_official_string
635,1569,植物性の泡,digimon,exact_official_string
636,1570,グリーンピクルス,digimon,exact_official_string
637,1571,シュバシュバポテト,digimon,exact_official_string
638,1572,バッシュドポテト,digimon,exact_official_string
639,1573,アネモダルメノス,digimon,exact_official_string
640,1574,アステロイディス,digimon,exact_official_string
641,1575,ロンヒ・アディスタクト,digimon,exact_official_string
642,1576,クータスタ・キラナ,digimon,exact_official_string
643,1577,カマラ・カルマ,digimon,exact_official_string
644,1578,サマディ・シャンティ,digimon,exact_official_string
645,1579,二刀勢雷（にとうせいらい）,digimon,exact_official_string
646,1580,士道一徹（しどういってつ）,digimon,exact_official_string
647,1581,神電召雷光（しんでんしょうらいこう）,digimon,exact_official_string
648,1582,ブランブルショット,digimon,exact_official_string
649,1583,クリムゾンスポアーズ,digimon,exact_official_string
650,1584,キリングケイデンス,digimon,exact_official_string
651,1585,リズミック・アーツ,digimon,exact_official_string
652,1586,ハウリングブラスト,digimon,exact_official_string
653,1587,アップビートツイスター,digimon,exact_official_string
654,1588,キャノンボールシューター,digimon,exact_official_string
655,1589,ワイルドピッチ,digimon,exact_official_string
656,1590,ラウンドジェイル,digimon,exact_official_string
657,1591,雷撃踵（らいげきしょう）,digimon,exact_official_string
658,1592,武電破弾（ぶでんはだん）,digimon,exact_official_string
659,1593,迅雷廻天戟（じんらいかいてんげき）,digimon,exact_official_string
660,1594,轟炎輪（ごうえんりん）,digimon,exact_official_string
661,1595,灰迅雷瞳（かいじんらいどう）,digimon,exact_official_string
662,1596,響香水月（きょうかすいげつ）,digimon,exact_official_string
663,1597,マーブルインパクト,digimon,exact_official_string
664,1598,ドリームハリケーン,digimon,exact_official_string
665,1599,ラブリーシャワー,digimon,exact_official_string
666,1600,ミニマルフラッシュ,digimon,exact_official_string
667,1601,静電気,digimon,exact_official_string
668,1602,パラライズリック,digimon,exact_official_string
669,1603,ライトニングラッシュ,digimon,exact_official_string
670,1604,ハートビートインパルス,digimon,exact_official_string
671,1605,インセクマインド,digimon,exact_official_string
672,1606,デフィブレイショック,digimon,exact_official_string
673,1607,エレクトリカルフィスト,digimon,exact_official_string
674,1608,サンダードレッド,digimon,exact_official_string
675,1609,ワイワイパー,digimon,exact_official_string
676,1610,マッシグラン,digimon,exact_official_string
677,1611,エレキラッシュ,digimon,exact_official_string
678,1612,プチインパルス,digimon,exact_official_string
679,1613,雅琉々砲（がるるほう）,digimon,exact_official_string
680,1614,虞玲刀（ぐれいとう）,digimon,exact_official_string
681,1615,デストロイクロウ,digimon,exact_official_string
682,1616,アルティメットフレア,digimon,exact_official_string
683,1617,マイアスピウ,digimon,exact_official_string
684,1618,カウスラッガー,digimon,exact_official_string
685,1619,アルナスショット,digimon,exact_official_string
686,1620,カイザーネイル,digimon,exact_official_string
687,1621,メガデス,digimon,exact_official_string
688,1622,トリニティゴスペル,digimon,exact_official_string
689,1623,アシッドインジェクション,digimon,exact_official_string
690,1624,デッドショット,digimon,exact_official_string
691,1625,ヒンダーマイアズマ,digimon,exact_official_string
692,1626,サイキックチェーン,digimon,exact_official_string
693,1627,クラウドビジョン,digimon,exact_official_string
694,1628,ダークウィング,digimon,exact_official_string
695,1629,ポジトロンブラスター,digimon,exact_official_string
696,1630,アルタブレード,digimon,exact_official_string
697,1631,トライデントアーム,digimon,exact_official_string
698,1632,ジガストーム,digimon,exact_official_string
699,1633,ヴァンキッシュミサイル,digimon,exact_official_string
700,1634,マキシマムデモリッシャー,digimon,exact_official_string
701,1635,フルスロットルエッジ,digimon,exact_official_string
702,1636,マッドネスファイア,digimon,exact_official_string
703,1637,パラボリックジャンク,digimon,exact_official_string
704,1638,スクラップティース,digimon,exact_official_string
705,1639,バレッジスイーパー,digimon,exact_official_string
706,1640,レスティングバーナー,digimon,exact_official_string
707,1641,ソニックエクスカベーター,digimon,exact_official_string
708,1642,ホップヒップ,digimon,exact_official_string
709,1643,ポッピンティア,digimon,exact_official_string
710,1644,アナイアレンション,digimon,exact_official_string
711,1645,ルウダメント,digimon,exact_official_string
712,1646,ドライアドスティンガー,digimon,exact_official_string
713,1647,ブラステッドディザスター,digimon,exact_official_string
714,1648,パルシースイート,digimon,exact_official_string
715,1649,ウェイビーオクタヴィスト,digimon,exact_official_string
716,1650,ペタリーカーネイジ,digimon,exact_official_string
717,1651,トロピカルヴェノム,digimon,exact_official_string
718,1652,ラピッドシード,digimon,exact_official_string
719,1653,フルーツラッシュ,digimon,exact_official_string
720,1654,邪念眼,digimon,exact_official_string
721,1655,影縛り,digimon,exact_official_string
722,1656,愚幻,digimon,exact_official_string
723,1657,電撃ビリリン185V,digimon,exact_official_string
724,1658,電撃ビリリン,digimon,exact_official_string
725,1659,パラライズブレス,digimon,exact_official_string
726,1660,ブービーピット,digimon,exact_official_string
727,1661,酸の泡,digimon,exact_official_string
728,1662,リトルプラズマ,digimon,exact_official_string
729,1663,ジャックレイド,digimon,exact_official_string
730,1664,ブリューナストライク,digimon,exact_official_string
731,1665,リアクターディスチャージ,digimon,exact_official_string
732,1666,クルーアルインバイト,digimon,exact_official_string
733,1667,カラミティバイス,digimon,exact_official_string
734,1668,ブラントクロー,digimon,exact_official_string
735,1669,コロニートーピード,digimon,exact_official_string
736,1670,ポセイドンボルテックス,digimon,exact_official_string
737,1671,アクア・バイパー,digimon,exact_official_string
738,1672,サッカーフィッシュダーツ,digimon,exact_official_string
739,1673,フライングフィニッシュ,digimon,exact_official_string
740,1674,レフュージミスト,digimon,exact_official_string
741,1675,コーラルプレッシャー,digimon,exact_official_string
742,1676,ジャイアントグレイター,digimon,exact_official_string
743,1677,カース・リフレクション,digimon,exact_official_string
744,1678,マウントストーン,digimon,exact_official_string
745,1679,グライドロックス,digimon,exact_official_string
746,1680,グリットネイル,digimon,exact_official_string
747,1681,サンドブラスト,digimon,exact_official_string
748,1682,スパイクバスター,digimon,exact_official_string
749,1683,フライングキック,digimon,exact_official_string
750,1684,インフィニティドリーム,digimon,exact_official_string
751,1685,ブレイズスパイカー,digimon,exact_official_string
752,1686,マッハフリッカー,digimon,exact_official_string
753,1687,フロッグショット,digimon,exact_official_string
754,1688,スピンカリバー,digimon,exact_official_string
755,1689,スパイラルシュレッダー,digimon,exact_official_string
756,1690,プリズムギャレット,digimon,exact_official_string
757,1691,フォックスファイアー,digimon,exact_official_string
758,1692,メガフレイム,digimon,exact_official_string
759,1693,ボルトライン,digimon,exact_official_string
760,1694,インプリズメント,digimon,exact_official_string
761,1695,ブルートナックル,digimon,exact_official_string
762,1696,シュガーパウンド,digimon,exact_official_string
763,1697,ブルーブレイブ,digimon,exact_official_string
764,1698,オーロラブレイザー,digimon,exact_official_string
765,1699,リンリンテラピー,digimon,exact_official_string
766,1700,オーロラストリーム,digimon,exact_official_string
767,1701,カッティングエッジ,digimon,exact_official_string
768,1702,クルーティレイン,digimon,exact_official_string
769,1703,フルメタルマシンガン,digimon,exact_official_string
770,1704,クールエッジ,digimon,exact_official_string
771,1705,ムーンテンス,digimon,exact_official_string
772,1706,レドルスター,digimon,exact_official_string
773,1707,レッドリーマー,digimon,exact_official_string
774,1708,ストラッシュサラマンダー,digimon,exact_official_string
775,1709,ガイアブレイブ,digimon,exact_official_string
776,1710,ビートプレス,digimon,exact_official_string
777,1711,ヘクサンダー,digimon,exact_official_string
778,1712,ミラーガード,digimon,exact_official_string
779,1713,ミラーダスト,digimon,exact_official_string
780,1714,ボールトリプ,digimon,exact_official_string
781,1715,天晴れ桜,digimon,exact_official_string
782,1716,扇子返し,digimon,exact_official_string
783,1717,ダイバッチグー,digimon,exact_official_string
784,1718,プチツイスター,digimon,exact_official_string
785,1719,フローズンクロー,digimon,exact_official_string
786,1720,カロスディメンション,digimon,exact_official_string
787,1721,レーザーカノン,digimon,exact_official_string
788,1722,レーザーサーベル,digimon,exact_official_string
789,1723,メッサースパイラル,digimon,exact_official_string
790,1724,N・S・B・M,digimon,exact_official_string
791,1725,レーザーアイ,digimon,exact_official_string
792,1726,ソニックバルカン,digimon,exact_official_string
793,1727,ココンピック,digimon,exact_official_string
794,1728,サモンフロスト,digimon,exact_official_string
795,1729,ヘクトエッジブリザード,digimon,exact_official_string
796,1730,アブソリュートブラスト,digimon,exact_official_string
797,1731,アイスエイジ,digimon,exact_official_string
798,1732,メテオヘイル,digimon,exact_official_string
799,1733,トリックオアトリート・ウォレス,digimon,exact_official_string
800,1734,アトランティックダム,digimon,exact_official_string
801,1735,ワッサムリングジャック,digimon,exact_official_string
802,1736,デスティニー・デス・デストラクション（Death3）,digimon,exact_official_string
803,1737,聖拳滅破,digimon,exact_official_string
804,1738,ナイツ・イントルーダー,digimon,exact_official_string
805,1739,クレイジーギグル,digimon,exact_official_string
806,1740,フレアロックダマシー,digimon,exact_official_string
807,1741,ヘヴィヒートバルカン,digimon,exact_official_string
808,1742,ジアルマグナム,digimon,exact_official_string
809,1743,オメガ・ザ・フュージョン,digimon,exact_official_string
810,1744,エクスラディケート,digimon,exact_official_string
811,1745,メテオライザー,digimon,exact_official_string
812,1746,ゴールデンスクエア,digimon,exact_official_string
813,1747,シークレッドウォール,digimon,exact_official_string
814,1748,ラピッドブラスター,digimon,exact_official_string
815,1749,レーザーガトリングアーム,digimon,exact_official_string
816,1750,ビリオンバレット,digimon,exact_official_string
817,1751,ラブリースプラッシュ,digimon,exact_official_string
818,1752,究極戦技天仰拳,digimon,exact_official_string
819,1753,鉄ゲタ張り手,digimon,exact_official_string
820,1754,ペンドラゴンスパークル,digimon,exact_official_string
821,1755,雷剣ブレイラガハ,digimon,exact_official_string
822,1756,エクストリームテイラー,digimon,exact_official_string
823,1757,イレイズクロー,digimon,exact_official_string
824,1758,サンライズバスター,digimon,exact_official_string
825,1759,ザンスラスト,digimon,exact_official_string
826,1760,スターライトエクスプロージョン,digimon,exact_official_string
827,1761,ジャスティスXキック,digimon,exact_official_string
828,1762,ジャスティスXパンチ,digimon,exact_official_string
829,1763,ジャスティスXブレード,digimon,exact_official_string
830,1764,ボルトブレイク,digimon,exact_official_string
831,1765,サンダークラウド,digimon,exact_official_string
832,1766,胡劉球（こりゅうきゅう）,digimon,exact_official_string
833,1767,石敢当（せっかんとう）,digimon,exact_official_string
834,1768,ティーダ・イヤ,digimon,exact_official_string
835,1769,ビリリンハギュー,digimon,exact_official_string
836,1770,ライトニングスピア,digimon,exact_official_string
837,1771,ヘブンズ・ジャッジメント,digimon,exact_official_string
838,1772,ホーリーマテリアル,digimon,exact_official_string
839,1773,エデンスランス,digimon,exact_official_string
840,1774,グランドホーリーアロー,digimon,exact_official_string
841,1775,ヘブンズチャーム,digimon,exact_official_string
842,1776,スプーキーザッパー,digimon,exact_official_string
843,1777,フェイタルゲイズ,digimon,exact_official_string
844,1778,リワインドアビス13（サーティーン）,digimon,exact_official_string
845,1779,ドラゴンズロア,digimon,exact_official_string
846,1780,ブレス・オブ・ワイバーン,digimon,exact_official_string
847,1781,ドラゴンズガスト,digimon,exact_official_string
848,1782,アウススターベン,digimon,exact_official_string
849,1783,ブラオンネーベル,digimon,exact_official_string
850,1784,アイネ・ビリオン,digimon,exact_official_string
851,1785,ホーリーフレイム,digimon,exact_official_string
852,1786,ホーリーブレイズ,digimon,exact_official_string
853,1787,ソローブルー,digimon,exact_official_string
854,1788,ファンタジーミスト,digimon,exact_official_string
855,1789,ゴッドフレイム,digimon,exact_official_string
856,1790,ゴッドフィスト,digimon,exact_official_string
857,1791,シャドーウィング,digimon,exact_official_string
858,1792,ホーリーチャイム,digimon,exact_official_string
859,1793,チクチクバンバン,digimon,exact_official_string
860,1794,チクチクバムバム,digimon,exact_official_string
861,1795,トーピードアタック,digimon,exact_official_string
862,1796,シックルストリーム,digimon,exact_official_string
863,1797,ブレイジングアイス,digimon,exact_official_string
864,1798,ファロストタイフーン,digimon,exact_official_string
865,1799,ブラックパール,digimon,exact_official_string
866,1800,ブレイジングファイア,digimon,exact_official_string
867,1801,ポイズンアイビー,digimon,exact_official_string
868,1802,ＲＧＢハーブ,digimon,exact_official_string
869,1803,ビークピアス,digimon,exact_official_string
870,1804,ネイルコーム,digimon,exact_official_string
871,1805,スマイリーボム,digimon,exact_official_string
872,1806,ボムシング,digimon,exact_official_string
873,1807,ブレインラプチュアー,digimon,exact_official_string
874,1808,プラネットデストロイヤー,digimon,exact_official_string
875,1809,プラネットデストロイヤージャスティス,digimon,exact_official_string
876,1810,スルトブランダー,digimon,exact_official_string
877,1811,ニヴルヘイムアレスト,digimon,exact_official_string
878,1812,グランドグリーズル,digimon,exact_official_string
879,1813,ヒャズニング・ワルツ,digimon,exact_official_string
880,1814,シャイニングＶフォース,digimon,exact_official_string
881,1815,プラズマシュート,digimon,exact_official_string
882,1816,シャイニングゴールドソーラーストーム,digimon,exact_official_string
883,1817,キングジャベリン,digimon,exact_official_string
884,1818,トライホーンアタック,digimon,exact_official_string
885,1819,ゴールデントライホーンアタック,digimon,exact_official_string
886,1820,シザーアームズΩ３^３,digimon,exact_official_string
887,1821,パラライズテイル,digimon,exact_official_string
888,1822,パラライズ・ボム,digimon,exact_official_string
889,1823,カースオブクィーン,digimon,exact_official_string
890,1824,ロゼッタストーン,digimon,exact_official_string
891,1825,カルトゥーシュ,digimon,exact_official_string
892,1826,アイスアロー,digimon,exact_official_string
893,1827,アイススピアー,digimon,exact_official_string
894,1828,シザーアームズ,digimon,exact_official_string
895,1829,クランチアーム,digimon,exact_official_string
896,1830,ディノバースト,digimon,exact_official_string
897,1831,ディノフラッシュ,digimon,exact_official_string
898,1832,マーチングフィッシィーズ,digimon,exact_official_string
899,1833,シザーアームズミニ,digimon,exact_official_string
900,1834,暗黒のガイアフォース,digimon,exact_official_string
901,1835,ハデスフォース,digimon,exact_official_string
902,1836,アフターバースト,digimon,exact_official_string
903,1837,グレイエム,digimon,exact_official_string
904,1838,エンデブレッヘン,digimon,exact_official_string
905,1839,エネルギアブリッツ,digimon,exact_official_string
906,1840,パンデミックデストロイヤー,digimon,exact_official_string
907,1841,覇王拳,digimon,exact_official_string
908,1842,WEEK END,digimon,exact_official_string
909,1843,BBバーナー,digimon,exact_official_string
910,1844,ジャイロスマッシュ,digimon,exact_official_string
911,1845,クオリアライズブラスト,digimon,exact_official_string
912,1846,スパイラルヴァニッシュ,digimon,exact_official_string
913,1847,デスペレイトボルテックス,digimon,exact_official_string
914,1848,プレデターズバイト,digimon,exact_official_string
915,1849,スパイラル・ヘル,digimon,exact_official_string
916,1850,ギガクリムゾンダイブ,digimon,exact_official_string
917,1851,ヴァーミリオンボルテックス,digimon,exact_official_string
918,1852,ライトニングスティンガー,digimon,exact_official_string
919,1853,クリムゾンスラッシュ,digimon,exact_official_string
920,1854,ソーンウィップ,digimon,exact_official_string
921,1855,ローゼンブラッド,digimon,exact_official_string
922,1856,スマイリーウォーヘッド,digimon,exact_official_string
923,1857,デルモウォーキング,digimon,exact_official_string
924,1858,スパイラルボーン,digimon,exact_official_string
925,1859,ジャイアントクラッシュボーン,digimon,exact_official_string
926,1860,タスクストライクス,digimon,exact_official_string
927,1861,ツンドラブレス,digimon,exact_official_string
928,1862,ジオメトリックフリーザー,digimon,exact_official_string
929,1863,ヘルマニア,digimon,exact_official_string
930,1864,メリーメリーデストラクション,digimon,exact_official_string
931,1865,ヴァンパイアセオリー,digimon,exact_official_string
932,1866,ブラッディドレイン,digimon,exact_official_string
933,1867,パピーハウリング,digimon,exact_official_string
934,1868,パピーポー,digimon,exact_official_string
935,1869,ララバイバブル,digimon,exact_official_string
936,1870,スマイリーヘッドバット,digimon,exact_official_string
937,1871,ペイントスプラッシュ,digimon,exact_official_string
938,1872,プシュー,digimon,exact_official_string
939,1873,ナイト・オブ・ファイアー,digimon,exact_official_string
940,1874,サモンチェイサー,digimon,exact_official_string
941,1875,ファイアーブラスト,digimon,exact_official_string
942,1876,フレイムスナッチ,digimon,exact_official_string
943,1877,ウンチラッシュ,digimon,exact_official_string
944,1878,パラダイスロスト,digimon,exact_official_string
945,1879,パーガトリアルフレイム,digimon,exact_official_string
946,1880,セブンス・ディバイン・クルス,digimon,exact_official_string
947,1881,ナザルネイル,digimon,exact_official_string
948,1882,ファントムペイン,digimon,exact_official_string
949,1883,セブンス・ファシネイト,digimon,exact_official_string
950,1884,カウダ・モルティフェラ,digimon,exact_official_string
951,1885,ロストルム・トリアデンス,digimon,exact_official_string
952,1886,セブンス・ライトニング,digimon,exact_official_string
953,1887,ランプランツス,digimon,exact_official_string
954,1888,ギフトオブダークネス,digimon,exact_official_string
955,1889,セブンス・ペネトレート,digimon,exact_official_string
956,1890,デスルアー,digimon,exact_official_string
957,1891,パンデモニウムロスト,digimon,exact_official_string
958,1892,セブンス・ジュエライズ,digimon,exact_official_string
959,1893,フレイムインフェルノ,digimon,exact_official_string
960,1894,セブンス・グラビトン,digimon,exact_official_string
961,1895,インフェルノバースト,digimon,exact_official_string
962,1896,クルーエルトルネード,digimon,exact_official_string
963,1897,デッドリーブレイクロスト,digimon,exact_official_string
964,1898,アンデッドソルジャー,digimon,exact_official_string
965,1899,ダークネスプリズン,digimon,exact_official_string
966,1900,デモンズクリスタル,digimon,exact_official_string
967,1901,フレイムヘルサイズ,digimon,exact_official_string
968,1902,ビヘッドスラッシャー,digimon,exact_official_string
969,1903,ブロウクンデストロイ,digimon,exact_official_string
970,1904,ウルティマバースト,digimon,exact_official_string
971,1905,チクチクローリング,digimon,exact_official_string
972,1906,おしゃぶり,digimon,exact_official_string
973,1907,バリアブレード,digimon,exact_official_string
974,1908,ライトニングカッター,digimon,exact_official_string
975,1909,ベビーヘイル,digimon,exact_official_string
976,1910,アイスマッシュ,digimon,exact_official_string
977,1911,ライトニングファー,digimon,exact_official_string
978,1912,ケンザンダイブ,digimon,exact_official_string
979,1913,コキュートスブレス,digimon,exact_official_string
980,1914,ガルルトマホーク,digimon,exact_official_string
981,1915,グレイスクロスフリーザー,digimon,exact_official_string
982,1916,トリニティーアーム,digimon,exact_official_string
983,1917,ジャスティスキック,digimon,exact_official_string
984,1918,火電鬼爆波（ひでんきばくは）,digimon,exact_official_string
985,1919,フロストクロー,digimon,exact_official_string
986,1920,裏飯綱（うらいづな）,digimon,exact_official_string
987,1921,胎蔵界曼荼羅（たいぞうかいまんだら）,digimon,exact_official_string
988,1922,ダブルエッジ,digimon,exact_official_string
989,1923,アトミックブラスター,digimon,exact_official_string
990,1924,ロックダマシー,digimon,exact_official_string
991,1925,ソウルクラッシャー,digimon,exact_official_string
992,1926,ラウディロッカー,digimon,exact_official_string
993,1927,ガイアフォースＺＥＲＯ,digimon,exact_official_string
994,1928,メタルストーム,digimon,exact_official_string
995,1929,ヘル・ハウリング,digimon,exact_official_string
996,1930,メギドフレイム,digimon,exact_official_string
997,1931,スリーピーバッド,digimon,exact_official_string
998,1932,フラウカノン,digimon,exact_official_string
999,1933,金剛界曼荼羅（こんごうかいまんだら）,digimon,exact_official_string
1000,1934,此ノ花戦姫万象（このはなせんきばんしょう）,digimon,exact_official_string
1001,1935,宇迦之御魂（うかのみたま）,digimon,exact_official_string
1002,1936,グラトニーフレア,digimon,exact_official_string
1003,1937,ダークネスクロウ,digimon,exact_official_string
1004,1938,ダブルインパクト,digimon,exact_official_string
1005,1939,セブンス・フルクラスター,digimon,exact_official_string
1006,1940,ダブルエッジΣ（シグマ）,digimon,exact_official_string
1007,1941,アトミックメガロブラスター,digimon,exact_official_string
1008,1942,アイン・ソフ・オウル,digimon,exact_official_string
1009,1943,アトミックブレイド,digimon,exact_official_string
1010,1944,スピリットバースト,digimon,exact_official_string
1011,1945,太極旋（たいきょくせん）,digimon,exact_official_string
1012,1946,狐蝶幻（こちょうげん）,digimon,exact_official_string
1013,1947,トコトコダイブ,digimon,exact_official_string
1014,1948,噛み付き,digimon,exact_official_string
1015,1949,ダブルクロウ,digimon,exact_official_string
1016,1950,フライバレット・セグンド,digimon,exact_official_string
1017,1951,ディスタンシア・セロ,digimon,exact_official_string
1018,1952,ジークセイバー,digimon,exact_official_string
1019,1953,ファイナル・エリシオン,digimon,exact_official_string
1020,1954,インフェルノゲート,digimon,exact_official_string
1021,1955,ヘルファイアー,digimon,exact_official_string
1022,1956,クリムゾンブレス,digimon,exact_official_string
1023,1957,クラッシュローリング,digimon,exact_official_string
1024,1958,ベビーブレイズ,digimon,exact_official_string
1025,1959,スマッシュホーン,digimon,exact_official_string
1026,1960,ジ・シュルネン,digimon,exact_official_string
1027,1961,プチファイアー,digimon,exact_official_string
1028,1962,ホーンテッドピルス,digimon,exact_official_string
1029,1963,クレイジーゴーラウンド,digimon,exact_official_string
1030,1964,サンクタス・トルメンタム,digimon,exact_official_string
1031,1965,ロードオブフラタニティ,digimon,exact_official_string
1032,1966,ノブレス・オブ・ルージュ,digimon,exact_official_string
1033,1967,究極戦突剣（きゅうきょくせんとつけん）グランローゼリオ,digimon,exact_official_string
1034,1968,白詰一文字切り,digimon,exact_official_string
1035,1969,白殺（びゃくさい）,digimon,exact_official_string
1036,1970,突蜂（とっほう）,digimon,exact_official_string
1037,1971,ギガデストロイヤーⅡ,digimon,exact_official_string
1038,1972,ヌークリアレーザーⅡ,digimon,exact_official_string
1039,1973,獣王拳,digimon,exact_official_string
1040,1974,ベビーフレイム,digimon,exact_official_string
1041,1975,ベビーバーナー,digimon,exact_official_string
1042,1976,鉄拳断罪,digimon,exact_official_string
1043,1977,シュベルトフリューゲル,digimon,exact_official_string
1044,1978,究極戦刃聖覇剣（きゅうきょくせんじんせいばけん）,digimon,exact_official_string
1045,1979,ディレクトスマッシャー,digimon,exact_official_string
1046,1980,イグニッションプロミネンス,digimon,exact_official_string
