emerald_species_id,source_kind,source_id,source_numeric_id,name_ja,name_localized,level_or_grade,official_type,official_attribute,source_url
351,digimon,terriermon_assistant,,テリアモン助手,TERRIERMON_ASSISTANT,成長期,獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=terriermon_assistant
352,digimon,cryspaledramon,,クリスペイルドラモン,CRYSPALEDRAMON,完全体,竜人型,データ,https://digimon.net/reference/detail.php?directory_name=cryspaledramon
353,digimon,metallicdramon,,メタリックドラモン,METALLICDRAMON,究極体,天竜型,データ,https://digimon.net/reference/detail.php?directory_name=metallicdramon
354,digimon,jazarichmon,,ジャザリッヒモン,JAZARICHMON,完全体,機竜型,データ,https://digimon.net/reference/detail.php?directory_name=jazarichmon
355,digimon,jazardmon,,ジャザードモン,JAZARDMON,成熟期,機竜型,データ,https://digimon.net/reference/detail.php?directory_name=jazardmon
356,digimon,jazamon,,ジャザモン,JAZAMON,成長期,鳥竜型,データ,https://digimon.net/reference/detail.php?directory_name=jazamon
357,digimon,hexeblaumon,,ヘクセブラウモン,HEXEBLAUMON,究極体,魔法騎士型,データ,https://digimon.net/reference/detail.php?directory_name=hexeblaumon
358,digimon,paledramon,,ペイルドラモン,PALEDRAMON,成熟期,竜型,データ,https://digimon.net/reference/detail.php?directory_name=paledramon
359,digimon,noblepumpmon,,ノーブルパンプモン,NOBLEPUMPMON,究極体,パペット型,データ,https://digimon.net/reference/detail.php?directory_name=noblepumpmon
360,digimon,ogudomon_x,,オグドモン（X抗体）,OGUDOMON_X,究極体,化身型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ogudomon_x
361,digimon,jesmongx,,ジエスモンGX,JESMONGX,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=jesmongx
362,digimon,keramon_x,,ケラモン（X抗体）,KERAMON_X,成長期,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=keramon_x
363,digimon,omegashoutmon_x,,オメガシャウトモン（X抗体）,OMEGASHOUTMON_X,完全体,竜人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=omegashoutmon_x
364,digimon,meramon_x,,メラモン（X抗体）,MERAMON_X,成熟期,火炎型,データ,https://digimon.net/reference/detail.php?directory_name=meramon_x
365,digimon,pegasmon_x,,ペガスモン（X抗体）,PEGASMON_X,成熟期,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=pegasmon_x
366,digimon,rapidmon_x,,ラピッドモン（X抗体）,RAPIDMON_X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rapidmon_x
367,digimon,monzaemon_x,,もんざえモン（X抗体）,MONZAEMON_X,完全体,パペット型,ワクチン,https://digimon.net/reference/detail.php?directory_name=monzaemon_x
368,digimon,gankoomon_x,,ガンクゥモン（X抗体）,GANKOOMON_X,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=gankoomon_x
369,digimon,examon_x,,エグザモン（X抗体）,EXAMON_X,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=examon_x
370,digimon,cyberdramon_x,,サイバードラモン（X抗体）,CYBERDRAMON_X,完全体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cyberdramon_x
371,digimon,rizegreymon_x,,ライズグレイモン（X抗体）,RIZEGREYMON_X,完全体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rizegreymon_x
372,digimon,hououmon_x,,ホウオウモン（X抗体）,HOUOUMON_X,究極体,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=hououmon_x
373,digimon,justimon_x,,ジャスティモン（X抗体）,JUSTIMON_X,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=justimon_x
374,digimon,wizarmon_x,,ウィザーモン（X抗体）,WIZARMON_X,成熟期,魔人型,データ,https://digimon.net/reference/detail.php?directory_name=wizarmon_x
375,digimon,siesamon_x,,シーサモン（X抗体）,SIESAMON_X,成熟期,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=siesamon_x
376,digimon,cherubimon_x,,ケルビモン（善）（X抗体）,CHERUBIMON_X,究極体,智天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cherubimon_x
377,digimon,ofanimon_x,,オファニモン（X抗体）,OFANIMON_X,究極体,座天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ofanimon_x
378,digimon,angewomon_x,,エンジェウーモン（X抗体）,ANGEWOMON_X,完全体,大天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=angewomon_x
379,digimon,diablomon_x,,ディアボロモン（Ｘ抗体）,DIABLOMON_X,究極体,種族不明,不明,https://digimon.net/reference/detail.php?directory_name=diablomon_x
380,digimon,dynasmon_x,,デュナスモン（X抗体）,DYNASMON_X,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=dynasmon_x
381,digimon,duftmon_x,,ドゥフトモン（X抗体）,DUFTMON_X,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=duftmon_x
382,digimon,holydramon_x,,ホーリードラモン（X抗体）,HOLYDRAMON_X,究極体,聖竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=holydramon_x
383,digimon,plesiomon_x,,プレシオモン（X抗体）,PLESIOMON_X,究極体,首長竜型,データ,https://digimon.net/reference/detail.php?directory_name=plesiomon_x
384,digimon,goddramon_x,,ゴッドドラモン（X抗体）,GODDRAMON_X,究極体,聖竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=goddramon_x
385,digimon,garudamon_x,,ガルダモン（X抗体）,GARUDAMON_X,完全体,鳥人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=garudamon_x
386,digimon,tailmon_x,,テイルモン（X抗体）,TAILMON_X,成熟期,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=tailmon_x
387,digimon,togemon_x,,トゲモン（X抗体）,TOGEMON_X,成熟期,植物型,データ,https://digimon.net/reference/detail.php?directory_name=togemon_x
388,digimon,tylomon_x,,ティロモン（X抗体）,TYLOMON_X,成熟期,海竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=tylomon_x
389,digimon,lopmon_x,,ロップモン（X抗体）,LOPMON_X,成長期,獣型,データ,https://digimon.net/reference/detail.php?directory_name=lopmon_x
390,digimon,shakomon_x,,シャコモン（X抗体）,SHAKOMON_X,成長期,甲殻類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=shakomon_x
391,digimon,terriermon_x,,テリアモン（X抗体）,TERRIERMON_X,成長期,獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=terriermon_x
392,digimon,palmon_x,,パルモン（X抗体）,PALMON_X,成長期,植物型,データ,https://digimon.net/reference/detail.php?directory_name=palmon_x
393,digimon,pteranomon_x,,プテラノモン（X抗体）,PTERANOMON_X,成熟期,翼竜型,データ,https://digimon.net/reference/detail.php?directory_name=pteranomon_x
394,digimon,mamemon_x,,マメモン（X抗体）,MAMEMON_X,完全体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=mamemon_x
395,digimon,ebemon_x,,イーバモン（X抗体）,EBEMON_X,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ebemon_x
396,digimon,sleipmon_x,,スレイプモン（X抗体）,SLEIPMON_X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=sleipmon_x
397,digimon,craniummon_x,,クレニアムモン（X抗体）,CRANIUMMON_X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=craniummon_x
398,digimon,ulforcevdramon_x,,アルフォースブイドラモン（X抗体）,ULFORCEVDRAMON_X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ulforcevdramon_x
399,digimon,magnamon_x,,マグナモン（X抗体）,MAGNAMON_X,究極体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=magnamon_x
400,digimon,megaseadramon_x,,メガシードラモン（X抗体）,MEGASEADRAMON_X,完全体,水棲型,データ,https://digimon.net/reference/detail.php?directory_name=megaseadramon_x
401,digimon,triceramon_x,,トリケラモン（X抗体）,TRICERAMON_X,完全体,角竜型,データ,https://digimon.net/reference/detail.php?directory_name=triceramon_x
402,digimon,okuwamon_x,,オオクワモン（X抗体）,OKUWAMON_X,完全体,昆虫型,ウィルス,https://digimon.net/reference/detail.php?directory_name=okuwamon_x
403,digimon,mantaraymon_x,,マンタレイモン（X抗体）,MANTARAYMON_X,成熟期,水棲型,ワクチン,https://digimon.net/reference/detail.php?directory_name=mantaraymon_x
404,digimon,nefertimon_x,,ネフェルティモン（X抗体）,NEFERTIMON_X,成熟期,聖獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=nefertimon_x
405,digimon,seadramon_x,,シードラモン（X抗体）,SEADRAMON_X,成熟期,水棲型,データ,https://digimon.net/reference/detail.php?directory_name=seadramon_x
406,digimon,kuwagamon_x,,クワガーモン（X抗体）,KUWAGAMON_X,成熟期,昆虫型,ウィルス,https://digimon.net/reference/detail.php?directory_name=kuwagamon_x
407,digimon,allomon_x,,アロモン（X抗体）,ALLOMON_X,成熟期,恐竜型,データ,https://digimon.net/reference/detail.php?directory_name=allomon_x
408,digimon,gomamon_x,,ゴマモン（X抗体）,GOMAMON_X,成長期,海獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=gomamon_x
409,digimon,kokuwamon_x,,コクワモン（X抗体）,KOKUWAMON_X,成長期,マシーン型,データ,https://digimon.net/reference/detail.php?directory_name=kokuwamon_x
410,digimon,blackwargreymon_x,,ブラックウォーグレイモン（X抗体）,BLACKWARGREYMON_X,究極体,竜人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=blackwargreymon_x
411,digimon,ladydevimon_x,,レディーデビモン（Ｘ抗体）,LADYDEVIMON_X,完全体,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ladydevimon_x
412,digimon,metalgreymon_vi_x,,メタルグレイモン（ウィルス種）（Ｘ抗体）,METALGREYMON_VI_X,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metalgreymon_vi_x
413,digimon,orgemon_x,,オーガモン（Ｘ抗体）,ORGEMON_X,成熟期,鬼人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=orgemon_x
414,digimon,agumon_b_x,,アグモン（黒）（Ｘ抗体）,AGUMON_B_X,成長期,爬虫類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=agumon_b_x
415,digimon,rasenmon,,ラセンモン,RASENMON,究極体,獣人型,データ,https://digimon.net/reference/detail.php?directory_name=rasenmon
416,digimon,rasenmon_f,,ラセンモン：激昂モード,RASENMON：FURY MODE,究極体,妖獣型,データ,https://digimon.net/reference/detail.php?directory_name=rasenmon_f
417,digimon,stiffilmon,,スティフィルモン,STIFFILMON,完全体,獣人型,データ,https://digimon.net/reference/detail.php?directory_name=stiffilmon
418,digimon,filmon,,フィルモン,FILMON,成熟期,獣人型,データ,https://digimon.net/reference/detail.php?directory_name=filmon
419,digimon,rosemon_x,,ロゼモン（X抗体）,ROSEMON_X,究極体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=rosemon_x
420,digimon,princemamemon_x,,プリンスマメモン（X抗体）,PRINCEMAMEMON_X,究極体,突然変異型,データ,https://digimon.net/reference/detail.php?directory_name=princemamemon_x
421,digimon,skullmammon_x,,スカルマンモン（X抗体）,SKULLMAMMON_X,究極体,アンデッド型,ワクチン,https://digimon.net/reference/detail.php?directory_name=skullmammon_x
422,digimon,mammon_x,,マンモン（X抗体）,MAMMON_X,完全体,古代獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=mammon_x
423,digimon,mephismon_x,,メフィスモン（Ｘ抗体）,MEPHISMON_X,完全体,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=mephismon_x
424,digimon,vamdemon_x,,ヴァンデモン（X抗体）,VAMDEMON_X,完全体,アンデッド型,ウィルス,https://digimon.net/reference/detail.php?directory_name=vamdemon_x
425,digimon,plotmon_x,,プロットモン（X抗体）,PLOTMON_X,成長期,哺乳類型,ワクチン,https://digimon.net/reference/detail.php?directory_name=plotmon_x
426,digimon,otamamon_x,,オタマモン（X抗体）,OTAMAMON_X,成長期,両生類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=otamamon_x
427,digimon,yarmon,,ヤーモン,YARMON,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=yarmon
428,digimon,keemon,,キーモン,KEEMON,幼年期Ⅰ,スライム型,,https://digimon.net/reference/detail.php?directory_name=keemon
429,digimon,impmon_x,,インプモン（Ｘ抗体）,IMPMON_X,成長期,小悪魔型,ウィルス,https://digimon.net/reference/detail.php?directory_name=impmon_x
430,digimon,darktyranomon_x,,ダークティラノモン（Ｘ抗体）,DARKTYRANOMON_X,成熟期,恐竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=darktyranomon_x
431,digimon,numemon_x,,ヌメモン（Ｘ抗体）,NUMEMON_X,成熟期,軟体型,ウィルス,https://digimon.net/reference/detail.php?directory_name=numemon_x
432,digimon,lucemon_x,,ルーチェモン（Ｘ抗体）,LUCEMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=lucemon_x
433,digimon,lilithmon_x,,リリスモン（Ｘ抗体）,LILITHMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=lilithmon_x
434,digimon,leviamon_x,,リヴァイアモン（Ｘ抗体）,LEVIAMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=leviamon_x
435,digimon,belphemon_x,,ベルフェモン（Ｘ抗体）,BELPHEMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=belphemon_x
436,digimon,barbamon_x,,バルバモン（Ｘ抗体）,BARBAMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=barbamon_x
437,digimon,demon_x,,デーモン（Ｘ抗体）,DEMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=demon_x
438,digimon,darkknightmon_x,,ダークナイトモン（Ｘ抗体）,DARKKNIGHTMON_X,究極体,暗黒騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=darkknightmon_x
439,digimon,cherubimondark_x,,ケルビモン（悪）（Ｘ抗体）,CHERUBIMONDARK_X,究極体,智天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cherubimondark_x
440,digimon,ofanimonfdm_x,,オファニモン：フォールダウンモード（Ｘ抗体）,OFANIMON:FALLDOWNMODE_X,究極体,堕天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=ofanimonfdm_x
441,digimon,ultimatechaosmon,,アルティメットカオスモン,ULTIMATECHAOSMON,究極体,特異型,不明,https://digimon.net/reference/detail.php?directory_name=ultimatechaosmon
442,digimon,pusurimon,,プスリモン,PUSURIMON,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=pusurimon
443,digimon,pusumon,,プスモン,PUSUMON,幼年期Ⅰ,スライム型,,https://digimon.net/reference/detail.php?directory_name=pusumon
444,digimon,surfimon,,サーフィモン,SURFIMON,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=surfimon
445,digimon,bulucomon,,ブルコモン,BULUCOMON,成長期,小竜型,データ,https://digimon.net/reference/detail.php?directory_name=bulucomon
446,digimon,herissmon,,エリスモン,HERISSMON,成長期,哺乳類型,データ,https://digimon.net/reference/detail.php?directory_name=herissmon
447,digimon,metalgarurumon_black,,メタルガルルモン（黒）,METALGARURUMON_BLACK,究極体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metalgarurumon_black
448,digimon,weregarurumon_black,,ワーガルルモン（黒）,WEREGARURUMON_BLACK,完全体,獣人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=weregarurumon_black
449,digimon,garurumon_black,,ガルルモン（黒）,GARURUMON_BLACK,成熟期,獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=garurumon_black
450,digimon,justimon_blitzarm,,ジャスティモン：ブリッツアーム,JUSTIMON_BLITZARM,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=justimon_blitzarm
451,digimon,ginkakumon_promote,,ギンカクモンプロモート,GINKAKUMON_PROMOTE,成熟期,鬼人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ginkakumon_promote
452,digimon,icedevimon,,アイスデビモン,ICEDEVIMON,成熟期,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=icedevimon
453,digimon,kuzuhamon_miko,,クズハモン：巫女モード,KUZUHAMON_MIKO,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=kuzuhamon_miko
454,digimon,megalograwmon_orange,,メガログラウモン（橙）,MEGALOGRAWMON_ORANGE,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=megalograwmon_orange
455,digimon,greymon_blue,,グレイモン（青）,GREYMON_BLUE,成熟期,恐竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=greymon_blue
456,digimon,shoutmon_king,,シャウトモン（キングVer.）,SHOUTMON_KING,"成熟期
(クロスウォーズ)",小竜型,データ,https://digimon.net/reference/detail.php?directory_name=shoutmon_king
457,digimon,wargreymon_x,,ウォーグレイモン（X抗体）,WARGREYMON_X,究極体,竜人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=wargreymon_x
458,digimon,metalgarurumon_x,,メタルガルルモン（X抗体）,METALGARURUMON_X,究極体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=metalgarurumon_x
459,digimon,megidramon_x,,メギドラモン（X抗体）,MEGIDRAMON_X,究極体,邪竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=megidramon_x
460,digimon,weregarurumon_x,,ワーガルルモン（X抗体）,WEREGARURUMON_X,完全体,獣人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=weregarurumon_x
461,digimon,lilimon_x,,リリモン（X抗体）,LILIMON_X,完全体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=lilimon_x
462,digimon,sakuyamon_x,,サクヤモン（Ｘ抗体）,SAKUYAMON_X,究極体,神人型,データ,https://digimon.net/reference/detail.php?directory_name=sakuyamon_x
463,digimon,beelzebumon_x,,ベルゼブモン（X抗体）,BEELZEBUMON_X,究極体,魔王型,ウィルス,https://digimon.net/reference/detail.php?directory_name=beelzebumon_x
464,digimon,megalogrowmon_x,,メガログラウモン（X抗体）,MEGALOGROWMON_X,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=megalogrowmon_x
465,digimon,rhinomon_x,,ライノモン（Ｘ抗体）,RHINOMON_X,成熟期,哺乳類型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rhinomon_x
466,digimon,renamon_x,,レナモン（Ｘ抗体）,RENAMON_X,成長期,獣人型,データ,https://digimon.net/reference/detail.php?directory_name=renamon_x
467,digimon,tokomon_x,,トコモン（Ｘ抗体）,TOKOMON_X,幼年期Ⅱ,レッサー型,,https://digimon.net/reference/detail.php?directory_name=tokomon_x
468,digimon,beelstarmon_x,,ベルスターモン（Ｘ抗体）,BEELSTARMON_X,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=beelstarmon_x
469,digimon,dukemon_x,,デュークモン（X抗体）,DUKEMON_X,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=dukemon_x
470,digimon,cerberumon_x,,ケルベロモン（X抗体）,CERBERUMON_X,完全体,魔獣型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cerberumon_x
471,digimon,tyranomon_x,,ティラノモン（X抗体）,TYRANOMON_X,成熟期,恐竜型,データ,https://digimon.net/reference/detail.php?directory_name=tyranomon_x
472,digimon,dracomon_x,,ドラコモン（X抗体）,DRACOMON_X,成長期,竜型,データ,https://digimon.net/reference/detail.php?directory_name=dracomon_x
473,digimon,gabumon_x,,ガブモン（X抗体）,GABUMON_X,成長期,獣型,データ,https://digimon.net/reference/detail.php?directory_name=gabumon_x
474,digimon,minervamon_x,,ミネルヴァモン（X抗体）,MINERVAMON_X,究極体,神人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=minervamon_x
475,digimon,lordknightmon_x,,ロードナイトモン（X抗体）,LORDKNIGHTMON_X,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=lordknightmon_x
476,digimon,sistermon_ciel,,シスタモン シエル,SISTERMON_CIEL,成熟期,パペット型,データ,https://digimon.net/reference/detail.php?directory_name=sistermon_ciel
477,digimon,metaltyranomon_x,,メタルティラノモン（X抗体）,METALTYRANOMON_X,完全体,サイボーグ型,ウィルス,https://digimon.net/reference/detail.php?directory_name=metaltyranomon_x
478,digimon,leomon_x,,レオモン（X抗体）,LEOMON_X,成熟期,獣人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=leomon_x
479,digimon,agumon_x,,アグモン（X抗体）,AGUMON_X,成長期,恐竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=agumon_x
480,digimon,jesmon_x,,ジエスモン（X抗体）,JESMON_X,究極体,聖騎士型,データ,https://digimon.net/reference/detail.php?directory_name=jesmon_x
481,digimon,ragnaloardmon,,ラグナロードモン,RAGNALOARDMON,究極体,特異型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ragnaloardmon
482,digimon,rafflesimon,,ラフレシモン,RAFFLESIMON,究極体,妖精型,データ,https://digimon.net/reference/detail.php?directory_name=rafflesimon
483,digimon,ordinemon,,オルディネモン,ORDINEMON,究極体,堕天使型,ウィルス,https://digimon.net/reference/detail.php?directory_name=ordinemon
484,digimon,raptorsparrowmon,,ラプタースパロウモン,RAPTORSPARROWMON,"成熟期
(クロスウォーズ)",サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=raptorsparrowmon
485,digimon,banchogolemon,,バンチョーゴーレモン,BANCHOGOLEMON,究極体,鉱物型,ウィルス,https://digimon.net/reference/detail.php?directory_name=banchogolemon
486,digimon,cerberumon_werewolfmode,,ケルベロモン：人狼モード,CERBERUMON:WEREWOLFMODE,完全体,魔人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=cerberumon_werewolfmode
487,digimon,growmon_orange,,グラウモン（橙）,GROWMON_ORANGE,成熟期,魔竜型,データ,https://digimon.net/reference/detail.php?directory_name=growmon_orange
488,digimon,toyagumon_black,,トイアグモン（黒）,TOYAGUMON_BLACK,成長期,パペット型,ウィルス,https://digimon.net/reference/detail.php?directory_name=toyagumon_black
489,digimon,shootingstarmon,,シューティングスターモン,SHOOTINGSTARMON,"成熟期
(クロスウォーズ)",超メジャー型,データ,https://digimon.net/reference/detail.php?directory_name=shootingstarmon
490,digimon,justimon_criticalarm,,ジャスティモン：クリティカルアーム,JUSTIMON_CRITICALARM,究極体,サイボーグ型,ワクチン,https://digimon.net/reference/detail.php?directory_name=justimon_criticalarm
491,digimon,yatagaramon_axcel,,ヤタガラモン,YATAGARAMON_AXCEL,完全体,妖鳥型,ワクチン,https://digimon.net/reference/detail.php?directory_name=yatagaramon_axcel
492,digimon,dinohumon,,ディノヒューモン,DINOHUMON,成熟期,竜人型,データ,https://digimon.net/reference/detail.php?directory_name=dinohumon
493,digimon,rapidmon_gold,,ラピッドモン,RAPIDMON_GOLD,アーマー体,聖騎士型,ワクチン,https://digimon.net/reference/detail.php?directory_name=rapidmon_gold
494,digimon,yaegerdorurumon,,イェーガードルルモン,YAEGERDORURUMON,"完全体
(クロスウォーズ)",獣人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=yaegerdorurumon
495,digimon,gundramon,,ガンドラモン,GUNDRAMON,究極体,マシーン型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gundramon
496,digimon,aegiochusmon_holly,,アイギオテュースモン：ホーリー,AEGIOCHUSMON_HOLLY,完全体,神人型,ワクチン,https://digimon.net/reference/detail.php?directory_name=aegiochusmon_holly
497,digimon,gabumon_black,,ガブモン（黒）,GABUMON_BLACK,成長期,爬虫類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gabumon_black
498,digimon,pipimon,,ピピモン,PIPIMON,幼年期Ⅰ,スライム型,,https://digimon.net/reference/detail.php?directory_name=pipimon
499,digimon,raguelmon,,ラグエルモン,RAGUELMON,究極体,不明,不明,https://digimon.net/reference/detail.php?directory_name=raguelmon
500,digimon,bryweludramon,,ブリウエルドラモン,BRYWELUDRAMON,究極体,防具型,データ,https://digimon.net/reference/detail.php?directory_name=bryweludramon
501,digimon,volcanicdramon,,ヴォルケニックドラモン,VOLCANICDRAMON,究極体,地竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=volcanicdramon
502,digimon,lavogaritamon,,ラヴォガリータモン,LAVOGARITAMON,完全体,岩竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=lavogaritamon
503,digimon,meicrackmon_v,,メイクラックモン：ヴィシャスモード,MEICRACKMON_VICIOUSMODE,完全体,不明,不明,https://digimon.net/reference/detail.php?directory_name=meicrackmon_v
504,digimon,mastemon,,マスティモン,MASTEMON,究極体,天使型,ワクチン,https://digimon.net/reference/detail.php?directory_name=mastemon
505,digimon,voltobautamon,,ボルトバウタモン,VOLTOBAUTAMON,究極体,魔人型,ウィルス,https://digimon.net/reference/detail.php?directory_name=voltobautamon
506,digimon,raijiludomon,,ライジルドモン,RAIJILUDOMON,完全体,防具型,データ,https://digimon.net/reference/detail.php?directory_name=raijiludomon
507,digimon,tialudomon,,ティアルドモン,TIALUDOMON,成熟期,防具型,データ,https://digimon.net/reference/detail.php?directory_name=tialudomon
508,digimon,lavorvomon,,ラヴォーボモン,LAVORVOMON,成熟期,岩竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=lavorvomon
509,digimon,bushiagumon,,ブシアグモン,BUSHIAGUMON,成長期,恐竜型,ワクチン,https://digimon.net/reference/detail.php?directory_name=bushiagumon
510,digimon,ludomon,,ルドモン,LUDOMON,成長期,防具型,データ,https://digimon.net/reference/detail.php?directory_name=ludomon
511,digimon,kakkinmon,,カッキンモン,KAKKINMON,幼年期Ⅱ,防具型,,https://digimon.net/reference/detail.php?directory_name=kakkinmon
512,digimon,cotsucomon,,コツコモン,COTSUCOMON,幼年期Ⅰ,防具型,,https://digimon.net/reference/detail.php?directory_name=cotsucomon
513,digimon,andiramon_2,,アンティラモン,ANDIRAMON_2,完全体,聖獣型,ウィルス,https://digimon.net/reference/detail.php?directory_name=andiramon_2
514,digimon,meicoomon,,メイクーモン,MEICOOMON,成熟期,不明,不明,https://digimon.net/reference/detail.php?directory_name=meicoomon
515,digimon,whamon_2,,ホエーモン（成熟期）,WHAMON_2,成熟期,水棲型,ワクチン,https://digimon.net/reference/detail.php?directory_name=whamon_2
516,digimon,gekomon,,ゲコモン,GEKOMON,成熟期,両生類型,ウィルス,https://digimon.net/reference/detail.php?directory_name=gekomon
517,digimon,vorvomon,,ヴォーボモン,VORVOMON,成長期,岩竜型,ウィルス,https://digimon.net/reference/detail.php?directory_name=vorvomon
518,digimon,atlurballistamon,,アトラーバリスタモン,ATLURBALLISTAMON,"完全体
(クロスウォーズ)",マシーン型,ワクチン,https://digimon.net/reference/detail.php?directory_name=atlurballistamon
519,digimon,omegamon_alter-b,,オメガモン Alter-B,OMEGAMON_ALTER-B,究極体,聖騎士型,ウィルス,https://digimon.net/reference/detail.php?directory_name=omegamon_alter-b
520,digimon,blackmachgaogamon,,ブラックマッハガオガモン,BLACKMACHGAOGAMON,完全体,サイボーグ型,データ,https://digimon.net/reference/detail.php?directory_name=blackmachgaogamon
521,digimon,blackgaogamon,,ブラックガオガモン,BLACKGAOGAMON,成熟期,獣型,データ,https://digimon.net/reference/detail.php?directory_name=blackgaogamon
