species_id,source_kind,source_id,name_ja,official_level_or_grade,gameplay_origin,balance_tier,archetype,bst,base_hp,base_attack,base_defense,base_speed,base_sp_attack,base_sp_defense,growth_rate,catch_rate,exp_yield,battle_affinity,runtime_status
408,digimon,gomamon_x,ゴマモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
409,digimon,kokuwamon_x,コクワモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
410,digimon,blackwargreymon_x,ブラックウォーグレイモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
411,digimon,ladydevimon_x,レディーデビモン（Ｘ抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
412,digimon,metalgreymon_vi_x,メタルグレイモン（ウィルス種）（Ｘ抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
413,digimon,orgemon_x,オーガモン（Ｘ抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
414,digimon,agumon_b_x,アグモン（黒）（Ｘ抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
415,digimon,rasenmon,ラセンモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
416,digimon,rasenmon_f,ラセンモン：激昂モード,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
417,digimon,stiffilmon,スティフィルモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
418,digimon,filmon,フィルモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
419,digimon,rosemon_x,ロゼモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
420,digimon,princemamemon_x,プリンスマメモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
421,digimon,skullmammon_x,スカルマンモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
422,digimon,mammon_x,マンモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_special,520,78,69,78,111,103,81,slow,60,180,neutral_v0,playtest_parameter_ready
423,digimon,mephismon_x,メフィスモン（Ｘ抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
424,digimon,vamdemon_x,ヴァンデモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,special,520,87,70,83,86,108,86,slow,60,180,neutral_v0,playtest_parameter_ready
425,digimon,plotmon_x,プロットモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
426,digimon,otamamon_x,オタマモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,mixed,330,56,61,49,55,60,49,medium_fast,180,70,neutral_v0,playtest_parameter_ready
427,digimon,yarmon,ヤーモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,swift_special,240,36,32,36,52,47,37,medium_fast,220,45,neutral_v0,playtest_parameter_ready
428,digimon,keemon,キーモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,physical,180,31,37,30,28,24,30,medium_fast,255,30,neutral_v0,playtest_parameter_ready
429,digimon,impmon_x,インプモン（Ｘ抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
430,digimon,darktyranomon_x,ダークティラノモン（Ｘ抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
431,digimon,numemon_x,ヌメモン（Ｘ抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
432,digimon,lucemon_x,ルーチェモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
433,digimon,lilithmon_x,リリスモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
434,digimon,leviamon_x,リヴァイアモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
435,digimon,belphemon_x,ベルフェモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
436,digimon,barbamon_x,バルバモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
437,digimon,demon_x,デーモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
438,digimon,darkknightmon_x,ダークナイトモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
439,digimon,cherubimondark_x,ケルビモン（悪）（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
440,digimon,ofanimonfdm_x,オファニモン：フォールダウンモード（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
441,digimon,ultimatechaosmon,アルティメットカオスモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
442,digimon,pusurimon,プスリモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,special,240,40,32,38,40,50,40,medium_fast,220,45,neutral_v0,playtest_parameter_ready
443,digimon,pusumon,プスモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,physical_tank,180,34,32,39,22,22,31,medium_fast,255,30,neutral_v0,playtest_parameter_ready
444,digimon,surfimon,サーフィモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
445,digimon,bulucomon,ブルコモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
446,digimon,herissmon,エリスモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
447,digimon,metalgarurumon_black,メタルガルルモン（黒）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
448,digimon,weregarurumon_black,ワーガルルモン（黒）,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
449,digimon,garurumon_black,ガルルモン（黒）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
450,digimon,justimon_blitzarm,ジャスティモン：ブリッツアーム,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
451,digimon,ginkakumon_promote,ギンカクモンプロモート,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
452,digimon,icedevimon,アイスデビモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
453,digimon,kuzuhamon_miko,クズハモン：巫女モード,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
454,digimon,megalograwmon_orange,メガログラウモン（橙）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
455,digimon,greymon_blue,グレイモン（青）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
456,digimon,shoutmon_king,シャウトモン（キングVer.）,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
457,digimon,wargreymon_x,ウォーグレイモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_special,600,90,80,89,128,119,94,slow,30,240,neutral_v0,playtest_parameter_ready
458,digimon,metalgarurumon_x,メタルガルルモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
459,digimon,megidramon_x,メギドラモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
460,digimon,weregarurumon_x,ワーガルルモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,swift_special,520,78,69,78,111,103,81,slow,60,180,neutral_v0,playtest_parameter_ready
461,digimon,lilimon_x,リリモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
462,digimon,sakuyamon_x,サクヤモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
463,digimon,beelzebumon_x,ベルゼブモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
464,digimon,megalogrowmon_x,メガログラウモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
465,digimon,rhinomon_x,ライノモン（Ｘ抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical_tank,430,79,76,94,53,53,75,medium_slow,120,120,neutral_v0,playtest_parameter_ready
466,digimon,renamon_x,レナモン（Ｘ抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
467,digimon,tokomon_x,トコモン（Ｘ抗体）,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,special,240,40,32,38,40,50,40,medium_fast,220,45,neutral_v0,playtest_parameter_ready
468,digimon,beelstarmon_x,ベルスターモン（Ｘ抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
469,digimon,dukemon_x,デュークモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
470,digimon,cerberumon_x,ケルベロモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
471,digimon,tyranomon_x,ティラノモン（X抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
472,digimon,dracomon_x,ドラコモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
473,digimon,gabumon_x,ガブモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
474,digimon,minervamon_x,ミネルヴァモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
475,digimon,lordknightmon_x,ロードナイトモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
476,digimon,sistermon_ciel,シスタモン シエル,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
477,digimon,metaltyranomon_x,メタルティラノモン（X抗体）,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
478,digimon,leomon_x,レオモン（X抗体）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
479,digimon,agumon_x,アグモン（X抗体）,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
480,digimon,jesmon_x,ジエスモン（X抗体）,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
481,digimon,ragnaloardmon,ラグナロードモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
482,digimon,rafflesimon,ラフレシモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
483,digimon,ordinemon,オルディネモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
484,digimon,raptorsparrowmon,ラプタースパロウモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
485,digimon,banchogolemon,バンチョーゴーレモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special_tank,600,110,75,105,80,105,125,slow,30,240,neutral_v0,playtest_parameter_ready
486,digimon,cerberumon_werewolfmode,ケルベロモン：人狼モード,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
487,digimon,growmon_orange,グラウモン（橙）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
488,digimon,toyagumon_black,トイアグモン（黒）,成長期,project_generated_gameplay_v0_noncanonical,成長期,physical_tank,330,61,58,72,41,41,57,medium_fast,180,70,neutral_v0,playtest_parameter_ready
489,digimon,shootingstarmon,シューティングスターモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
490,digimon,justimon_criticalarm,ジャスティモン：クリティカルアーム,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
491,digimon,yatagaramon_axcel,ヤタガラモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,balanced,520,87,87,87,87,86,86,slow,60,180,neutral_v0,playtest_parameter_ready
492,digimon,dinohumon,ディノヒューモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,physical,430,72,90,72,68,57,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
493,digimon,rapidmon_gold,ラピッドモン,アーマー体,project_generated_gameplay_v0_noncanonical,アーマー体,physical,450,76,93,75,71,60,75,medium_slow,100,140,neutral_v0,playtest_parameter_ready
494,digimon,yaegerdorurumon,イェーガードルルモン,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,swift_special,520,78,69,78,111,103,81,slow,60,180,neutral_v0,playtest_parameter_ready
495,digimon,gundramon,ガンドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
496,digimon,aegiochusmon_holly,アイギオテュースモン：ホーリー,完全体,project_generated_gameplay_v0_noncanonical,完全体,mixed,520,87,96,78,86,95,78,slow,60,180,neutral_v0,playtest_parameter_ready
497,digimon,gabumon_black,ガブモン（黒）,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_physical,330,50,67,46,71,44,52,medium_fast,180,70,neutral_v0,playtest_parameter_ready
498,digimon,pipimon,ピピモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,balanced,180,30,30,30,30,30,30,medium_fast,255,30,neutral_v0,playtest_parameter_ready
499,digimon,raguelmon,ラグエルモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
500,digimon,bryweludramon,ブリウエルドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,mixed,600,100,110,90,100,110,90,slow,30,240,neutral_v0,playtest_parameter_ready
501,digimon,volcanicdramon,ヴォルケニックドラモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
502,digimon,lavogaritamon,ラヴォガリータモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,special,520,87,70,83,86,108,86,slow,60,180,neutral_v0,playtest_parameter_ready
503,digimon,meicrackmon_v,メイクラックモン：ヴィシャスモード,完全体,project_generated_gameplay_v0_noncanonical,完全体,special_tank,520,96,65,91,69,91,108,slow,60,180,neutral_v0,playtest_parameter_ready
504,digimon,mastemon,マスティモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,balanced,600,100,100,100,100,100,100,slow,30,240,neutral_v0,playtest_parameter_ready
505,digimon,voltobautamon,ボルトバウタモン,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
506,digimon,raijiludomon,ライジルドモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical,520,87,109,87,82,69,86,slow,60,180,neutral_v0,playtest_parameter_ready
507,digimon,tialudomon,ティアルドモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
508,digimon,lavorvomon,ラヴォーボモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
509,digimon,bushiagumon,ブシアグモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
510,digimon,ludomon,ルドモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
511,digimon,kakkinmon,カッキンモン,幼年期Ⅱ,project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,swift_physical,240,36,48,34,52,32,38,medium_fast,220,45,neutral_v0,playtest_parameter_ready
512,digimon,cotsucomon,コツコモン,幼年期Ⅰ,project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,swift_special,180,27,24,27,39,35,28,medium_fast,255,30,neutral_v0,playtest_parameter_ready
513,digimon,andiramon_2,アンティラモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,special_tank,520,96,65,91,69,91,108,slow,60,180,neutral_v0,playtest_parameter_ready
514,digimon,meicoomon,メイクーモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
515,digimon,whamon_2,ホエーモン（成熟期）,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
516,digimon,gekomon,ゲコモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
517,digimon,vorvomon,ヴォーボモン,成長期,project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
518,digimon,atlurballistamon,アトラーバリスタモン,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,special,520,87,70,83,86,108,86,slow,60,180,neutral_v0,playtest_parameter_ready
519,digimon,omegamon_alter-b,オメガモン Alter-B,究極体,project_generated_gameplay_v0_noncanonical,究極体,physical,600,100,125,100,95,80,100,slow,30,240,neutral_v0,playtest_parameter_ready
520,digimon,blackmachgaogamon,ブラックマッハガオガモン,完全体,project_generated_gameplay_v0_noncanonical,完全体,physical_tank,520,96,91,112,65,65,91,slow,60,180,neutral_v0,playtest_parameter_ready
521,digimon,blackgaogamon,ブラックガオガモン,成熟期,project_generated_gameplay_v0_noncanonical,成熟期,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
522,digimon,falcomon-2006,ファルコモン（２００６アニメ版）,成長期,project_generated_gameplay_v0_noncanonical,成長期,special,330,56,44,52,55,68,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
523,digimon,kudamon-2006,クダモン（２００６アニメ版）,成長期,project_generated_gameplay_v0_noncanonical,成長期,balanced,330,55,55,55,55,55,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
524,digimon,neo,ネオ,不明,project_generated_gameplay_v0_noncanonical,不明,swift_special,430,64,57,64,93,85,67,medium_slow,120,120,neutral_v0,playtest_parameter_ready
525,digimon,yakiimon,ヤキイモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,swift_physical,430,65,87,60,93,57,68,medium_slow,120,120,neutral_v0,playtest_parameter_ready
526,digimon,monimon,モニモン,"幼年期Ⅱ
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,swift_physical,240,36,48,34,52,32,38,medium_fast,220,45,neutral_v0,playtest_parameter_ready
527,digimon,monitamon,モニタモン,"成長期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成長期,special_tank,330,61,42,58,44,57,68,medium_fast,180,70,neutral_v0,playtest_parameter_ready
528,digimon,mervamon,メルヴァモン,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,swift_physical,600,90,120,85,130,80,95,slow,30,240,neutral_v0,playtest_parameter_ready
529,digimon,metalgreymon_cyberlauncher,メタルグレイモン＋サイバーランチャー,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,special_tank,520,96,65,91,69,91,108,slow,60,180,neutral_v0,playtest_parameter_ready
530,digimon,metalgreymon,メタルグレイモン（2010アニメ版）,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,balanced,520,87,87,87,87,86,86,slow,60,180,neutral_v0,playtest_parameter_ready
531,digimon,mailbirdramon,メイルバードラモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,mixed,430,72,79,65,72,78,64,medium_slow,120,120,neutral_v0,playtest_parameter_ready
532,digimon,musoknightmon,ムソーナイトモン,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,swift_physical,520,79,105,73,112,69,82,slow,60,180,neutral_v0,playtest_parameter_ready
533,digimon,madleomon:armedmode,マッドレオモン：アームドモード,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
534,digimon,madleomon,マッドレオモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,special_tank,430,79,54,76,57,75,89,medium_slow,120,120,neutral_v0,playtest_parameter_ready
535,digimon,bombmon-xwars,ボムモン（2010アニメ版）,"幼年期Ⅰ
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,幼年期Ⅰ,special_tank,180,34,23,31,24,31,37,medium_fast,255,30,neutral_v0,playtest_parameter_ready
536,digimon,beelzebumon-xwars,ベルゼブモン（2010アニメ版）,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
537,digimon,blastmon,ブラストモン,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,special,600,100,80,95,100,125,100,slow,30,240,neutral_v0,playtest_parameter_ready
538,digimon,footmon,フットモン,"完全体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,完全体,balanced,520,87,87,87,87,86,86,slow,60,180,neutral_v0,playtest_parameter_ready
539,digimon,pillomon,ピロモン,"成長期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成長期,swift_special,330,50,44,50,70,65,51,medium_fast,180,70,neutral_v0,playtest_parameter_ready
540,digimon,pickmon,ピックモン,"幼年期Ⅱ
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,幼年期Ⅱ,swift_physical,240,36,48,34,52,32,38,medium_fast,220,45,neutral_v0,playtest_parameter_ready
541,digimon,baristamon,バリスタモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,special,430,72,58,69,71,89,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
542,digimon,bacomon,バコモン,"成長期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成長期,physical,330,56,68,55,52,44,55,medium_fast,180,70,neutral_v0,playtest_parameter_ready
543,digimon,bagramon,バグラモン,"究極体
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,究極体,physical_tank,600,110,105,130,75,75,105,slow,30,240,neutral_v0,playtest_parameter_ready
544,digimon,hi-visionmonitamon,ハイビジョンモニタモン,"成熟期
(クロスウォーズ)",project_generated_gameplay_v0_noncanonical,成熟期,balanced,430,72,72,72,72,71,71,medium_slow,120,120,neutral_v0,playtest_parameter_ready
