species_id,internal_name,source_kind,source_id,official_type,official_attribute,sprite_family,donor_species_id,donor_species_constant,donor_assignment,palette_preset,override_asset
241,DM0241,digimon,assaultmon,サイボーグ型,ウィルス,machine,299,SPECIES_NOSEPASS,family_cycle_v0,base,
242,DM0242,digimon,tekkamon,マシーン型,ウィルス,machine,304,SPECIES_ARON,family_cycle_v0,base,
243,DM0243,digimon,vulturemon,鳥人型,ウィルス,base,243,SPECIES_RAIKOU,family_cycle_v0,base,
244,DM0244,digimon,goromon,鉱石型,,base,244,SPECIES_ENTEI,family_cycle_v0,base,
245,DM0245,digimon,sunamon,スライム型,,base,245,SPECIES_SUICUNE,family_cycle_v0,base,
246,DM0246,digimon,burpmon,突然変異型,不明,base,246,SPECIES_LARVITAR,family_cycle_v0,base,
247,DM0247,digimon,blackkingnumemon,軟体型,ウィルス,aquatic,350,SPECIES_MILOTIC,family_cycle_v0,base,
248,DM0248,digimon,goldnumemon,突然変異型,ウィルス,base,248,SPECIES_TYRANITAR,family_cycle_v0,base,
249,DM0249,digimon,culumon,不明,不明,base,249,SPECIES_LUGIA,family_cycle_v0,base,
250,DM0250,digimon,gladimon,戦士型,ワクチン,base,250,SPECIES_HO_OH,family_cycle_v0,base,
251,DM0251,digimon,shoutmonx4k,,,base,251,SPECIES_CELEBI,family_cycle_v0,base,
252,DM0252,digimon,kodokugumon,昆虫型,ウィルス,insect,46,SPECIES_PARAS,family_cycle_v0,base,
253,DM0253,digimon,yoxtuyoxtumon,パペット型,ウィルス,base,253,SPECIES_GROVYLE,family_cycle_v0,base,
254,DM0254,digimon,minidekachimon,小竜型,データ,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
255,DM0255,digimon,atamadekachimon,恐竜型,データ,dragon,384,SPECIES_RAYQUAZA,family_cycle_v0,base,
256,DM0256,digimon,trailmon,マシーン型,データ,machine,101,SPECIES_ELECTRODE,family_cycle_v0,base,
257,DM0257,digimon,greatkingscumon,突然変異型,ウィルス,base,257,SPECIES_BLAZIKEN,family_cycle_v0,base,
258,DM0258,digimon,shroudmon,魔人型,ウィルス,dark,353,SPECIES_SHUPPET,family_cycle_v0,base,
259,DM0259,digimon,frosvelgrmon,巨鳥型,ウィルス,base,259,SPECIES_MARSHTOMP,family_cycle_v0,base,
260,DM0260,digimon,frozomon,マシーン型,ウィルス,machine,212,SPECIES_SCIZOR,family_cycle_v0,base,
261,DM0261,digimon,hiyarimon,レッサー型,,base,261,SPECIES_POOCHYENA,family_cycle_v0,base,
262,DM0262,digimon,blackseraphimon,熾天使型,ウィルス,angel,333,SPECIES_SWABLU,family_cycle_v0,base,
263,DM0263,digimon,rareraremon,アンデッド型,ウィルス,undead,93,SPECIES_HAUNTER,family_cycle_v0,base,
264,DM0264,digimon,climbmon,昆虫型,ウィルス,insect,205,SPECIES_FORRETRESS,family_cycle_v0,base,
265,DM0265,digimon,divemon,水棲型,データ,aquatic,91,SPECIES_CLOYSTER,family_cycle_v0,base,
266,DM0266,digimon,clearagumon,パペット型,ワクチン,base,266,SPECIES_SILCOON,family_cycle_v0,base,
267,DM0267,digimon,bancholilimon,妖精型,データ,base,267,SPECIES_BEAUTIFLY,family_cycle_v0,base,
268,DM0268,digimon,metalgreymon_va_x,サイボーグ型,ワクチン,machine,374,SPECIES_BELDUM,family_cycle_v0,base,
269,DM0269,digimon,panjyamon_x,獣人型,ワクチン,beast,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
270,DM0270,digimon,metalmamemon_x,サイボーグ型,データ,machine,376,SPECIES_METAGROSS,family_cycle_v0,base,
271,DM0271,digimon,thunderballmon_x,突然変異型,データ,base,271,SPECIES_LOMBRE,family_cycle_v0,base,
272,DM0272,digimon,monochromon_x,鎧竜型,データ,dragon,384,SPECIES_RAYQUAZA,family_cycle_v0,base,
273,DM0273,digimon,dobermon_x,魔獣型,ウィルス,beast,359,SPECIES_ABSOL,family_cycle_v0,base,
274,DM0274,digimon,gesomon_x,軟体型,ウィルス,aquatic,129,SPECIES_MAGIKARP,family_cycle_v0,base,
275,DM0275,digimon,gottsumon_x,鉱石型,データ,base,275,SPECIES_SHIFTRY,family_cycle_v0,base,
276,DM0276,digimon,ganimon_x,甲殻類型,データ,aquatic,131,SPECIES_LAPRAS,family_cycle_v0,base,
277,DM0277,digimon,guilmon_x,魔竜型,ウィルス,dragon,230,SPECIES_KINGDRA,family_cycle_v0,base,
278,DM0278,digimon,shoutmon_ex6,,,base,278,SPECIES_WINGULL,family_cycle_v0,base,
279,DM0279,digimon,torikaraballmon,食物型,,base,279,SPECIES_PELIPPER,family_cycle_v0,base,
280,DM0280,digimon,burgamon,食物型,ワクチン,base,280,SPECIES_RALTS,family_cycle_v0,base,
281,DM0281,digimon,potamon,食物型,ワクチン,base,281,SPECIES_KIRLIA,family_cycle_v0,base,
282,DM0282,digimon,achillesmon,獣人型,ウィルス,beast,203,SPECIES_GIRAFARIG,family_cycle_v0,base,
283,DM0283,digimon,shivamon,昆虫型,データ,insect,12,SPECIES_BUTTERFREE,family_cycle_v0,base,
284,DM0284,digimon,kazuchimon,神人型,ワクチン,holy,144,SPECIES_ARTICUNO,family_cycle_v0,base,
285,DM0285,digimon,pistmon,植物型,ウィルス,base,285,SPECIES_SHROOMISH,family_cycle_v0,base,
286,DM0286,digimon,tempomon,鳥人型,データ,base,286,SPECIES_BRELOOM,family_cycle_v0,base,
287,DM0287,digimon,shootmon,マシーン型,ワクチン,machine,343,SPECIES_BALTOY,family_cycle_v0,base,
288,DM0288,digimon,boutmon,獣人型,ワクチン,beast,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
289,DM0289,digimon,mitamamon,神獣型,ワクチン,holy,175,SPECIES_TOGEPI,family_cycle_v0,base,
290,DM0290,digimon,lovelyangemon,戦士型,ワクチン,base,290,SPECIES_NINCADA,family_cycle_v0,base,
291,DM0291,digimon,bibimon,レッサー型,,base,291,SPECIES_NINJASK,family_cycle_v0,base,
292,DM0292,digimon,dokimon,スライム型,,base,292,SPECIES_SHEDINJA,family_cycle_v0,base,
293,DM0293,digimon,namakemon,パペット型,ウィルス,base,293,SPECIES_WHISMUR,family_cycle_v0,base,
294,DM0294,digimon,runnermon,獣型,ウィルス,beast,359,SPECIES_ABSOL,family_cycle_v0,base,
295,DM0295,digimon,exermon,昆虫型,データ,insect,167,SPECIES_SPINARAK,family_cycle_v0,base,
296,DM0296,digimon,bulkmon,竜人型,ワクチン,dragon,247,SPECIES_PUPITAR,family_cycle_v0,base,
297,DM0297,digimon,komondomon,獣型,データ,beast,58,SPECIES_GROWLITHE,family_cycle_v0,base,
298,DM0298,digimon,pulsemon,獣人型,ワクチン,beast,59,SPECIES_ARCANINE,family_cycle_v0,base,
299,DM0299,digimon,omegamon_merciful,聖騎士型,ワクチン,holy,250,SPECIES_HO_OH,family_cycle_v0,base,
300,DM0300,digimon,donedevimon,堕天使型,ウィルス,demon,94,SPECIES_GENGAR,family_cycle_v0,base,
301,DM0301,digimon,waregarurumon_sagittarius,獣人型,ワクチン,beast,162,SPECIES_FURRET,family_cycle_v0,base,
302,DM0302,digimon,imperialdramon_dragon_black,古代竜型,ウィルス,dragon,372,SPECIES_SHELGON,family_cycle_v0,base,
303,DM0303,digimon,manticoremon,魔獣型,ウィルス,beast,203,SPECIES_GIRAFARIG,family_cycle_v0,base,
304,DM0304,digimon,mimicmon,突然変異型,ウィルス,base,304,SPECIES_ARON,family_cycle_v0,base,
305,DM0305,digimon,baluchimon,聖獣型,データ,holy,334,SPECIES_ALTARIA,family_cycle_v0,base,
306,DM0306,digimon,darkmaildramon,サイボーグ型,ウィルス,machine,305,SPECIES_LAIRON,family_cycle_v0,base,
307,DM0307,digimon,metalgreymon_alter,サイボーグ型,ワクチン,machine,306,SPECIES_AGGRON,family_cycle_v0,base,
308,DM0308,digimon,rebellimon,サイボーグ型,ウィルス,machine,343,SPECIES_BALTOY,family_cycle_v0,base,
309,DM0309,digimon,machmon,サイボーグ型,ワクチン,machine,344,SPECIES_CLAYDOL,family_cycle_v0,base,
310,DM0310,digimon,junkmon,パペット型,ウィルス,base,310,SPECIES_MANECTRIC,family_cycle_v0,base,
311,DM0311,digimon,heavyleomon,マシーン型,ワクチン,machine,375,SPECIES_METANG,family_cycle_v0,base,
312,DM0312,digimon,hopmon,幼竜型,,dragon,246,SPECIES_LARVITAR,family_cycle_v0,base,
313,DM0313,digimon,ketomon,スライム型,,base,313,SPECIES_VOLBEAT,family_cycle_v0,base,
314,DM0314,digimon,nidhoggmon,魔竜型,ウィルス,dragon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
315,DM0315,digimon,entmon,植物型,ウィルス,base,315,SPECIES_ROSELIA,family_cycle_v0,base,
316,DM0316,digimon,parasaurmon,恐竜型,ウィルス,dragon,330,SPECIES_FLYGON,family_cycle_v0,base,
317,DM0317,digimon,toropiamon,植物型,ウィルス,base,317,SPECIES_SWALOT,family_cycle_v0,base,
318,DM0318,digimon,pomumon,植物型,データ,base,318,SPECIES_CARVANHA,family_cycle_v0,base,
319,DM0319,digimon,eyesmon_scatter,魔竜型,ウィルス,dragon,372,SPECIES_SHELGON,family_cycle_v0,base,
320,DM0320,digimon,eyesmon,魔竜型,ウィルス,dragon,373,SPECIES_SALAMENCE,family_cycle_v0,base,
321,DM0321,digimon,betamon_x,水棲型,ウィルス,aquatic,7,SPECIES_SQUIRTLE,family_cycle_v0,base,
322,DM0322,digimon,gazimon_x,哺乳類型,ウィルス,beast,162,SPECIES_FURRET,family_cycle_v0,base,
323,DM0323,digimon,algomon_lv1,突然変異型,,base,323,SPECIES_CAMERUPT,family_cycle_v0,base,
324,DM0324,digimon,ghostmon,ゴースト型,データ,undead,356,SPECIES_DUSCLOPS,family_cycle_v0,base,
325,DM0325,digimon,regalecusmon,水棲型,ウィルス,aquatic,73,SPECIES_TENTACRUEL,family_cycle_v0,base,
326,DM0326,digimon,piranimon,水棲型,ウィルス,aquatic,86,SPECIES_SEEL,family_cycle_v0,base,
327,DM0327,digimon,gusokumon,甲殻類型,ワクチン,aquatic,87,SPECIES_DEWGONG,family_cycle_v0,base,
328,DM0328,digimon,marinchimairamon,合成型,ワクチン,base,328,SPECIES_TRAPINCH,family_cycle_v0,base,
329,DM0329,digimon,tobiumon,水棲型,ワクチン,aquatic,91,SPECIES_CLOYSTER,family_cycle_v0,base,
330,DM0330,digimon,sangomon,軟体型,データ,aquatic,98,SPECIES_KRABBY,family_cycle_v0,base,
331,DM0331,digimon,gogmamon,鉱石型,ワクチン,base,331,SPECIES_CACNEA,family_cycle_v0,base,
332,DM0332,digimon,baboongamon,獣型,ワクチン,beast,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
333,DM0333,digimon,sunarizamon,爬虫類型,ウィルス,insect,204,SPECIES_PINECO,family_cycle_v0,base,
334,DM0334,digimon,jewelbeemon,昆虫型,ワクチン,insect,205,SPECIES_FORRETRESS,family_cycle_v0,base,
335,DM0335,digimon,hudiemon,昆虫型,フリー,insect,212,SPECIES_SCIZOR,family_cycle_v0,base,
336,DM0336,digimon,arresterdramon_superior,,,base,336,SPECIES_SEVIPER,family_cycle_v0,base,
337,DM0337,digimon,garurumon_x,獣型,ワクチン,beast,52,SPECIES_MEOWTH,family_cycle_v0,base,
338,DM0338,digimon,greymon_x,恐竜型,ワクチン,dragon,380,SPECIES_LATIAS,family_cycle_v0,base,
339,DM0339,digimon,algomon_lv4,突然変異型,ウィルス,base,339,SPECIES_BARBOACH,family_cycle_v0,base,
340,DM0340,digimon,algomon_lv3,突然変異型,ウィルス,base,340,SPECIES_WHISCASH,family_cycle_v0,base,
341,DM0341,digimon,algomon_lv2,突然変異型,,base,341,SPECIES_CORPHISH,family_cycle_v0,base,
342,DM0342,digimon,spadamon,武器型,フリー,base,342,SPECIES_CRAWDAUNT,family_cycle_v0,base,
343,DM0343,digimon,morphomon,昆虫型,ワクチン,insect,284,SPECIES_MASQUERAIN,family_cycle_v0,base,
344,DM0344,digimon,eosmon_lv6,不明,不明,base,344,SPECIES_CLAYDOL,family_cycle_v0,base,
345,DM0345,digimon,gabumon_kizuna,不明,不明,base,345,SPECIES_LILEEP,family_cycle_v0,base,
346,DM0346,digimon,agumon_kizuna,不明,不明,base,346,SPECIES_CRADILY,family_cycle_v0,base,
347,DM0347,digimon,eosmon_lv5,不明,不明,base,347,SPECIES_ANORITH,family_cycle_v0,base,
348,DM0348,digimon,eosmon_lv4,不明,不明,base,348,SPECIES_ARMALDO,family_cycle_v0,base,
349,DM0349,digimon,tonosamamamemon,突然変異型,データ,base,349,SPECIES_FEEBAS,family_cycle_v0,base,
350,DM0350,digimon,omegamon_zwart,聖騎士型,ワクチン,holy,242,SPECIES_BLISSEY,family_cycle_v0,base,
351,DM0351,digimon,terriermon_assistant,獣型,ワクチン,beast,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
352,DM0352,digimon,cryspaledramon,竜人型,データ,dragon,371,SPECIES_BAGON,family_cycle_v0,base,
353,DM0353,digimon,metallicdramon,天竜型,データ,dragon,372,SPECIES_SHELGON,family_cycle_v0,base,
354,DM0354,digimon,jazarichmon,機竜型,データ,dragon,373,SPECIES_SALAMENCE,family_cycle_v0,base,
355,DM0355,digimon,jazardmon,機竜型,データ,dragon,380,SPECIES_LATIAS,family_cycle_v0,base,
356,DM0356,digimon,jazamon,鳥竜型,データ,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
357,DM0357,digimon,hexeblaumon,魔法騎士型,データ,base,357,SPECIES_TROPIUS,family_cycle_v0,base,
358,DM0358,digimon,paledramon,竜型,データ,dragon,130,SPECIES_GYARADOS,family_cycle_v0,base,
359,DM0359,digimon,noblepumpmon,パペット型,データ,base,359,SPECIES_ABSOL,family_cycle_v0,base,
360,DM0360,digimon,ogudomon_x,化身型,ウィルス,base,360,SPECIES_WYNAUT,family_cycle_v0,base,
361,DM0361,digimon,jesmongx,聖騎士型,データ,holy,334,SPECIES_ALTARIA,family_cycle_v0,base,
362,DM0362,digimon,keramon_x,種族不明,不明,base,362,SPECIES_GLALIE,family_cycle_v0,base,
363,DM0363,digimon,omegashoutmon_x,竜人型,ワクチン,dragon,246,SPECIES_LARVITAR,family_cycle_v0,base,
364,DM0364,digimon,meramon_x,火炎型,データ,base,364,SPECIES_SEALEO,family_cycle_v0,base,
365,DM0365,digimon,pegasmon_x,聖獣型,ワクチン,holy,35,SPECIES_CLEFAIRY,family_cycle_v0,base,
366,DM0366,digimon,rapidmon_x,聖騎士型,ワクチン,holy,36,SPECIES_CLEFABLE,family_cycle_v0,base,
367,DM0367,digimon,monzaemon_x,パペット型,ワクチン,base,367,SPECIES_HUNTAIL,family_cycle_v0,base,
368,DM0368,digimon,gankoomon_x,聖騎士型,データ,holy,144,SPECIES_ARTICUNO,family_cycle_v0,base,
369,DM0369,digimon,examon_x,聖騎士型,データ,holy,145,SPECIES_ZAPDOS,family_cycle_v0,base,
370,DM0370,digimon,cyberdramon_x,サイボーグ型,ワクチン,machine,306,SPECIES_AGGRON,family_cycle_v0,base,
371,DM0371,digimon,rizegreymon_x,サイボーグ型,ワクチン,machine,343,SPECIES_BALTOY,family_cycle_v0,base,
372,DM0372,digimon,hououmon_x,聖獣型,ワクチン,holy,151,SPECIES_MEW,family_cycle_v0,base,
373,DM0373,digimon,justimon_x,サイボーグ型,ワクチン,machine,374,SPECIES_BELDUM,family_cycle_v0,base,
374,DM0374,digimon,wizarmon_x,魔人型,データ,dark,198,SPECIES_MURKROW,family_cycle_v0,base,
375,DM0375,digimon,siesamon_x,聖獣型,ワクチン,holy,177,SPECIES_NATU,family_cycle_v0,base,
376,DM0376,digimon,cherubimon_x,智天使型,ワクチン,angel,176,SPECIES_TOGETIC,family_cycle_v0,base,
377,DM0377,digimon,ofanimon_x,座天使型,ワクチン,angel,178,SPECIES_XATU,family_cycle_v0,base,
378,DM0378,digimon,angewomon_x,大天使型,ワクチン,angel,196,SPECIES_ESPEON,family_cycle_v0,base,
379,DM0379,digimon,diablomon_x,種族不明,不明,base,379,SPECIES_REGISTEEL,family_cycle_v0,base,
380,DM0380,digimon,dynasmon_x,聖騎士型,データ,holy,244,SPECIES_ENTEI,family_cycle_v0,base,
381,DM0381,digimon,duftmon_x,聖騎士型,データ,holy,245,SPECIES_SUICUNE,family_cycle_v0,base,
382,DM0382,digimon,holydramon_x,聖竜型,ワクチン,dragon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
383,DM0383,digimon,plesiomon_x,首長竜型,データ,dragon,329,SPECIES_VIBRAVA,family_cycle_v0,base,
384,DM0384,digimon,goddramon_x,聖竜型,ワクチン,dragon,330,SPECIES_FLYGON,family_cycle_v0,base,
385,DM0385,digimon,garudamon_x,鳥人型,ワクチン,base,385,SPECIES_JIRACHI,family_cycle_v0,base,
386,DM0386,digimon,tailmon_x,聖獣型,ワクチン,holy,281,SPECIES_KIRLIA,family_cycle_v0,base,
387,DM0387,digimon,togemon_x,植物型,データ,base,1,SPECIES_BULBASAUR,family_cycle_v0,base,
388,DM0388,digimon,tylomon_x,海竜型,ワクチン,dragon,373,SPECIES_SALAMENCE,family_cycle_v0,base,
389,DM0389,digimon,lopmon_x,獣型,データ,beast,210,SPECIES_GRANBULL,family_cycle_v0,base,
390,DM0390,digimon,shakomon_x,甲殻類型,ウィルス,aquatic,86,SPECIES_SEEL,family_cycle_v0,base,
391,DM0391,digimon,terriermon_x,獣型,ワクチン,beast,217,SPECIES_URSARING,family_cycle_v0,base,
392,DM0392,digimon,palmon_x,植物型,データ,base,6,SPECIES_CHARIZARD,family_cycle_v0,base,
393,DM0393,digimon,pteranomon_x,翼竜型,データ,dragon,147,SPECIES_DRATINI,family_cycle_v0,base,
394,DM0394,digimon,mamemon_x,突然変異型,データ,base,8,SPECIES_WARTORTLE,family_cycle_v0,base,
395,DM0395,digimon,ebemon_x,サイボーグ型,ウィルス,machine,375,SPECIES_METANG,family_cycle_v0,base,
396,DM0396,digimon,sleipmon_x,聖騎士型,ワクチン,holy,144,SPECIES_ARTICUNO,family_cycle_v0,base,
397,DM0397,digimon,craniummon_x,聖騎士型,ワクチン,holy,145,SPECIES_ZAPDOS,family_cycle_v0,base,
398,DM0398,digimon,ulforcevdramon_x,聖騎士型,ワクチン,holy,146,SPECIES_MOLTRES,family_cycle_v0,base,
399,DM0399,digimon,magnamon_x,聖騎士型,ワクチン,holy,150,SPECIES_MEWTWO,family_cycle_v0,base,
400,DM0400,digimon,megaseadramon_x,水棲型,データ,aquatic,120,SPECIES_STARYU,family_cycle_v0,base,
401,DM0401,digimon,triceramon_x,角竜型,データ,dragon,330,SPECIES_FLYGON,family_cycle_v0,base,
402,DM0402,digimon,okuwamon_x,昆虫型,ウィルス,insect,193,SPECIES_YANMA,family_cycle_v0,base,
403,DM0403,digimon,mantaraymon_x,水棲型,ワクチン,aquatic,130,SPECIES_GYARADOS,family_cycle_v0,base,
404,DM0404,digimon,nefertimon_x,聖獣型,ワクチン,holy,178,SPECIES_XATU,family_cycle_v0,base,
405,DM0405,digimon,seadramon_x,水棲型,データ,aquatic,134,SPECIES_VAPOREON,family_cycle_v0,base,
406,DM0406,digimon,kuwagamon_x,昆虫型,ウィルス,insect,214,SPECIES_HERACROSS,family_cycle_v0,base,
407,DM0407,digimon,allomon_x,恐竜型,データ,dragon,381,SPECIES_LATIOS,family_cycle_v0,base,
408,DM0408,digimon,gomamon_x,海獣型,ワクチン,aquatic,160,SPECIES_FERALIGATR,family_cycle_v0,base,
409,DM0409,digimon,kokuwamon_x,マシーン型,データ,machine,299,SPECIES_NOSEPASS,family_cycle_v0,base,
410,DM0410,digimon,blackwargreymon_x,竜人型,ウィルス,dragon,147,SPECIES_DRATINI,family_cycle_v0,base,
411,DM0411,digimon,ladydevimon_x,堕天使型,ウィルス,demon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
412,DM0412,digimon,metalgreymon_vi_x,サイボーグ型,ウィルス,machine,306,SPECIES_AGGRON,family_cycle_v0,base,
413,DM0413,digimon,orgemon_x,鬼人型,ウィルス,demon,332,SPECIES_CACTURNE,family_cycle_v0,base,
414,DM0414,digimon,agumon_b_x,爬虫類型,ウィルス,insect,290,SPECIES_NINCADA,family_cycle_v0,base,
415,DM0415,digimon,rasenmon,獣人型,データ,beast,261,SPECIES_POOCHYENA,family_cycle_v0,base,
416,DM0416,digimon,rasenmon_f,妖獣型,データ,beast,262,SPECIES_MIGHTYENA,family_cycle_v0,base,
417,DM0417,digimon,stiffilmon,獣人型,データ,beast,300,SPECIES_SKITTY,family_cycle_v0,base,
418,DM0418,digimon,filmon,獣人型,データ,beast,301,SPECIES_DELCATTY,family_cycle_v0,base,
419,DM0419,digimon,rosemon_x,妖精型,データ,base,33,SPECIES_NIDORINO,family_cycle_v0,base,
420,DM0420,digimon,princemamemon_x,突然変異型,データ,base,34,SPECIES_NIDOKING,family_cycle_v0,base,
421,DM0421,digimon,skullmammon_x,アンデッド型,ワクチン,undead,354,SPECIES_BANETTE,family_cycle_v0,base,
422,DM0422,digimon,mammon_x,古代獣型,ワクチン,beast,53,SPECIES_PERSIAN,family_cycle_v0,base,
423,DM0423,digimon,mephismon_x,堕天使型,ウィルス,demon,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
424,DM0424,digimon,vamdemon_x,アンデッド型,ウィルス,undead,92,SPECIES_GASTLY,family_cycle_v0,base,
425,DM0425,digimon,plotmon_x,哺乳類型,ワクチン,beast,128,SPECIES_TAUROS,family_cycle_v0,base,
426,DM0426,digimon,otamamon_x,両生類型,ウィルス,aquatic,272,SPECIES_LUDICOLO,family_cycle_v0,base,
427,DM0427,digimon,yarmon,レッサー型,,base,41,SPECIES_ZUBAT,family_cycle_v0,base,
428,DM0428,digimon,keemon,スライム型,,base,42,SPECIES_GOLBAT,family_cycle_v0,base,
429,DM0429,digimon,impmon_x,小悪魔型,ウィルス,demon,359,SPECIES_ABSOL,family_cycle_v0,base,
430,DM0430,digimon,darktyranomon_x,恐竜型,ウィルス,dragon,230,SPECIES_KINGDRA,family_cycle_v0,base,
431,DM0431,digimon,numemon_x,軟体型,ウィルス,aquatic,319,SPECIES_SHARPEDO,family_cycle_v0,base,
432,DM0432,digimon,lucemon_x,魔王型,ウィルス,demon,198,SPECIES_MURKROW,family_cycle_v0,base,
433,DM0433,digimon,lilithmon_x,魔王型,ウィルス,demon,200,SPECIES_MISDREAVUS,family_cycle_v0,base,
434,DM0434,digimon,leviamon_x,魔王型,ウィルス,demon,215,SPECIES_SNEASEL,family_cycle_v0,base,
435,DM0435,digimon,belphemon_x,魔王型,ウィルス,demon,228,SPECIES_HOUNDOUR,family_cycle_v0,base,
436,DM0436,digimon,barbamon_x,魔王型,ウィルス,demon,229,SPECIES_HOUNDOOM,family_cycle_v0,base,
437,DM0437,digimon,demon_x,魔王型,ウィルス,demon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
438,DM0438,digimon,darkknightmon_x,暗黒騎士型,ウィルス,dark,332,SPECIES_CACTURNE,family_cycle_v0,base,
439,DM0439,digimon,cherubimondark_x,智天使型,ワクチン,angel,334,SPECIES_ALTARIA,family_cycle_v0,base,
440,DM0440,digimon,ofanimonfdm_x,堕天使型,ワクチン,demon,353,SPECIES_SHUPPET,family_cycle_v0,base,
441,DM0441,digimon,ultimatechaosmon,特異型,不明,base,55,SPECIES_GOLDUCK,family_cycle_v0,base,
442,DM0442,digimon,pusurimon,レッサー型,,base,56,SPECIES_MANKEY,family_cycle_v0,base,
443,DM0443,digimon,pusumon,スライム型,,base,57,SPECIES_PRIMEAPE,family_cycle_v0,base,
444,DM0444,digimon,surfimon,サイボーグ型,ワクチン,machine,100,SPECIES_VOLTORB,family_cycle_v0,base,
445,DM0445,digimon,bulucomon,小竜型,データ,dragon,148,SPECIES_DRAGONAIR,family_cycle_v0,base,
446,DM0446,digimon,herissmon,哺乳類型,データ,beast,128,SPECIES_TAUROS,family_cycle_v0,base,
447,DM0447,digimon,metalgarurumon_black,サイボーグ型,ウィルス,machine,205,SPECIES_FORRETRESS,family_cycle_v0,base,
448,DM0448,digimon,weregarurumon_black,獣人型,ウィルス,beast,162,SPECIES_FURRET,family_cycle_v0,base,
449,DM0449,digimon,garurumon_black,獣型,ウィルス,beast,190,SPECIES_AIPOM,family_cycle_v0,base,
450,DM0450,digimon,justimon_blitzarm,サイボーグ型,ワクチン,machine,233,SPECIES_PORYGON2,family_cycle_v0,base,
451,DM0451,digimon,ginkakumon_promote,鬼人型,ウィルス,demon,302,SPECIES_SABLEYE,family_cycle_v0,base,
452,DM0452,digimon,icedevimon,堕天使型,ウィルス,demon,332,SPECIES_CACTURNE,family_cycle_v0,base,
453,DM0453,digimon,kuzuhamon_miko,神人型,データ,holy,145,SPECIES_ZAPDOS,family_cycle_v0,base,
454,DM0454,digimon,megalograwmon_orange,サイボーグ型,データ,machine,306,SPECIES_AGGRON,family_cycle_v0,base,
455,DM0455,digimon,greymon_blue,恐竜型,ウィルス,dragon,372,SPECIES_SHELGON,family_cycle_v0,base,
456,DM0456,digimon,shoutmon_king,,,base,70,SPECIES_WEEPINBELL,family_cycle_v0,base,
457,DM0457,digimon,wargreymon_x,竜人型,ワクチン,dragon,380,SPECIES_LATIAS,family_cycle_v0,base,
458,DM0458,digimon,metalgarurumon_x,サイボーグ型,データ,machine,375,SPECIES_METANG,family_cycle_v0,base,
459,DM0459,digimon,megidramon_x,邪竜型,ウィルス,dragon,384,SPECIES_RAYQUAZA,family_cycle_v0,base,
460,DM0460,digimon,weregarurumon_x,獣人型,ワクチン,beast,301,SPECIES_DELCATTY,family_cycle_v0,base,
461,DM0461,digimon,lilimon_x,妖精型,データ,base,75,SPECIES_GRAVELER,family_cycle_v0,base,
462,DM0462,digimon,sakuyamon_x,神人型,データ,holy,242,SPECIES_BLISSEY,family_cycle_v0,base,
463,DM0463,digimon,beelzebumon_x,魔王型,ウィルス,demon,248,SPECIES_TYRANITAR,family_cycle_v0,base,
464,DM0464,digimon,megalogrowmon_x,サイボーグ型,ウィルス,machine,82,SPECIES_MAGNETON,family_cycle_v0,base,
465,DM0465,digimon,rhinomon_x,哺乳類型,ワクチン,beast,58,SPECIES_GROWLITHE,family_cycle_v0,base,
466,DM0466,digimon,renamon_x,獣人型,データ,beast,59,SPECIES_ARCANINE,family_cycle_v0,base,
467,DM0467,digimon,tokomon_x,レッサー型,,base,81,SPECIES_MAGNEMITE,family_cycle_v0,base,
468,DM0468,digimon,beelstarmon_x,魔人型,ウィルス,dark,359,SPECIES_ABSOL,family_cycle_v0,base,
469,DM0469,digimon,dukemon_x,聖騎士型,ウィルス,holy,280,SPECIES_RALTS,family_cycle_v0,base,
470,DM0470,digimon,cerberumon_x,魔獣型,ワクチン,beast,190,SPECIES_AIPOM,family_cycle_v0,base,
471,DM0471,digimon,tyranomon_x,恐竜型,データ,dragon,371,SPECIES_BAGON,family_cycle_v0,base,
472,DM0472,digimon,dracomon_x,竜型,データ,dragon,372,SPECIES_SHELGON,family_cycle_v0,base,
473,DM0473,digimon,gabumon_x,獣型,データ,beast,210,SPECIES_GRANBULL,family_cycle_v0,base,
474,DM0474,digimon,minervamon_x,神人型,ウィルス,holy,380,SPECIES_LATIAS,family_cycle_v0,base,
475,DM0475,digimon,lordknightmon_x,聖騎士型,ウィルス,holy,381,SPECIES_LATIOS,family_cycle_v0,base,
476,DM0476,digimon,sistermon_ciel,パペット型,データ,base,90,SPECIES_SHELLDER,family_cycle_v0,base,
477,DM0477,digimon,metaltyranomon_x,サイボーグ型,ウィルス,machine,344,SPECIES_CLAYDOL,family_cycle_v0,base,
478,DM0478,digimon,leomon_x,獣人型,ワクチン,beast,261,SPECIES_POOCHYENA,family_cycle_v0,base,
