local_index,glyph_id_hex,glyph_id_decimal,char,codepoint,source,source_encoding,source_bbx,canonical_text,canonical_glyph_appearance
192,0x02C0,704,截,U+622A,M+ Bitmap Font mplus_j12r,JISX0208 0x5923,"12x13+0,-2",yes,no (font-v0 fallback)
193,0x02C1,705,戸,U+6238,M+ Bitmap Font mplus_j12r,JISX0208 0x384D,"12x13+0,-2",yes,no (font-v0 fallback)
194,0x02C2,706,戻,U+623B,M+ Bitmap Font mplus_j12r,JISX0208 0x4C61,"12x13+0,-2",yes,no (font-v0 fallback)
195,0x02C3,707,扇,U+6247,M+ Bitmap Font mplus_j12r,JISX0208 0x4070,"12x13+0,-2",yes,no (font-v0 fallback)
196,0x02C4,708,手,U+624B,M+ Bitmap Font mplus_j12r,JISX0208 0x3C6A,"12x13+0,-2",yes,no (font-v0 fallback)
197,0x02C5,709,打,U+6253,M+ Bitmap Font mplus_j12r,JISX0208 0x4247,"12x13+0,-2",yes,no (font-v0 fallback)
198,0x02C6,710,技,U+6280,M+ Bitmap Font mplus_j12r,JISX0208 0x353B,"12x13+0,-2",yes,no (font-v0 fallback)
199,0x02C7,711,投,U+6295,M+ Bitmap Font mplus_j12r,JISX0208 0x456A,"12x13+0,-2",yes,no (font-v0 fallback)
200,0x02C8,712,抗,U+6297,M+ Bitmap Font mplus_j12r,JISX0208 0x3933,"12x13+0,-2",yes,no (font-v0 fallback)
201,0x02C9,713,招,U+62DB,M+ Bitmap Font mplus_j12r,JISX0208 0x3E37,"12x13+0,-2",yes,no (font-v0 fallback)
202,0x02CA,714,拳,U+62F3,M+ Bitmap Font mplus_j12r,JISX0208 0x377D,"12x13+0,-2",yes,no (font-v0 fallback)
203,0x02CB,715,振,U+632F,M+ Bitmap Font mplus_j12r,JISX0208 0x3F36,"12x13+0,-2",yes,no (font-v0 fallback)
204,0x02CC,716,捨,U+6368,M+ Bitmap Font mplus_j12r,JISX0208 0x3C4E,"12x13+0,-2",yes,no (font-v0 fallback)
205,0x02CD,717,掌,U+638C,M+ Bitmap Font mplus_j12r,JISX0208 0x3E38,"12x13+0,-2",yes,no (font-v0 fallback)
206,0x02CE,718,摧,U+6467,M+ Bitmap Font mplus_j12r,JISX0208 0x5974,"12x13+0,-2",yes,no (font-v0 fallback)
207,0x02CF,719,撃,U+6483,M+ Bitmap Font mplus_j12r,JISX0208 0x3762,"12x13+0,-2",yes,no (font-v0 fallback)
208,0x02D0,720,擬,U+64EC,M+ Bitmap Font mplus_j12r,JISX0208 0x353C,"12x13+0,-2",yes,no (font-v0 fallback)
209,0x02D1,721,改,U+6539,M+ Bitmap Font mplus_j12r,JISX0208 0x327E,"12x13+0,-2",yes,no (font-v0 fallback)
210,0x02D2,722,攻,U+653B,M+ Bitmap Font mplus_j12r,JISX0208 0x3936,"12x13+0,-2",yes,no (font-v0 fallback)
211,0x02D3,723,敗,U+6557,M+ Bitmap Font mplus_j12r,JISX0208 0x4754,"12x13+0,-2",yes,no (font-v0 fallback)
212,0x02D4,724,敢,U+6562,M+ Bitmap Font mplus_j12r,JISX0208 0x343A,"12x13+0,-2",yes,no (font-v0 fallback)
213,0x02D5,725,敵,U+6575,M+ Bitmap Font mplus_j12r,JISX0208 0x4528,"12x13+0,-2",yes,no (font-v0 fallback)
214,0x02D6,726,文,U+6587,M+ Bitmap Font mplus_j12r,JISX0208 0x4A38,"12x13+0,-2",yes,no (font-v0 fallback)
215,0x02D7,727,斉,U+6589,M+ Bitmap Font mplus_j12r,JISX0208 0x4046,"12x13+0,-2",yes,no (font-v0 fallback)
216,0x02D8,728,斗,U+6597,M+ Bitmap Font mplus_j12r,JISX0208 0x454D,"12x13+0,-2",yes,no (font-v0 fallback)
217,0x02D9,729,斧,U+65A7,M+ Bitmap Font mplus_j12r,JISX0208 0x4960,"12x13+0,-2",yes,no (font-v0 fallback)
218,0x02DA,730,斬,U+65AC,M+ Bitmap Font mplus_j12r,JISX0208 0x3B42,"12x13+0,-2",yes,no (font-v0 fallback)
219,0x02DB,731,断,U+65AD,M+ Bitmap Font mplus_j12r,JISX0208 0x4347,"12x13+0,-2",yes,no (font-v0 fallback)
220,0x02DC,732,旋,U+65CB,M+ Bitmap Font mplus_j12r,JISX0208 0x407B,"12x13+0,-2",yes,no (font-v0 fallback)
221,0x02DD,733,日,U+65E5,M+ Bitmap Font mplus_j12r,JISX0208 0x467C,"12x13+0,-2",yes,no (font-v0 fallback)
222,0x02DE,734,昂,U+6602,M+ Bitmap Font mplus_j12r,JISX0208 0x3937,"12x13+0,-2",yes,no (font-v0 fallback)
223,0x02DF,735,昇,U+6607,M+ Bitmap Font mplus_j12r,JISX0208 0x3E3A,"12x13+0,-2",yes,no (font-v0 fallback)
224,0x02E0,736,明,U+660E,M+ Bitmap Font mplus_j12r,JISX0208 0x4C40,"12x13+0,-2",yes,no (font-v0 fallback)
225,0x02E1,737,星,U+661F,M+ Bitmap Font mplus_j12r,JISX0208 0x4031,"12x13+0,-2",yes,no (font-v0 fallback)
226,0x02E2,738,春,U+6625,M+ Bitmap Font mplus_j12r,JISX0208 0x3D55,"12x13+0,-2",yes,no (font-v0 fallback)
227,0x02E3,739,時,U+6642,M+ Bitmap Font mplus_j12r,JISX0208 0x3B7E,"12x13+0,-2",yes,no (font-v0 fallback)
228,0x02E4,740,晦,U+6666,M+ Bitmap Font mplus_j12r,JISX0208 0x3322,"12x13+0,-2",yes,no (font-v0 fallback)
229,0x02E5,741,晴,U+6674,M+ Bitmap Font mplus_j12r,JISX0208 0x4032,"12x13+0,-2",yes,no (font-v0 fallback)
230,0x02E6,742,暁,U+6681,M+ Bitmap Font mplus_j12r,JISX0208 0x3647,"12x13+0,-2",yes,no (font-v0 fallback)
231,0x02E7,743,暗,U+6697,M+ Bitmap Font mplus_j12r,JISX0208 0x3045,"12x13+0,-2",yes,no (font-v0 fallback)
232,0x02E8,744,暴,U+66B4,M+ Bitmap Font mplus_j12r,JISX0208 0x4B3D,"12x13+0,-2",yes,no (font-v0 fallback)
233,0x02E9,745,曲,U+66F2,M+ Bitmap Font mplus_j12r,JISX0208 0x364A,"12x13+0,-2",yes,no (font-v0 fallback)
234,0x02EA,746,曼,U+66FC,M+ Bitmap Font mplus_j12r,JISX0208 0x5258,"12x13+0,-2",yes,no (font-v0 fallback)
235,0x02EB,747,最,U+6700,M+ Bitmap Font mplus_j12r,JISX0208 0x3A47,"12x13+0,-2",yes,no (font-v0 fallback)
236,0x02EC,748,月,U+6708,M+ Bitmap Font mplus_j12r,JISX0208 0x376E,"12x13+0,-2",yes,no (font-v0 fallback)
237,0x02ED,749,期,U+671F,M+ Bitmap Font mplus_j12r,JISX0208 0x347C,"12x13+0,-2",yes,no (font-v0 fallback)
238,0x02EE,750,本,U+672C,M+ Bitmap Font mplus_j12r,JISX0208 0x4B5C,"12x13+0,-2",yes,no (font-v0 fallback)
239,0x02EF,751,札,U+672D,M+ Bitmap Font mplus_j12r,JISX0208 0x3B25,"12x13+0,-2",yes,no (font-v0 fallback)
240,0x02F0,752,杖,U+6756,M+ Bitmap Font mplus_j12r,JISX0208 0x3E73,"12x13+0,-2",yes,no (font-v0 fallback)
241,0x02F1,753,杜,U+675C,M+ Bitmap Font mplus_j12r,JISX0208 0x454E,"12x13+0,-2",yes,no (font-v0 fallback)
242,0x02F2,754,束,U+675F,M+ Bitmap Font mplus_j12r,JISX0208 0x422B,"12x13+0,-2",yes,no (font-v0 fallback)
243,0x02F3,755,条,U+6761,M+ Bitmap Font mplus_j12r,JISX0208 0x3E72,"12x13+0,-2",yes,no (font-v0 fallback)
244,0x02F4,756,来,U+6765,M+ Bitmap Font mplus_j12r,JISX0208 0x4D68,"12x13+0,-2",yes,no (font-v0 fallback)
245,0x02F5,757,枚,U+679A,M+ Bitmap Font mplus_j12r,JISX0208 0x4B67,"12x13+0,-2",yes,no (font-v0 fallback)
246,0x02F6,758,架,U+67B6,M+ Bitmap Font mplus_j12r,JISX0208 0x324D,"12x13+0,-2",yes,no (font-v0 fallback)
247,0x02F7,759,染,U+67D3,M+ Bitmap Font mplus_j12r,JISX0208 0x4077,"12x13+0,-2",yes,no (font-v0 fallback)
248,0x02F8,760,柔,U+67D4,M+ Bitmap Font mplus_j12r,JISX0208 0x3D40,"12x13+0,-2",yes,no (font-v0 fallback)
249,0x02F9,761,桜,U+685C,M+ Bitmap Font mplus_j12r,JISX0208 0x3A79,"12x13+0,-2",yes,no (font-v0 fallback)
250,0x02FA,762,梵,U+68B5,M+ Bitmap Font mplus_j12r,JISX0208 0x5B70,"12x13+0,-2",yes,no (font-v0 fallback)
251,0x02FB,763,棍,U+68CD,M+ Bitmap Font mplus_j12r,JISX0208 0x5B7E,"12x13+0,-2",yes,no (font-v0 fallback)
252,0x02FC,764,棒,U+68D2,M+ Bitmap Font mplus_j12r,JISX0208 0x4B40,"12x13+0,-2",yes,no (font-v0 fallback)
253,0x02FD,765,植,U+690D,M+ Bitmap Font mplus_j12r,JISX0208 0x3F22,"12x13+0,-2",yes,no (font-v0 fallback)
254,0x02FE,766,楔,U+6954,M+ Bitmap Font mplus_j12r,JISX0208 0x5C38,"12x13+0,-2",yes,no (font-v0 fallback)
255,0x02FF,767,業,U+696D,M+ Bitmap Font mplus_j12r,JISX0208 0x3648,"12x13+0,-2",yes,no (font-v0 fallback)
256,0x0300,768,極,U+6975,M+ Bitmap Font mplus_j12r,JISX0208 0x364B,"12x13+0,-2",yes,no (font-v0 fallback)
257,0x0301,769,楽,U+697D,M+ Bitmap Font mplus_j12r,JISX0208 0x335A,"12x13+0,-2",yes,no (font-v0 fallback)
258,0x0302,770,槍,U+69CD,M+ Bitmap Font mplus_j12r,JISX0208 0x4164,"12x13+0,-2",yes,no (font-v0 fallback)
259,0x0303,771,横,U+6A2A,M+ Bitmap Font mplus_j12r,JISX0208 0x3223,"12x13+0,-2",yes,no (font-v0 fallback)
260,0x0304,772,橙,U+6A59,M+ Bitmap Font mplus_j12r,JISX0208 0x5C74,"12x13+0,-2",yes,no (font-v0 fallback)
261,0x0305,773,機,U+6A5F,M+ Bitmap Font mplus_j12r,JISX0208 0x3521,"12x13+0,-2",yes,no (font-v0 fallback)
262,0x0306,774,檮,U+6AAE,M+ Bitmap Font mplus_j12r,JISX0208 0x5B6D,"12x13+0,-2",yes,no (font-v0 fallback)
263,0x0307,775,正,U+6B63,M+ Bitmap Font mplus_j12r,JISX0208 0x4035,"12x13+0,-2",yes,no (font-v0 fallback)
264,0x0308,776,此,U+6B64,M+ Bitmap Font mplus_j12r,JISX0208 0x3A21,"12x13+0,-2",yes,no (font-v0 fallback)
265,0x0309,777,武,U+6B66,M+ Bitmap Font mplus_j12r,JISX0208 0x4970,"12x13+0,-2",yes,no (font-v0 fallback)
266,0x030A,778,殲,U+6BB2,M+ Bitmap Font mplus_j12r,JISX0208 0x5D53,"12x13+0,-2",yes,no (font-v0 fallback)
267,0x030B,779,殺,U+6BBA,M+ Bitmap Font mplus_j12r,JISX0208 0x3B26,"12x13+0,-2",yes,no (font-v0 fallback)
268,0x030C,780,毀,U+6BC0,M+ Bitmap Font mplus_j12r,JISX0208 0x544C,"12x13+0,-2",yes,no (font-v0 fallback)
269,0x030D,781,毒,U+6BD2,M+ Bitmap Font mplus_j12r,JISX0208 0x4647,"12x13+0,-2",yes,no (font-v0 fallback)
270,0x030E,782,毘,U+6BD8,M+ Bitmap Font mplus_j12r,JISX0208 0x487B,"12x13+0,-2",yes,no (font-v0 fallback)
271,0x030F,783,毬,U+6BEC,M+ Bitmap Font mplus_j12r,JISX0208 0x5D5C,"12x13+0,-2",yes,no (font-v0 fallback)
272,0x0310,784,気,U+6C17,M+ Bitmap Font mplus_j12r,JISX0208 0x3524,"12x13+0,-2",yes,no (font-v0 fallback)
273,0x0311,785,水,U+6C34,M+ Bitmap Font mplus_j12r,JISX0208 0x3F65,"12x13+0,-2",yes,no (font-v0 fallback)
274,0x0312,786,氷,U+6C37,M+ Bitmap Font mplus_j12r,JISX0208 0x4939,"12x13+0,-2",yes,no (font-v0 fallback)
275,0x0313,787,永,U+6C38,M+ Bitmap Font mplus_j12r,JISX0208 0x314A,"12x13+0,-2",yes,no (font-v0 fallback)
276,0x0314,788,沌,U+6C8C,M+ Bitmap Font mplus_j12r,JISX0208 0x4659,"12x13+0,-2",yes,no (font-v0 fallback)
277,0x0315,789,沙,U+6C99,M+ Bitmap Font mplus_j12r,JISX0208 0x3A3B,"12x13+0,-2",yes,no (font-v0 fallback)
278,0x0316,790,河,U+6CB3,M+ Bitmap Font mplus_j12r,JISX0208 0x324F,"12x13+0,-2",yes,no (font-v0 fallback)
279,0x0317,791,泉,U+6CC9,M+ Bitmap Font mplus_j12r,JISX0208 0x4074,"12x13+0,-2",yes,no (font-v0 fallback)
280,0x0318,792,法,U+6CD5,M+ Bitmap Font mplus_j12r,JISX0208 0x4B21,"12x13+0,-2",yes,no (font-v0 fallback)
281,0x0319,793,泡,U+6CE1,M+ Bitmap Font mplus_j12r,JISX0208 0x4B22,"12x13+0,-2",yes,no (font-v0 fallback)
282,0x031A,794,波,U+6CE2,M+ Bitmap Font mplus_j12r,JISX0208 0x4748,"12x13+0,-2",yes,no (font-v0 fallback)
283,0x031B,795,泿,U+6CFF,Ark Pixel Font 12px Mono zh_cn,Unicode U+6CFF,"11x11+0,-2",yes,no (font-v0 fallback)
284,0x031C,796,流,U+6D41,M+ Bitmap Font mplus_j12r,JISX0208 0x4E2E,"12x13+0,-2",yes,no (font-v0 fallback)
285,0x031D,797,浄,U+6D44,M+ Bitmap Font mplus_j12r,JISX0208 0x3E74,"12x13+0,-2",yes,no (font-v0 fallback)
286,0x031E,798,浪,U+6D6A,M+ Bitmap Font mplus_j12r,JISX0208 0x4F32,"12x13+0,-2",yes,no (font-v0 fallback)
287,0x031F,799,海,U+6D77,M+ Bitmap Font mplus_j12r,JISX0208 0x3324,"12x13+0,-2",yes,no (font-v0 fallback)
288,0x0320,800,涛,U+6D9B,M+ Bitmap Font mplus_j12r,JISX0208 0x4573,"12x13+0,-2",yes,no (font-v0 fallback)
289,0x0321,801,液,U+6DB2,M+ Bitmap Font mplus_j12r,JISX0208 0x3155,"12x13+0,-2",yes,no (font-v0 fallback)
290,0x0322,802,深,U+6DF1,M+ Bitmap Font mplus_j12r,JISX0208 0x3F3C,"12x13+0,-2",yes,no (font-v0 fallback)
291,0x0323,803,淵,U+6DF5,M+ Bitmap Font mplus_j12r,JISX0208 0x4A25,"12x13+0,-2",yes,no (font-v0 fallback)
292,0x0324,804,清,U+6E05,M+ Bitmap Font mplus_j12r,JISX0208 0x4036,"12x13+0,-2",yes,no (font-v0 fallback)
293,0x0325,805,渦,U+6E26,M+ Bitmap Font mplus_j12r,JISX0208 0x3132,"12x13+0,-2",yes,no (font-v0 fallback)
294,0x0326,806,渾,U+6E3E,M+ Bitmap Font mplus_j12r,JISX0208 0x5E55,"12x13+0,-2",yes,no (font-v0 fallback)
295,0x0327,807,湯,U+6E6F,M+ Bitmap Font mplus_j12r,JISX0208 0x4572,"12x13+0,-2",yes,no (font-v0 fallback)
296,0x0328,808,溶,U+6EB6,M+ Bitmap Font mplus_j12r,JISX0208 0x4D4F,"12x13+0,-2",yes,no (font-v0 fallback)
297,0x0329,809,滄,U+6EC4,M+ Bitmap Font mplus_j12r,JISX0208 0x5E6B,"12x13+0,-2",yes,no (font-v0 fallback)
298,0x032A,810,滅,U+6EC5,M+ Bitmap Font mplus_j12r,JISX0208 0x4C47,"12x13+0,-2",yes,no (font-v0 fallback)
299,0x032B,811,滝,U+6EDD,M+ Bitmap Font mplus_j12r,JISX0208 0x426C,"12x13+0,-2",yes,no (font-v0 fallback)
300,0x032C,812,漢,U+6F22,M+ Bitmap Font mplus_j12r,JISX0208 0x3441,"12x13+0,-2",yes,no (font-v0 fallback)
301,0x032D,813,漸,U+6F38,M+ Bitmap Font mplus_j12r,JISX0208 0x4132,"12x13+0,-2",yes,no (font-v0 fallback)
302,0x032E,814,潮,U+6F6E,M+ Bitmap Font mplus_j12r,JISX0208 0x442C,"12x13+0,-2",yes,no (font-v0 fallback)
303,0x032F,815,激,U+6FC0,M+ Bitmap Font mplus_j12r,JISX0208 0x3763,"12x13+0,-2",yes,no (font-v0 fallback)
304,0x0330,816,濤,U+6FE4,M+ Bitmap Font mplus_j12r,JISX0208 0x5E39,"12x13+0,-2",yes,no (font-v0 fallback)
305,0x0331,817,瀑,U+7011,M+ Bitmap Font mplus_j12r,JISX0208 0x5F46,"12x13+0,-2",yes,no (font-v0 fallback)
306,0x0332,818,瀬,U+702C,M+ Bitmap Font mplus_j12r,JISX0208 0x4025,"12x13+0,-2",yes,no (font-v0 fallback)
307,0x0333,819,火,U+706B,M+ Bitmap Font mplus_j12r,JISX0208 0x3250,"12x13+0,-2",yes,no (font-v0 fallback)
308,0x0334,820,灰,U+7070,M+ Bitmap Font mplus_j12r,JISX0208 0x3325,"12x13+0,-2",yes,no (font-v0 fallback)
309,0x0335,821,灸,U+7078,M+ Bitmap Font mplus_j12r,JISX0208 0x3564,"12x13+0,-2",yes,no (font-v0 fallback)
310,0x0336,822,灼,U+707C,M+ Bitmap Font mplus_j12r,JISX0208 0x3C5E,"12x13+0,-2",yes,no (font-v0 fallback)
311,0x0337,823,災,U+707D,M+ Bitmap Font mplus_j12r,JISX0208 0x3A52,"12x13+0,-2",yes,no (font-v0 fallback)
312,0x0338,824,炎,U+708E,M+ Bitmap Font mplus_j12r,JISX0208 0x316A,"12x13+0,-2",yes,no (font-v0 fallback)
313,0x0339,825,炮,U+70AE,M+ Bitmap Font mplus_j12r,JISX0208 0x5F5C,"12x13+0,-2",yes,no (font-v0 fallback)
314,0x033A,826,炸,U+70B8,M+ Bitmap Font mplus_j12r,JISX0208 0x5F5A,"12x13+0,-2",yes,no (font-v0 fallback)
315,0x033B,827,烈,U+70C8,M+ Bitmap Font mplus_j12r,JISX0208 0x4E75,"12x13+0,-2",yes,no (font-v0 fallback)
316,0x033C,828,烏,U+70CF,M+ Bitmap Font mplus_j12r,JISX0208 0x3128,"12x13+0,-2",yes,no (font-v0 fallback)
317,0x033D,829,焔,U+7114,M+ Bitmap Font mplus_j12r,JISX0208 0x316B,"12x13+0,-2",yes,no (font-v0 fallback)
318,0x033E,830,無,U+7121,M+ Bitmap Font mplus_j12r,JISX0208 0x4C35,"12x13+0,-2",yes,no (font-v0 fallback)
319,0x033F,831,焼,U+713C,M+ Bitmap Font mplus_j12r,JISX0208 0x3E46,"12x13+0,-2",yes,no (font-v0 fallback)
320,0x0340,832,煉,U+7149,M+ Bitmap Font mplus_j12r,JISX0208 0x4E7B,"12x13+0,-2",yes,no (font-v0 fallback)
321,0x0341,833,煌,U+714C,M+ Bitmap Font mplus_j12r,JISX0208 0x5F6A,"12x13+0,-2",yes,no (font-v0 fallback)
322,0x0342,834,照,U+7167,M+ Bitmap Font mplus_j12r,JISX0208 0x3E48,"12x13+0,-2",yes,no (font-v0 fallback)
323,0x0343,835,熊,U+718A,M+ Bitmap Font mplus_j12r,JISX0208 0x3727,"12x13+0,-2",yes,no (font-v0 fallback)
324,0x0344,836,熟,U+719F,M+ Bitmap Font mplus_j12r,JISX0208 0x3D4F,"12x13+0,-2",yes,no (font-v0 fallback)
325,0x0345,837,熱,U+71B1,M+ Bitmap Font mplus_j12r,JISX0208 0x472E,"12x13+0,-2",yes,no (font-v0 fallback)
326,0x0346,838,燐,U+71D0,M+ Bitmap Font mplus_j12r,JISX0208 0x4E55,"12x13+0,-2",yes,no (font-v0 fallback)
327,0x0347,839,燕,U+71D5,M+ Bitmap Font mplus_j12r,JISX0208 0x316D,"12x13+0,-2",yes,no (font-v0 fallback)
328,0x0348,840,爆,U+7206,M+ Bitmap Font mplus_j12r,JISX0208 0x477A,"12x13+0,-2",yes,no (font-v0 fallback)
329,0x0349,841,爪,U+722A,M+ Bitmap Font mplus_j12r,JISX0208 0x445E,"12x13+0,-2",yes,no (font-v0 fallback)
330,0x034A,842,父,U+7236,M+ Bitmap Font mplus_j12r,JISX0208 0x4963,"12x13+0,-2",yes,no (font-v0 fallback)
331,0x034B,843,片,U+7247,M+ Bitmap Font mplus_j12r,JISX0208 0x4A52,"12x13+0,-2",yes,no (font-v0 fallback)
332,0x034C,844,版,U+7248,M+ Bitmap Font mplus_j12r,JISX0208 0x4847,"12x13+0,-2",yes,no (font-v0 fallback)
333,0x034D,845,牙,U+7259,M+ Bitmap Font mplus_j12r,JISX0208 0x3267,"12x13+0,-2",yes,no (font-v0 fallback)
334,0x034E,846,物,U+7269,M+ Bitmap Font mplus_j12r,JISX0208 0x4A2A,"12x13+0,-2",yes,no (font-v0 fallback)
335,0x034F,847,特,U+7279,M+ Bitmap Font mplus_j12r,JISX0208 0x4643,"12x13+0,-2",yes,no (font-v0 fallback)
336,0x0350,848,犬,U+72AC,M+ Bitmap Font mplus_j12r,JISX0208 0x3824,"12x13+0,-2",yes,no (font-v0 fallback)
337,0x0351,849,狐,U+72D0,M+ Bitmap Font mplus_j12r,JISX0208 0x3851,"12x13+0,-2",yes,no (font-v0 fallback)
338,0x0352,850,狛,U+72DB,M+ Bitmap Font mplus_j12r,JISX0208 0x397D,"12x13+0,-2",yes,no (font-v0 fallback)
339,0x0353,851,独,U+72EC,M+ Bitmap Font mplus_j12r,JISX0208 0x4648,"12x13+0,-2",yes,no (font-v0 fallback)
340,0x0354,852,狼,U+72FC,M+ Bitmap Font mplus_j12r,JISX0208 0x4F35,"12x13+0,-2",yes,no (font-v0 fallback)
341,0x0355,853,猛,U+731B,M+ Bitmap Font mplus_j12r,JISX0208 0x4C54,"12x13+0,-2",yes,no (font-v0 fallback)
342,0x0356,854,献,U+732E,M+ Bitmap Font mplus_j12r,JISX0208 0x3825,"12x13+0,-2",yes,no (font-v0 fallback)
343,0x0357,855,猿,U+733F,M+ Bitmap Font mplus_j12r,JISX0208 0x316E,"12x13+0,-2",yes,no (font-v0 fallback)
344,0x0358,856,獄,U+7344,M+ Bitmap Font mplus_j12r,JISX0208 0x3976,"12x13+0,-2",yes,no (font-v0 fallback)
345,0x0359,857,獅,U+7345,M+ Bitmap Font mplus_j12r,JISX0208 0x3B62,"12x13+0,-2",yes,no (font-v0 fallback)
346,0x035A,858,獣,U+7363,M+ Bitmap Font mplus_j12r,JISX0208 0x3D43,"12x13+0,-2",yes,no (font-v0 fallback)
347,0x035B,859,獲,U+7372,M+ Bitmap Font mplus_j12r,JISX0208 0x334D,"12x13+0,-2",yes,no (font-v0 fallback)
348,0x035C,860,玄,U+7384,M+ Bitmap Font mplus_j12r,JISX0208 0x383C,"12x13+0,-2",yes,no (font-v0 fallback)
349,0x035D,861,玉,U+7389,M+ Bitmap Font mplus_j12r,JISX0208 0x364C,"12x13+0,-2",yes,no (font-v0 fallback)
350,0x035E,862,王,U+738B,M+ Bitmap Font mplus_j12r,JISX0208 0x3226,"12x13+0,-2",yes,no (font-v0 fallback)
351,0x035F,863,玲,U+73B2,M+ Bitmap Font mplus_j12r,JISX0208 0x4E68,"12x13+0,-2",yes,no (font-v0 fallback)
352,0x0360,864,玻,U+73BB,M+ Bitmap Font mplus_j12r,JISX0208 0x6060,"12x13+0,-2",yes,no (font-v0 fallback)
353,0x0361,865,珠,U+73E0,M+ Bitmap Font mplus_j12r,JISX0208 0x3C6E,"12x13+0,-2",yes,no (font-v0 fallback)
354,0x0362,866,現,U+73FE,M+ Bitmap Font mplus_j12r,JISX0208 0x383D,"12x13+0,-2",yes,no (font-v0 fallback)
355,0x0363,867,球,U+7403,M+ Bitmap Font mplus_j12r,JISX0208 0x3565,"12x13+0,-2",yes,no (font-v0 fallback)
356,0x0364,868,理,U+7406,M+ Bitmap Font mplus_j12r,JISX0208 0x4D7D,"12x13+0,-2",yes,no (font-v0 fallback)
357,0x0365,869,琉,U+7409,M+ Bitmap Font mplus_j12r,JISX0208 0x4E30,"12x13+0,-2",yes,no (font-v0 fallback)
358,0x0366,870,璃,U+7483,M+ Bitmap Font mplus_j12r,JISX0208 0x4D7E,"12x13+0,-2",yes,no (font-v0 fallback)
359,0x0367,871,瓢,U+74E2,M+ Bitmap Font mplus_j12r,JISX0208 0x493B,"12x13+0,-2",yes,no (font-v0 fallback)
360,0x0368,872,甕,U+7515,M+ Bitmap Font mplus_j12r,JISX0208 0x6131,"12x13+0,-2",yes,no (font-v0 fallback)
361,0x0369,873,生,U+751F,M+ Bitmap Font mplus_j12r,JISX0208 0x4038,"12x13+0,-2",yes,no (font-v0 fallback)
362,0x036A,874,用,U+7528,M+ Bitmap Font mplus_j12r,JISX0208 0x4D51,"12x13+0,-2",yes,no (font-v0 fallback)
363,0x036B,875,甲,U+7532,M+ Bitmap Font mplus_j12r,JISX0208 0x3943,"12x13+0,-2",yes,no (font-v0 fallback)
364,0x036C,876,界,U+754C,M+ Bitmap Font mplus_j12r,JISX0208 0x3326,"12x13+0,-2",yes,no (font-v0 fallback)
365,0x036D,877,疾,U+75BE,M+ Bitmap Font mplus_j12r,JISX0208 0x3C40,"12x13+0,-2",yes,no (font-v0 fallback)
366,0x036E,878,痕,U+75D5,M+ Bitmap Font mplus_j12r,JISX0208 0x3A2F,"12x13+0,-2",yes,no (font-v0 fallback)
367,0x036F,879,癒,U+7652,M+ Bitmap Font mplus_j12r,JISX0208 0x4C7E,"12x13+0,-2",yes,no (font-v0 fallback)
368,0x0370,880,癪,U+766A,M+ Bitmap Font mplus_j12r,JISX0208 0x617B,"12x13+0,-2",yes,no (font-v0 fallback)
369,0x0371,881,白,U+767D,M+ Bitmap Font mplus_j12r,JISX0208 0x4772,"12x13+0,-2",yes,no (font-v0 fallback)
370,0x0372,882,皓,U+7693,M+ Bitmap Font mplus_j12r,JISX0208 0x622B,"12x13+0,-2",yes,no (font-v0 fallback)
371,0x0373,883,相,U+76F8,M+ Bitmap Font mplus_j12r,JISX0208 0x416A,"12x13+0,-2",yes,no (font-v0 fallback)
372,0x0374,884,盾,U+76FE,M+ Bitmap Font mplus_j12r,JISX0208 0x3D62,"12x13+0,-2",yes,no (font-v0 fallback)
373,0x0375,885,眉,U+7709,M+ Bitmap Font mplus_j12r,JISX0208 0x487D,"12x13+0,-2",yes,no (font-v0 fallback)
374,0x0376,886,真,U+771F,M+ Bitmap Font mplus_j12r,JISX0208 0x3F3F,"12x13+0,-2",yes,no (font-v0 fallback)
375,0x0377,887,眼,U+773C,M+ Bitmap Font mplus_j12r,JISX0208 0x3463,"12x13+0,-2",yes,no (font-v0 fallback)
376,0x0378,888,着,U+7740,M+ Bitmap Font mplus_j12r,JISX0208 0x4365,"12x13+0,-2",yes,no (font-v0 fallback)
377,0x0379,889,睛,U+775B,M+ Bitmap Font mplus_j12r,JISX0208 0x624D,"12x13+0,-2",yes,no (font-v0 fallback)
378,0x037A,890,瞬,U+77AC,M+ Bitmap Font mplus_j12r,JISX0208 0x3D56,"12x13+0,-2",yes,no (font-v0 fallback)
379,0x037B,891,瞳,U+77B3,M+ Bitmap Font mplus_j12r,JISX0208 0x4637,"12x13+0,-2",yes,no (font-v0 fallback)
380,0x037C,892,矢,U+77E2,M+ Bitmap Font mplus_j12r,JISX0208 0x4C70,"12x13+0,-2",yes,no (font-v0 fallback)
381,0x037D,893,石,U+77F3,M+ Bitmap Font mplus_j12r,JISX0208 0x4050,"12x13+0,-2",yes,no (font-v0 fallback)
382,0x037E,894,砂,U+7802,M+ Bitmap Font mplus_j12r,JISX0208 0x3A3D,"12x13+0,-2",yes,no (font-v0 fallback)
383,0x037F,895,砍,U+780D,Ark Pixel Font 12px Mono zh_cn,Unicode U+780D,"11x11+0,-2",yes,no (font-v0 fallback)
384,0x0380,896,砕,U+7815,M+ Bitmap Font mplus_j12r,JISX0208 0x3A55,"12x13+0,-2",yes,no (font-v0 fallback)
